ticker,archetype,direction,alarm_lead,alarm_feature,ramp_slope,max_pre_density,explosion_density,explosion_energy,confirmation_decay,n_active_at_t0,price
AAPL,UNKNOWN,BOTTOM,1.0,current_slope,-0.3455,13,9,77.29,-1.0,9,0.2455350011587143
AAPL,LL,BOTTOM,1.0,vwap_spread_current_wave,-0.2121,12,10,81.01,-0.6,10,0.23660700023174286
AAPL,HL,BOTTOM,1.0,vwap_spread_current_wave,-0.0424,10,8,70.35,-0.8,8,0.24441899359226227
AAPL,LH,TOP,1.0,vwap_spread_current_wave,-0.1152,10,6,57.05,0.4,6,0.2533479928970337
AAPL,HH,TOP,1.0,vwap_spread_current_wave,-0.2242,10,6,56.22,0.6,6,0.2544640004634857
AAPL,LH,TOP,1.0,vwap_spread_current_wave,-0.3515,10,6,55.44,0.9,6,0.2455350011587143
AAPL,LL,BOTTOM,1.0,current_slope,-0.2667,8,6,33.48,-0.5,6,0.22544600069522858
AAPL,LL,BOTTOM,1.0,d_tide_slope,-0.2303,8,7,38.99,-0.2,7,0.21651799976825714
AAPL,HL,BOTTOM,1.0,d_tide_slope,-0.1152,8,6,34.91,-0.2,6,0.21875
AAPL,LH,TOP,1.0,d_tide_slope,-0.1212,7,5,30.26,-0.0,5,0.21875
AAPL,HH,TOP,1.0,d_tide_slope,-0.1515,7,4,25.24,0.2,4,0.22767800092697144
AAPL,LH,TOP,1.0,vwap_spread_tide_current,-0.2242,7,4,25.6,0.3,4,0.22098200023174286
AAPL,LL,BOTTOM,1.0,vwap_spread_tide_current,0.3394,7,7,35.83,-0.6,7,0.20535700023174286
AAPL,LL,BOTTOM,1.0,vwap_spread_tide_current,0.3818,7,6,31.94,0.6,6,0.20200900733470917
AAPL,HH,TOP,1.0,kf_conjugation_pred_val,0.2121,7,7,45.02,-0.6,7,0.28125
AAPL,HH,TOP,1.0,kf_conjugation_pred_val,0.3091,7,8,56.74,-0.6,8,0.2924099862575531
AAPL,LH,TOP,1.0,d_current_slope,0.503,8,8,50.72,-0.4,8,0.282366007566452
AAPL,HL,BOTTOM,1.0,kf_conjugation_pred_val,0.3818,8,6,44.34,-0.0,6,0.27455300092697144
AAPL,LL,BOTTOM,1.0,kf_conjugation_pred_val,0.1212,8,6,43.65,0.6,6,0.2689729928970337
AAPL,HL,BOTTOM,1.0,kf_conjugation_pred_val,-0.1091,8,6,42.32,0.5,6,0.27455300092697144
AAPL,HH,TOP,1.0,conj_wave_tide,-0.2364,8,6,36.47,-1.0,6,0.2857140004634857
AAPL,HH,TOP,1.0,conj_wave_tide,-0.2545,8,9,53.73,-0.6,9,0.3035709857940674
AAPL,LH,TOP,1.0,conj_wave_tide,-0.0303,9,7,40.63,-0.5,7,0.29910698533058167
AAPL,LL,BOTTOM,1.0,conj_current_tide,0.0,3,6,33.27,-1.0,6,0.26785698533058167
AAPL,LL,BOTTOM,1.0,conj_current_tide,0.1636,6,8,48.3,-0.3,8,0.25223198533058167
AAPL,LH,TOP,1.0,conj_current_tide,0.3576,8,4,21.11,-0.2,4,0.26004400849342346
AAPL,HH,TOP,1.0,conj_current_tide,0.303,8,4,20.62,-0.2,4,0.265625
AAPL,LH,TOP,1.0,tide_slope,0.2364,8,3,16.12,-0.1,3,0.2622770071029663
AAPL,LL,BOTTOM,1.0,tide_slope,-0.297,8,2,10.27,-0.4,2,0.25
AAPL,LL,BOTTOM,1.0,tide_slope,-0.4848,8,3,16.23,-0.6,3,0.24330300092697144
AAPL,HH,TOP,1.0,tide_slope,-0.1152,3,1,5.77,0.1,1,0.28125
AAPL,HH,TOP,1.0,tide_slope,-0.1636,3,4,25.63,0.8,4,0.3013390004634857
AAPL,LH,TOP,1.0,kf_price_pred_val,-0.0242,4,1,5.64,-0.0,1,0.2924099862575531
AAPL,HL,BOTTOM,1.0,tide_slope,-0.0788,4,1,5.2,0.3,1,0.2622770071029663
AAPL,LL,BOTTOM,1.0,tide_slope,-0.2121,4,1,5.17,0.1,1,0.2611599862575531
AAPL,HL,BOTTOM,1.0,tide_slope,-0.1455,4,1,5.13,-0.7,1,0.266741007566452
AAPL,HH,TOP,1.0,kf_price_filt_vel,-0.1091,4,4,30.78,-0.2,4,0.3125
AAPL,LH,TOP,1.0,kf_price_pred_val,-0.0,4,1,4.95,-0.4,1,0.30245500802993774
AAPL,HL,BOTTOM,1.0,tide_slope,0.0606,4,1,4.72,0.6,1,0.2924099862575531
AAPL,HL,BOTTOM,1.0,tide_slope,-0.0364,4,1,4.66,0.3,1,0.296875
AAPL,HH,TOP,5.0,d_tide_slope,0.0121,2,2,8.34,0.0,2,0.3404009938240051
AAPL,LH,TOP,1.0,d_tide_slope,0.097,2,0,0.0,0.2,0,0.3359369933605194
AAPL,LL,BOTTOM,1.0,d_current_slope,0.5455,5,3,19.64,-0.2,3,0.25892800092697144
AAPL,LL,BOTTOM,1.0,kf_rsi_pred_val,0.5636,5,3,21.08,0.2,3,0.25223198533058167
AAPL,HL,BOTTOM,1.0,kf_rsi_pred_val,0.5455,5,2,11.64,0.4,2,0.264508992433548
AAPL,LH,TOP,1.0,d_tide_slope,-0.2242,5,2,15.98,-0.4,2,0.2700890004634857
AAPL,HH,TOP,1.0,d_tide_slope,-0.0606,3,5,42.47,-0.0,5,0.29464301466941833
AAPL,LH,TOP,1.0,d_tide_slope,0.1697,5,2,19.5,-0.2,2,0.2935259938240051
AAPL,LL,BOTTOM,1.0,d_tide_slope,-0.0788,5,2,16.38,-0.6,2,0.26339301466941833
AAPL,LL,BOTTOM,1.0,d_tide_slope,-0.1394,5,2,14.56,-0.9,2,0.2622770071029663
AAPL,HL,BOTTOM,1.0,d_tide_slope,-0.2,5,2,11.15,-1.0,2,0.2734369933605194
AAPL,LH,TOP,1.0,d_tide_slope,-0.0606,4,5,27.38,0.0,5,0.28683000802993774
AAPL,LH,TOP,1.0,kf_price_pred_val,0.0788,5,0,0.0,0.0,0,0.2773430049419403
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.2455350011587143
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.23325900733470917
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.24107100069522858
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,0.2416290044784546
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,0.24832600355148315
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,0.23549099266529083
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.234375
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.22432999312877655
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.2286510020494461
AAPL,HH,TOP,,,0.0,0,0,0.0,-0.2,0,0.2533479928970337
AAPL,HH,TOP,,,0.0,0,1,4.91,0.0,1,0.2650670111179352
AAPL,LH,TOP,1.0,kf_price_pred_val,0.0545,1,0,0.0,0.0,0,0.25558000802993774
AAPL,HL,BOTTOM,4.0,kf_price_pred_val,0.0182,1,0,0.0,0.1,0,0.24720999598503113
AAPL,LL,BOTTOM,5.0,kf_price_pred_val,0.0061,1,0,0.0,-0.3,0,0.2377229928970337
AAPL,HL,BOTTOM,6.0,kf_price_pred_val,-0.0061,1,0,0.0,-0.7,0,0.25
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,0.32142800092697144
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,0.3247759938240051
AAPL,HL,BOTTOM,,,0.0,0,1,4.39,-0.3,1,0.295758992433548
AAPL,HL,BOTTOM,1.0,vwap_sigma_wave,0.0545,1,0,0.0,-0.6,0,0.3013390004634857
AAPL,HH,TOP,4.0,kf_price_pred_val,0.0485,3,0,0.0,-0.0,0,0.35379400849342346
AAPL,HH,TOP,5.0,kf_price_pred_val,0.0,3,1,5.25,-0.0,1,0.376116007566452
AAPL,LH,TOP,1.0,kf_price_pred_val,0.0061,3,0,0.0,-0.2,0,0.3671869933605194
AAPL,HL,BOTTOM,3.0,kf_price_pred_val,-0.1152,3,2,9.36,0.0,2,0.3549099862575531
AAPL,HL,BOTTOM,1.0,kf_price_filt_vel,-0.0,3,0,0.0,0.0,0,0.36830300092697144
AAPL,HH,TOP,6.0,kf_price_filt_vel,-0.0545,2,0,0.0,0.0,0,0.38058000802993774
AAPL,HH,TOP,7.0,kf_price_filt_vel,-0.0909,2,0,0.0,0.0,0,0.3861599862575531
AAPL,LH,TOP,8.0,kf_price_filt_vel,-0.0606,2,0,0.0,0.0,0,0.3794640004634857
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.3705349862575531
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.360491007566452
AAPL,LH,TOP,,,0.0,0,0,0.0,0.2,0,0.3794640004634857
AAPL,LH,TOP,,,0.0,0,0,0.0,0.3,0,0.36941900849342346
AAPL,LL,BOTTOM,9.0,vwap_sigma_wave,-0.097,1,0,0.0,0.0,0,0.327008992433548
AAPL,LL,BOTTOM,10.0,vwap_sigma_wave,-0.0545,1,0,0.0,0.0,0,0.3203119933605194
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.3236599862575531
AAPL,HH,TOP,2.0,kf_price_pred_val,0.1273,3,1,4.15,-0.2,1,0.3900670111179352
AAPL,HH,TOP,1.0,kf_price_pred_val,0.1455,3,1,9.46,-0.2,1,0.4174099862575531
AAPL,LH,TOP,1.0,kf_price_pred_val,0.1515,3,0,0.0,-0.4,0,0.405133992433548
AAPL,HL,BOTTOM,3.0,kf_price_filt_vel,-0.0242,3,0,0.0,0.0,0,0.36593198776245117
AAPL,LL,BOTTOM,4.0,kf_price_filt_vel,-0.0303,3,0,0.0,0.0,0,0.35267800092697144
AAPL,HL,BOTTOM,5.0,kf_price_filt_vel,-0.0909,3,0,0.0,0.0,0,0.3560259938240051
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,0.389508992433548
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,0.390625
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.34151801466941833
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.35267800092697144
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,0.35714301466941833
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,0.359375
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,-1.6,0,0.3404009938240051
AAPL,LL,BOTTOM,,,0.0,0,7,47.37,-0.5,7,0.3125
AAPL,LL,BOTTOM,1.0,kf_price_pred_val,0.3818,7,2,8.59,0.4,2,0.3125
AAPL,LH,TOP,3.0,kf_rsi_pred_val,0.1091,7,0,0.0,-0.0,0,0.3236599862575531
AAPL,HH,TOP,4.0,kf_rsi_pred_val,-0.0121,7,3,14.21,0.3,3,0.3398430049419403
AAPL,LH,TOP,1.0,kf_price_pred_val,0.0303,7,0,0.0,-0.0,0,0.3314729928970337
AAPL,HL,BOTTOM,4.0,kf_price_filt_vel,-0.0364,3,0,0.0,-0.0,0,0.3169640004634857
AAPL,LL,BOTTOM,5.0,kf_price_filt_vel,-0.1091,3,0,0.0,-0.3,0,0.30245500802993774
AAPL,HL,BOTTOM,6.0,kf_price_filt_vel,-0.1818,3,0,0.0,-0.6,0,0.31026801466941833
AAPL,HH,TOP,3.0,kf_price_filt_vel,-0.0727,3,0,0.0,0.0,0,0.33705300092697144
AAPL,HH,TOP,4.0,kf_price_filt_vel,0.0545,3,0,0.0,0.0,0,0.3482140004634857
AAPL,LH,TOP,5.0,kf_price_filt_vel,0.0182,3,0,0.0,0.0,0,0.34151801466941833
AAPL,HL,BOTTOM,7.0,kf_price_filt_vel,-0.0545,3,0,0.0,0.0,0,0.3348209857940674
AAPL,LL,BOTTOM,8.0,kf_price_filt_vel,-0.0909,3,0,0.0,0.0,0,0.3247759938240051
AAPL,HL,BOTTOM,9.0,kf_price_filt_vel,-0.1273,3,0,0.0,0.0,0,0.3359369933605194
AAPL,HH,TOP,4.0,d_current_slope,0.0364,2,0,0.0,0.0,0,0.3939729928970337
AAPL,LH,TOP,5.0,d_current_slope,-0.0364,2,0,0.0,0.0,0,0.391741007566452
AAPL,HL,BOTTOM,9.0,d_current_slope,-0.1939,2,0,0.0,0.0,0,0.375
AAPL,LL,BOTTOM,10.0,d_current_slope,-0.1091,2,0,0.0,0.0,0,0.3710930049419403
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.37667399644851685
AAPL,HH,TOP,,,0.0,0,3,16.86,-0.1,3,0.422991007566452
AAPL,HH,TOP,1.0,kf_price_pred_val,0.1636,3,2,10.26,-0.0,2,0.4408479928970337
AAPL,LH,TOP,1.0,kf_price_pred_val,0.2364,3,1,4.49,-0.0,1,0.438616007566452
AAPL,HL,BOTTOM,2.0,kf_rsi_pred_val,0.1576,3,0,0.0,-0.4,0,0.4296869933605194
AAPL,LL,BOTTOM,3.0,kf_rsi_pred_val,0.0848,3,2,8.19,0.0,2,0.4140619933605194
AAPL,HL,BOTTOM,1.0,kf_price_filt_vel,0.1212,3,0,0.0,0.0,0,0.41629400849342346
AAPL,LH,TOP,,,0.0,0,0,0.0,-0.2,0,0.4375
AAPL,LH,TOP,,,0.0,0,0,0.0,-0.6,0,0.4296869933605194
AAPL,HL,BOTTOM,1.0,kf_price_pred_val,0.1636,3,0,0.0,-0.2,0,0.420199990272522
AAPL,LL,BOTTOM,2.0,kf_price_pred_val,0.1273,3,1,4.95,0.0,1,0.390625
AAPL,LH,TOP,3.0,kf_price_pred_val,0.0485,3,0,0.0,0.0,0,0.405133992433548
AAPL,HH,TOP,4.0,kf_price_pred_val,0.0,3,0,0.0,0.0,0,0.4179680049419403
AAPL,LH,TOP,5.0,kf_price_pred_val,-0.0485,3,0,0.0,0.0,0,0.40625
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.3872759938240051
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.3794640004634857
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.38504400849342346
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,0.40625
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,0.40848198533058167
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,0.39955300092697144
AAPL,LL,BOTTOM,,,0.0,0,3,16.77,-1.5,3,0.35714301466941833
AAPL,LL,BOTTOM,1.0,vwap_sigma_wave,0.1636,3,7,65.81,-0.8,7,0.3203119933605194
AAPL,LH,TOP,5.0,kf_rsi_pred_val,-0.3939,7,0,0.0,0.0,0,0.3236599862575531
AAPL,HH,TOP,6.0,kf_rsi_pred_val,-0.6,7,0,0.0,0.0,0,0.33705300092697144
AAPL,LH,TOP,7.0,kf_rsi_pred_val,-0.6061,7,0,0.0,0.0,0,0.3325890004634857
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.31082600355148315
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.30970999598503113
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,0.311383992433548
AAPL,LH,TOP,,,0.0,0,0,0.0,-0.3,0,0.327008992433548
AAPL,HH,TOP,,,0.0,0,0,0.0,-0.6,0,0.33370500802993774
AAPL,LH,TOP,,,0.0,0,3,19.36,0.0,3,0.31026801466941833
AAPL,HL,BOTTOM,1.0,kf_price_filt_vel,0.1636,3,0,0.0,0.0,0,0.313616007566452
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,0.36495500802993774
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,0.3705349862575531
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,0.3660709857940674
AAPL,LL,BOTTOM,2.0,vwap_sigma_tide,-0.4545,8,0,0.0,-0.3,0,0.28683000802993774
AAPL,LL,BOTTOM,3.0,vwap_sigma_tide,-0.103,1,1,4.08,-0.6,1,0.2818079888820648
AAPL,HL,BOTTOM,1.0,vwap_sigma_tide,-0.0667,1,3,21.9,-0.2,3,0.30580300092697144
AAPL,LH,TOP,1.0,kf_price_filt_vel,0.0788,3,0,0.0,-0.4,0,0.3091509938240051
AAPL,LH,TOP,2.0,kf_price_filt_vel,0.0364,3,2,10.37,0.0,2,0.2924099862575531
AAPL,LL,BOTTOM,1.0,kf_price_filt_vel,0.1152,3,0,0.0,0.0,0,0.30580300092697144
AAPL,HH,TOP,2.0,kf_price_filt_vel,0.0727,3,0,0.0,0.6,0,0.3125
AAPL,LH,TOP,3.0,kf_price_filt_vel,-0.0242,3,0,0.0,1.1,0,0.30245500802993774
AAPL,LL,BOTTOM,7.0,kf_price_filt_vel,-0.2182,3,3,15.23,-0.6,3,0.2851560115814209
AAPL,LL,BOTTOM,1.0,kf_price_pred_val,-0.0606,3,4,26.97,-0.2,4,0.266741007566452
AAPL,LH,TOP,2.0,kf_price_pred_val,0.1515,4,2,13.63,0.7,2,0.282366007566452
AAPL,HH,TOP,1.0,kf_price_filt_vel,0.2848,4,2,8.15,0.9,2,0.2879459857940674
AAPL,LH,TOP,1.0,kf_price_filt_vel,0.2848,4,0,0.0,0.7,0,0.2700890004634857
AAPL,LL,BOTTOM,3.0,kf_price_filt_vel,0.0182,4,1,4.26,-1.0,1,0.26004400849342346
AAPL,LL,BOTTOM,1.0,vwap_sigma_tide,-0.0606,4,5,28.22,-0.7,5,0.24386100471019745
AAPL,HL,BOTTOM,1.0,kf_price_pred_val,0.0667,5,2,8.98,-0.6,2,0.2466520071029663
AAPL,LH,TOP,1.0,kf_price_filt_vel,0.2485,5,0,0.0,-0.0,0,0.2611599862575531
AAPL,HH,TOP,2.0,kf_price_filt_vel,0.0424,5,0,0.0,-0.3,0,0.264508992433548
AAPL,LH,TOP,3.0,kf_price_filt_vel,-0.0303,5,1,4.08,-0.1,1,0.25223198533058167
AAPL,HL,BOTTOM,1.0,vwap_sigma_tide,-0.1758,3,0,0.0,-0.2,0,0.25
AAPL,LL,BOTTOM,2.0,vwap_sigma_tide,-0.0848,2,1,4.17,0.0,1,0.2455350011587143
AAPL,HH,TOP,2.0,vwap_sigma_tide,-0.0303,1,0,0.0,0.0,0,0.264508992433548
AAPL,HH,TOP,3.0,vwap_sigma_tide,-0.0909,1,0,0.0,0.0,0,0.266741007566452
AAPL,LH,TOP,4.0,vwap_sigma_tide,-0.0848,1,0,0.0,0.2,0,0.266741007566452
AAPL,LL,BOTTOM,1.0,vwap_sigma_tide,0.0,1,3,13.75,-1.0,3,0.21428599953651428
AAPL,LL,BOTTOM,1.0,vwap_sigma_tide,0.1091,3,4,18.0,-0.3,4,0.21316899359226227
AAPL,HL,BOTTOM,1.0,vwap_sigma_tide,0.2485,4,3,15.94,0.3,3,0.22544600069522858
AAPL,LH,TOP,1.0,vwap_sigma_tide,0.1273,4,0,0.0,0.4,0,0.22767800092697144
AAPL,LH,TOP,2.0,vwap_sigma_tide,-0.0121,4,2,8.37,-0.0,2,0.22321400046348572
AAPL,LL,BOTTOM,1.0,vwap_spread_current_wave,-0.0303,4,2,8.82,-0.3,2,0.219308003783226
AAPL,LL,BOTTOM,1.0,vwap_spread_current_wave,-0.0606,4,2,9.2,-0.5,2,0.2154020071029663
AAPL,LH,TOP,1.0,vwap_spread_current_wave,-0.103,4,2,8.94,-0.6,2,0.21763400733470917
AAPL,HH,TOP,1.0,vwap_spread_current_wave,-0.1576,4,4,22.56,-0.0,4,0.23214299976825714
AAPL,LH,TOP,1.0,kf_price_filt_vel,0.0182,4,1,4.43,-0.0,1,0.23214299976825714
AAPL,HL,BOTTOM,1.0,geo_phase_angle,0.0,1,1,5.46,0.3,1,0.21763400733470917
AAPL,LL,BOTTOM,1.0,geo_phase_angle,0.0,1,1,5.2,-0.6,1,0.21205300092697144
AAPL,HL,BOTTOM,1.0,geo_phase_angle,0.0,1,2,9.03,-1.2,2,0.21316899359226227
AAPL,HH,TOP,1.0,vwap_spread_tide_current,-0.0182,5,1,4.01,-0.0,1,0.2455350011587143
AAPL,HH,TOP,1.0,vwap_spread_tide_current,-0.1273,5,1,4.0,-0.4,1,0.2544640004634857
AAPL,LH,TOP,1.0,vwap_spread_tide_current,-0.2364,5,3,12.31,-0.2,3,0.2533479928970337
AAPL,HL,BOTTOM,1.0,vwap_spread_tide_current,-0.0242,3,1,4.06,-0.3,1,0.23549099266529083
AAPL,LL,BOTTOM,1.0,vwap_spread_tide_current,-0.0727,3,1,4.06,-0.2,1,0.2220979928970337
AAPL,HL,BOTTOM,1.0,vwap_spread_tide_current,-0.1212,3,1,4.03,0.0,1,0.22767800092697144
AAPL,LH,TOP,1.0,vwap_spread_tide_current,-0.1697,3,0,0.0,0.2,0,0.23325900733470917
AAPL,LL,BOTTOM,10.0,geo_phase_angle,-0.0545,1,7,36.05,-1.4,7,0.1841520071029663
AAPL,LL,BOTTOM,1.0,kf_price_pred_val,0.3818,7,5,26.57,-0.0,5,0.17745499312877655
AAPL,HL,BOTTOM,1.0,vwap_sigma_current,0.5697,7,4,16.3,0.5,4,0.1841520071029663
AAPL,LH,TOP,1.0,kf_price_filt_vel,0.5576,7,0,0.0,0.4,0,0.19196400046348572
AAPL,LH,TOP,2.0,kf_price_filt_vel,0.3394,7,0,0.0,-0.1,0,0.1875
AAPL,LL,BOTTOM,1.0,wave_slope,0.4121,5,7,36.03,-0.7,7,0.15345999598503113
AAPL,LL,BOTTOM,1.0,wave_slope,0.5879,7,8,40.66,-0.5,8,0.15066899359226227
AAPL,LL,BOTTOM,1.0,wave_slope,0.6242,8,7,36.58,-0.4,7,0.15066899359226227
AAPL,HH,TOP,1.0,vwap_spread_current_wave,-0.5576,8,3,13.35,-0.3,3,0.19866099953651428
AAPL,LH,TOP,1.0,vwap_spread_current_wave,-0.5333,8,3,13.3,-0.3,3,0.1908479928970337
AAPL,HL,BOTTOM,1.0,vwap_spread_tide_wave,-0.2606,6,2,9.04,0.6,2,0.1875
AAPL,HL,BOTTOM,1.0,vwap_spread_tide_wave,-0.1515,4,2,8.97,0.9,2,0.19196400046348572
AAPL,HH,TOP,1.0,d_current_slope,-0.303,6,2,10.96,-0.5,2,0.2219579964876175
AAPL,HH,TOP,1.0,d_current_slope,-0.3697,6,2,9.0,-0.4,2,0.2220979928970337
AAPL,LH,TOP,1.0,d_current_slope,-0.3333,5,2,10.97,-0.1,2,0.21875
AAPL,LL,BOTTOM,6.0,vwap_spread_tide_current,-0.2606,2,0,0.0,0.4,0,0.18861599266529083
AAPL,LL,BOTTOM,7.0,vwap_spread_tide_current,-0.2121,2,0,0.0,-0.1,0,0.18191899359226227
AAPL,HL,BOTTOM,8.0,vwap_spread_tide_current,-0.1394,2,0,0.0,-0.7,0,0.1875
AAPL,LH,TOP,1.0,kf_price_filt_vel,0.1636,4,2,10.36,-0.2,2,0.20535700023174286
AAPL,HH,TOP,1.0,kf_price_pred_val,0.2788,4,1,4.51,-0.3,1,0.20982100069522858
AAPL,LH,TOP,1.0,geo_phase_angle,0.2606,4,1,4.44,-0.3,1,0.20870499312877655
AAPL,HL,BOTTOM,5.0,geo_phase_angle,-0.3515,4,0,0.0,-0.6,0,0.19810199737548828
AAPL,HL,BOTTOM,6.0,geo_phase_angle,-0.2061,2,3,43.46,-0.1,3,0.21986599266529083
AAPL,HH,TOP,1.0,kf_price_filt_vel,0.0182,3,0,0.0,-0.3,0,0.2109369933605194
AAPL,LL,BOTTOM,2.0,kf_price_filt_vel,0.0,3,3,18.87,0.3,3,0.1997770071029663
AAPL,HL,BOTTOM,1.0,kf_price_filt_vel,0.1576,3,0,0.0,-0.0,0,0.203683003783226
AAPL,HH,TOP,5.0,geo_phase_angle,-0.1818,3,0,0.0,0.0,0,0.23549099266529083
AAPL,HH,TOP,6.0,geo_phase_angle,-0.0545,1,0,0.0,0.0,0,0.23716500401496887
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,-0.0,0,0.20758900046348572
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,-0.3,0,0.20424099266529083
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,-0.6,0,0.20535700023174286
AAPL,LH,TOP,4.0,kf_price_filt_vel,0.0545,3,0,0.0,0.4,0,0.2310270071029663
AAPL,HH,TOP,5.0,kf_price_filt_vel,0.0182,3,0,0.0,0.2,0,0.234375
AAPL,HL,BOTTOM,1.0,vwap_sigma_wave,0.1273,1,0,0.0,-0.4,0,0.2064729928970337
AAPL,LL,BOTTOM,2.0,vwap_sigma_wave,0.0909,1,1,4.3,-0.4,1,0.19866099953651428
AAPL,HL,BOTTOM,1.0,vwap_sigma_wave,0.1091,1,2,8.07,0.8,2,0.20982100069522858
AAPL,LL,BOTTOM,1.0,wave_slope,0.2364,7,9,48.17,-1.5,9,0.1372770071029663
AAPL,LL,BOTTOM,1.0,wave_slope,0.3576,9,8,43.11,-0.7,8,0.13616099953651428
AAPL,HL,BOTTOM,1.0,current_slope,0.3515,9,5,27.26,-0.2,5,0.14285700023174286
AAPL,LH,TOP,1.0,current_slope,-0.7576,9,6,46.72,-0.2,6,0.1595979928970337
AAPL,LH,TOP,1.0,kf_price_pred_val,-0.5273,9,3,16.1,-0.7,3,0.15736599266529083
AAPL,HL,BOTTOM,1.0,current_slope,-0.1273,6,3,14.23,-0.4,3,0.1439729928970337
AAPL,HL,BOTTOM,1.0,current_slope,-0.2788,6,2,10.23,-0.3,2,0.14732100069522858
AAPL,LH,TOP,1.0,current_slope,-0.2303,6,1,4.73,-0.3,1,0.15178599953651428
AAPL,LH,TOP,1.0,current_slope,-0.3879,6,1,4.35,-0.2,1,0.1484369933605194
AAPL,LL,BOTTOM,7.0,current_slope,-0.2,2,0,0.0,-0.1,0,0.14508900046348572
AAPL,LL,BOTTOM,8.0,current_slope,-0.1273,1,2,8.39,-0.3,2,0.1439729928970337
AAPL,HL,BOTTOM,1.0,d_current_slope,0.0121,2,5,29.7,0.9,5,0.15401799976825714
AAPL,HH,TOP,1.0,d_current_slope,0.4121,5,3,14.36,-1.4,3,0.14955300092697144
AAPL,HH,TOP,1.0,d_current_slope,0.4061,5,6,65.37,-0.8,6,0.16629399359226227
AAPL,HL,BOTTOM,1.0,kf_price_pred_val,0.5273,6,2,14.9,-0.8,2,0.16294600069522858
AAPL,LL,BOTTOM,1.0,d_current_slope,0.3576,6,4,27.71,0.0,4,0.15625
AAPL,HL,BOTTOM,1.0,d_current_slope,0.2727,6,0,0.0,0.0,0,0.16071400046348572
AAPL,HH,TOP,4.0,d_current_slope,-0.2909,6,0,0.0,0.0,0,0.17410700023174286
AAPL,LH,TOP,5.0,d_current_slope,-0.4242,6,0,0.0,0.0,0,0.17075900733470917
AAPL,LL,BOTTOM,2.0,geo_phase_angle,0.0424,1,0,0.0,-0.2,0,0.15066899359226227
AAPL,LL,BOTTOM,3.0,geo_phase_angle,0.0303,1,1,4.79,0.0,1,0.14732100069522858
AAPL,HL,BOTTOM,1.0,vwap_sigma_wave,0.0727,1,0,0.0,0.0,0,0.15178599953651428
AAPL,LH,TOP,5.0,vwap_sigma_wave,-0.0242,1,0,0.0,0.0,0,0.15792399644851685
AAPL,HH,TOP,6.0,vwap_sigma_wave,-0.0485,1,0,0.0,0.0,0,0.15848200023174286
AAPL,LH,TOP,7.0,vwap_sigma_wave,-0.0727,1,0,0.0,0.0,0,0.15401799976825714
AAPL,LL,BOTTOM,1.0,vwap_sigma_wave,0.1091,2,2,9.83,-0.3,2,0.13839299976825714
AAPL,HL,BOTTOM,1.0,vwap_sigma_wave,0.1939,2,2,9.16,-0.0,2,0.14592599868774414
AAPL,LH,TOP,1.0,kf_price_filt_vel,0.2545,2,0,0.0,-0.1,0,0.14229899644851685
