ticker,timestamp,tp_type,price,archetype,is_reversal,preceding_leg_pct,following_leg_pct,preceding_days,following_days,swing_magnitude,rc_signature,full_archetype
AMZN,2020-02-19 14:30:00+00:00,MAX,108.511,HH,True,27.25,-17.03,134,18,MAJOR,T(+)C(+)W(+),HH
AMZN,2020-03-09 13:30:00+00:00,MIN,90.0305,HL,True,-17.03,5.07,18,1,MINOR,T(+)C(+)W(+),LL_TO_HL
AMZN,2020-03-10 13:30:00+00:00,MAX,94.591,LH,True,5.07,-11.38,1,2,NORMAL,T(+)C(+)W(+),HH_TO_LH
AMZN,2020-03-12 13:30:00+00:00,MIN,83.8305,LL,True,-11.38,6.46,2,1,MINOR,T(+)C(+)W(-),LL
AMZN,2020-03-13 13:30:00+00:00,MAX,89.25,LH,True,6.46,-5.37,1,3,MINOR,T(+)C(+)W(-),LH
AMZN,2020-03-16 13:30:00+00:00,MIN,84.4575,HL,True,-5.37,46.46,3,45,EXTREME,T(+)C(+)W(-),LL_TO_HL
AMZN,2020-04-30 13:30:00+00:00,MAX,123.7,HH,True,46.46,-7.6,45,1,NORMAL,T(+)C(+)W(+),HH
AMZN,2020-05-01 13:30:00+00:00,MIN,114.302,HL,True,-7.6,39.98,1,70,EXTREME,T(+)C(+)W(+),HL
AMZN,2020-07-10 13:30:00+00:00,MAX,160.0,HH,True,39.98,-7.44,70,7,NORMAL,T(+)C(+)W(+),HH
AMZN,2020-07-17 13:30:00+00:00,MIN,148.0985,HL,True,-7.44,7.93,7,3,NORMAL,T(+)C(+)W(+),HL
AMZN,2020-07-20 13:30:00+00:00,MAX,159.842,LH,True,7.93,-6.58,3,3,MINOR,T(+)C(+)W(+),HH_TO_LH
AMZN,2020-07-23 13:30:00+00:00,MIN,149.3275,HL,True,-6.58,18.25,3,41,MAJOR,T(+)C(+)W(+),HL
AMZN,2020-09-02 13:30:00+00:00,MAX,176.5725,HH,True,18.25,-16.33,41,16,MAJOR,T(+)C(+)W(+),HH
AMZN,2020-09-18 13:30:00+00:00,MIN,147.7455,LL,True,-16.33,16.54,16,25,MAJOR,T(+)C(+)W(+),LL
AMZN,2020-10-13 13:30:00+00:00,MAX,172.1815,LH,True,16.54,-12.75,25,20,NORMAL,T(+)C(+)W(-),HH_TO_LH
AMZN,2020-11-02 14:30:00+00:00,MIN,150.224,HL,True,-12.75,10.57,20,3,NORMAL,T(+)C(-)W(+),LL_TO_HL
AMZN,2020-11-05 14:30:00+00:00,MAX,166.1,LH,True,10.57,-8.64,3,5,NORMAL,T(+)C(-)W(+),LH
AMZN,2020-11-10 14:30:00+00:00,MIN,151.751,HL,True,-8.64,9.46,5,49,NORMAL,T(+)C(-)W(+),HL
AMZN,2020-12-29 14:30:00+00:00,MAX,166.1,LH,True,9.46,-6.55,49,17,MINOR,T(+)C(-)W(+),LH
AMZN,2021-01-15 14:30:00+00:00,MIN,155.2125,HL,True,-6.55,8.88,17,18,NORMAL,T(+)C(+)W(-),HL
AMZN,2021-02-02 14:30:00+00:00,MAX,169.0,HH,True,8.88,-12.66,18,34,NORMAL,T(+)C(+)W(+),HH
AMZN,2021-03-08 14:30:00+00:00,MIN,147.5975,LL,True,-12.66,17.59,34,51,MAJOR,T(+)C(-)W(-),LL
AMZN,2021-04-29 13:30:00+00:00,MAX,173.5655,HH,True,17.59,-9.2,51,12,NORMAL,T(+)C(+)W(+),HH
AMZN,2021-05-12 00:00:00+00:00,MIN,157.5970001220703,HL,True,-9.2,18.38,12,57,MAJOR,T(+)C(+)W(+),LL_TO_HL
AMZN,2021-07-08 00:00:00+00:00,MAX,186.57049560546875,HH,True,18.38,-14.57,57,42,NORMAL,T(+)C(+)W(+),HH
AMZN,2021-08-19 00:00:00+00:00,MIN,159.3874969482422,HL,True,-14.57,10.6,42,20,NORMAL,T(+)C(+)W(-),HL
AMZN,2021-09-08 00:00:00+00:00,MAX,176.27499389648438,LH,True,10.6,-9.52,20,26,NORMAL,T(+)C(-)W(-),HH_TO_LH
AMZN,2021-10-04 00:00:00+00:00,MIN,159.48899841308594,HL,True,-9.52,15.87,26,45,MAJOR,T(+)C(-)W(+),HL
AMZN,2021-11-18 00:00:00+00:00,MAX,184.80299377441406,HH,True,15.87,-24.85,45,69,MAJOR,T(+)C(+)W(+),HH
AMZN,2022-01-26 00:00:00+00:00,MIN,138.87249755859375,LL,True,-24.85,8.87,69,6,NORMAL,T(+)C(-)W(-),LL
AMZN,2022-02-01 00:00:00+00:00,MAX,151.19349670410156,LH,True,8.87,-8.17,6,2,NORMAL,T(+)C(-)W(-),HH_TO_LH
AMZN,2022-02-03 00:00:00+00:00,MIN,138.8455047607422,LL,True,-8.17,16.25,2,5,MAJOR,T(+)C(-)W(-),LL
AMZN,2022-02-08 00:00:00+00:00,MAX,161.4134979248047,HH,True,16.25,-10.28,5,15,NORMAL,T(+)C(-)W(-),HH
AMZN,2022-02-23 00:00:00+00:00,MIN,144.82699584960938,HL,True,-10.28,6.19,15,2,MINOR,T(-)C(-)W(-),LL_TO_HL
AMZN,2022-02-25 00:00:00+00:00,MAX,153.7884979248047,LH,True,6.19,-11.56,2,11,NORMAL,T(-)C(-)W(-),HH_TO_LH
AMZN,2022-03-08 00:00:00+00:00,MIN,136.01449584960938,LL,True,-11.56,24.48,11,21,MAJOR,T(-)C(-)W(-),LL
AMZN,2022-03-29 00:00:00+00:00,MAX,169.31500244140625,HH,True,24.48,-37.77,21,43,EXTREME,T(-)C(-)W(+),HH
AMZN,2022-05-11 00:00:00+00:00,MIN,105.37200164794922,LL,True,-37.77,9.49,43,6,NORMAL,T(-)C(-)W(-),LL
AMZN,2022-05-17 00:00:00+00:00,MAX,115.36849975585938,LH,True,9.49,-9.77,6,7,NORMAL,T(-)C(-)W(-),HH_TO_LH
AMZN,2022-05-24 00:00:00+00:00,MIN,104.0999984741211,LL,True,-9.77,20.57,7,9,MAJOR,T(-)C(-)W(-),LL
AMZN,2022-06-02 00:00:00+00:00,MAX,125.51100158691406,HH,True,20.57,-18.49,9,12,MAJOR,T(-)C(-)W(-),HH
AMZN,2022-06-14 00:00:00+00:00,MIN,102.30999755859375,LL,True,-18.49,13.83,12,10,NORMAL,T(-)C(-)W(-),LL
AMZN,2022-06-24 00:00:00+00:00,MAX,116.45999908447266,LH,True,13.83,-8.8,10,6,NORMAL,T(-)C(-)W(-),HH_TO_LH
AMZN,2022-06-30 00:00:00+00:00,MIN,106.20999908447266,HL,True,-8.8,9.53,6,7,NORMAL,T(-)C(-)W(-),LL_TO_HL
AMZN,2022-07-07 00:00:00+00:00,MAX,116.33000183105469,LH,True,9.53,-6.11,7,5,MINOR,T(-)C(-)W(-),LH
AMZN,2022-07-12 00:00:00+00:00,MIN,109.22000122070312,HL,True,-6.11,14.11,5,9,NORMAL,T(-)C(-)W(-),HL
AMZN,2022-07-21 00:00:00+00:00,MAX,124.62999725341797,HH,True,14.11,-7.88,9,5,NORMAL,T(-)C(-)W(-),HH
AMZN,2022-07-26 00:00:00+00:00,MIN,114.80999755859375,HL,True,-7.88,26.1,5,21,MAJOR,T(-)C(+)W(+),HL
AMZN,2022-08-16 00:00:00+00:00,MAX,144.77999877929688,HH,True,26.1,-12.9,21,21,NORMAL,T(-)C(+)W(+),HH
AMZN,2022-09-06 00:00:00+00:00,MIN,126.11000061035156,HL,True,-12.9,8.2,21,6,NORMAL,T(-)C(+)W(+),HL
AMZN,2022-09-12 00:00:00+00:00,MAX,136.4499969482422,LH,True,8.2,-17.19,6,18,MAJOR,T(-)C(+)W(+),HH_TO_LH
AMZN,2022-09-30 00:00:00+00:00,MIN,113.0,LL,True,-17.19,7.16,18,4,NORMAL,T(-)C(+)W(-),LL
AMZN,2022-10-04 00:00:00+00:00,MAX,121.08999633789062,LH,True,7.16,-11.72,4,10,NORMAL,T(-)C(-)W(-),LH
AMZN,2022-10-14 00:00:00+00:00,MIN,106.9000015258789,LL,True,-11.72,12.82,10,11,NORMAL,T(-)C(-)W(-),LL
AMZN,2022-10-25 00:00:00+00:00,MAX,120.5999984741211,LH,True,12.82,-28.57,11,15,MAJOR,T(-)C(-)W(-),LH
AMZN,2022-11-09 00:00:00+00:00,MIN,86.13999938964844,LL,True,-28.57,17.01,15,2,MAJOR,T(-)C(-)W(-),LL
AMZN,2022-11-11 00:00:00+00:00,MAX,100.79000091552734,LH,True,17.01,-18.82,2,47,MAJOR,T(-)C(-)W(-),LH
AMZN,2022-12-28 00:00:00+00:00,MIN,81.81999969482422,LL,True,-18.82,38.0,47,36,EXTREME,T(-)C(-)W(-),LL
AMZN,2023-02-02 00:00:00+00:00,MAX,112.91000366210938,HH,True,38.0,-19.64,36,36,MAJOR,T(-)C(+)W(+),HH
AMZN,2023-03-10 00:00:00+00:00,MIN,90.7300033569336,HL,True,-19.64,14.57,36,25,NORMAL,T(-)C(+)W(-),LL_TO_HL
AMZN,2023-04-04 00:00:00+00:00,MAX,103.94999694824219,LH,True,14.57,-5.89,25,8,MINOR,T(-)C(+)W(+),HH_TO_LH
AMZN,2023-04-12 00:00:00+00:00,MIN,97.83000183105469,HL,True,-5.89,12.26,8,15,NORMAL,T(-)C(+)W(+),HL
AMZN,2023-04-27 00:00:00+00:00,MAX,109.81999969482422,HH,True,12.26,-7.08,15,4,NORMAL,T(-)C(+)W(+),HH
AMZN,2023-05-01 00:00:00+00:00,MIN,102.05000305175781,HL,True,-7.08,32.64,4,79,EXTREME,T(-)C(+)W(+),HL
AMZN,2023-07-19 00:00:00+00:00,MAX,135.36000061035156,HH,True,32.64,-5.33,79,7,MINOR,T(-)C(+)W(+),HH
AMZN,2023-07-26 00:00:00+00:00,MIN,128.14999389648438,HL,True,-5.33,10.98,7,12,NORMAL,T(+)C(+)W(+),HL
AMZN,2023-08-07 00:00:00+00:00,MAX,142.22000122070312,HH,True,10.98,-7.3,12,17,NORMAL,T(+)C(+)W(+),HH
AMZN,2023-08-24 00:00:00+00:00,MIN,131.83999633789062,HL,True,-7.3,9.87,17,20,NORMAL,T(+)C(+)W(+),HL
AMZN,2023-09-13 00:00:00+00:00,MAX,144.85000610351562,HH,True,9.87,-13.9,20,20,NORMAL,T(+)C(+)W(+),HH
AMZN,2023-10-03 00:00:00+00:00,MIN,124.72000122070312,LL,True,-13.9,6.28,20,13,MINOR,T(+)C(+)W(-),LL
AMZN,2023-10-16 00:00:00+00:00,MAX,132.5500030517578,LH,True,6.28,-9.79,13,10,NORMAL,T(+)C(-)W(-),HH_TO_LH
AMZN,2023-10-26 00:00:00+00:00,MIN,119.56999969482422,LL,True,-9.79,28.85,10,53,MAJOR,T(+)C(-)W(-),LL
AMZN,2023-12-18 00:00:00+00:00,MAX,154.07000732421875,HH,True,28.85,-6.17,53,17,MINOR,T(+)C(+)W(+),HH
AMZN,2024-01-04 00:00:00+00:00,MIN,144.57000732421875,HL,True,-6.17,30.77,17,98,EXTREME,T(+)C(+)W(+),LL_TO_HL
AMZN,2024-04-11 00:00:00+00:00,MAX,189.0500030517578,HH,True,30.77,-8.14,98,14,NORMAL,T(+)C(+)W(+),HH
AMZN,2024-04-25 00:00:00+00:00,MIN,173.6699981689453,HL,True,-8.14,9.11,14,14,NORMAL,T(+)C(+)W(+),HL
AMZN,2024-05-09 00:00:00+00:00,MAX,189.5,HH,True,9.11,-6.89,14,22,MINOR,T(+)C(+)W(+),HH
AMZN,2024-05-31 00:00:00+00:00,MIN,176.44000244140625,HL,True,-6.89,13.35,22,32,NORMAL,T(+)C(+)W(+),HL
AMZN,2024-07-02 00:00:00+00:00,MAX,200.0,HH,True,13.35,-19.49,32,34,MAJOR,T(+)C(+)W(+),HH
AMZN,2024-08-05 00:00:00+00:00,MIN,161.02000427246094,LL,True,-19.49,11.86,34,16,NORMAL,T(+)C(+)W(-),LL
AMZN,2024-08-21 00:00:00+00:00,MAX,180.11000061035156,LH,True,11.86,-5.17,16,7,MINOR,T(+)C(-)W(-),HH_TO_LH
AMZN,2024-08-28 00:00:00+00:00,MIN,170.8000030517578,HL,True,-5.17,13.56,7,27,NORMAL,T(+)C(-)W(-),LL_TO_HL
AMZN,2024-09-24 00:00:00+00:00,MAX,193.9600067138672,HH,True,13.56,-6.78,27,13,MINOR,T(+)C(-)W(+),HH
AMZN,2024-10-07 00:00:00+00:00,MIN,180.8000030517578,HL,True,-6.78,18.42,13,37,MAJOR,T(+)C(+)W(+),HL
AMZN,2024-11-13 00:00:00+00:00,MAX,214.10000610351562,HH,True,18.42,-7.93,37,9,NORMAL,T(+)C(+)W(+),HH
AMZN,2024-11-22 00:00:00+00:00,MIN,197.1199951171875,HL,True,-7.93,18.17,9,24,MAJOR,T(+)C(+)W(+),HL
AMZN,2024-12-16 00:00:00+00:00,MAX,232.92999267578125,HH,True,18.17,-6.51,24,29,MINOR,T(+)C(+)W(+),HH
AMZN,2025-01-14 00:00:00+00:00,MIN,217.75999450683594,HL,True,-6.51,11.16,29,21,NORMAL,T(+)C(+)W(+),HL
AMZN,2025-02-04 00:00:00+00:00,MAX,242.05999755859375,HH,True,11.16,-20.34,21,42,MAJOR,T(+)C(+)W(+),HH
AMZN,2025-03-18 00:00:00+00:00,MIN,192.82000732421875,LL,True,-20.34,6.68,42,7,MINOR,T(+)C(-)W(-),LL
AMZN,2025-03-25 00:00:00+00:00,MAX,205.7100067138672,LH,True,6.68,-17.04,7,14,MAJOR,T(+)C(-)W(-),HH_TO_LH
AMZN,2025-04-08 00:00:00+00:00,MIN,170.66000366210938,LL,True,-17.04,11.98,14,1,NORMAL,T(+)C(-)W(-),LL
AMZN,2025-04-09 00:00:00+00:00,MAX,191.10000610351562,LH,True,11.98,-12.44,1,12,NORMAL,T(+)C(-)W(-),LH
AMZN,2025-04-21 00:00:00+00:00,MIN,167.32000732421875,LL,True,-12.44,39.92,12,101,EXTREME,T(+)C(-)W(-),LL
AMZN,2025-07-31 00:00:00+00:00,MAX,234.11000061035156,HH,True,39.92,-9.59,101,4,NORMAL,T(+)C(+)W(+),HH
AMZN,2025-08-04 00:00:00+00:00,MIN,211.64999389648438,HL,True,-9.59,12.56,4,36,NORMAL,T(+)C(+)W(+),LL_TO_HL
AMZN,2025-09-09 00:00:00+00:00,MAX,238.24000549316406,HH,True,12.56,-10.58,36,38,NORMAL,T(+)C(+)W(+),HH
AMZN,2025-10-17 00:00:00+00:00,MIN,213.0399932861328,HL,True,-10.58,19.23,38,17,MAJOR,T(+)C(-)W(-),HL
AMZN,2025-11-03 00:00:00+00:00,MAX,254.0,HH,True,19.23,-14.51,17,17,NORMAL,T(+)C(-)W(+),HH
AMZN,2025-11-20 00:00:00+00:00,MIN,217.13999938964844,HL,True,-14.51,7.96,17,12,NORMAL,T(+)C(+)W(+),HL
AMZN,2025-12-02 00:00:00+00:00,MAX,234.4199981689453,LH,True,7.96,-5.61,12,15,MINOR,T(+)C(+)W(+),HH_TO_LH
AMZN,2025-12-17 00:00:00+00:00,MIN,221.27000427246094,HL,True,-5.61,11.8,15,23,NORMAL,T(+)C(+)W(-),HL
AMZN,2026-01-09 00:00:00+00:00,MAX,247.3800048828125,HH,True,11.8,-6.62,23,11,MINOR,T(+)C(+)W(+),HH
AMZN,2026-01-20 00:00:00+00:00,MIN,231.0,HL,True,-6.62,5.92,11,7,MINOR,T(+)C(+)W(+),HL
AMZN,2026-01-27 00:00:00+00:00,MAX,244.67999267578125,LH,True,5.92,-18.76,7,17,MAJOR,T(+)C(-)W(+),HH_TO_LH
AMZN,2026-02-13 00:00:00+00:00,MIN,198.7899932861328,LL,True,-18.76,10.14,17,20,NORMAL,T(+)C(-)W(-),LL
AMZN,2026-03-05 00:00:00+00:00,MAX,218.94000244140625,LH,True,10.14,-8.95,20,22,NORMAL,T(+)C(-)W(-),LH
AMZN,2026-03-27 00:00:00+00:00,MIN,199.33999633789062,HL,True,-8.95,37.95,22,40,EXTREME,T(+)C(-)W(+),LL_TO_HL
AMZN,2026-05-06 00:00:00+00:00,MAX,274.989990234375,HH,True,37.95,0.0,40,0,MINOR,T(+)C(+)W(+),HH
COST,2006-05-08 13:30:00+00:00,MAX,56.85001,HH,True,0.0,-8.02,0,30,NORMAL,UNKNOWN,HH
COST,2006-06-07 13:30:00+00:00,MIN,52.28999,LL,True,-8.02,10.12,30,26,NORMAL,UNKNOWN,LL
COST,2006-07-03 13:30:00+00:00,MAX,57.58,HH,True,10.12,-18.74,26,59,MAJOR,UNKNOWN,HH
COST,2006-08-31 13:30:00+00:00,MIN,46.78999,LL,True,-18.74,10.86,59,20,NORMAL,UNKNOWN,LL
COST,2006-09-20 13:30:00+00:00,MAX,51.87,LH,True,10.86,-6.02,20,12,MINOR,UNKNOWN,HH_TO_LH
COST,2006-10-02 13:30:00+00:00,MIN,48.75,HL,True,-6.02,19.55,12,141,MAJOR,UNKNOWN,LL_TO_HL
COST,2007-02-20 14:30:00+00:00,MAX,58.28,HH,True,19.55,-9.87,141,21,NORMAL,T(-)C(+)W(+),HH
COST,2007-03-14 13:30:00+00:00,MIN,52.53,HL,True,-9.87,19.89,21,121,MAJOR,T(+)C(+)W(-),HL
COST,2007-07-13 13:30:00+00:00,MAX,62.98,HH,True,19.89,-7.0,121,14,NORMAL,T(+)C(+)W(+),HH
COST,2007-07-27 13:30:00+00:00,MIN,58.57001,HL,True,-7.0,10.89,14,12,NORMAL,T(+)C(+)W(-),HL
COST,2007-08-08 13:30:00+00:00,MAX,64.95,HH,True,10.89,-10.81,12,12,NORMAL,T(+)C(+)W(+),HH
COST,2007-08-20 13:30:00+00:00,MIN,57.92999,LL,True,-10.81,6.59,12,11,MINOR,T(+)C(+)W(-),LL
COST,2007-08-31 13:30:00+00:00,MAX,61.75,LH,True,6.59,-7.69,11,7,NORMAL,T(+)C(+)W(-),HH_TO_LH
COST,2007-09-07 13:30:00+00:00,MIN,57.0,LL,True,-7.69,21.47,7,34,MAJOR,T(+)C(+)W(-),LL
COST,2007-10-11 13:30:00+00:00,MAX,69.24001,HH,True,21.47,-6.38,34,14,MINOR,T(+)C(+)W(+),HH
COST,2007-10-25 13:30:00+00:00,MIN,64.82001,HL,True,-6.38,10.81,14,43,NORMAL,T(+)C(+)W(+),LL_TO_HL
COST,2007-12-07 14:30:00+00:00,MAX,71.83,HH,True,10.81,-9.55,43,32,NORMAL,T(+)C(+)W(+),HH
COST,2008-01-08 14:30:00+00:00,MIN,64.97,HL,True,-9.55,7.53,32,2,NORMAL,T(+)C(+)W(-),HL
COST,2008-01-10 14:30:00+00:00,MAX,69.86,LH,True,7.53,-8.42,2,5,NORMAL,T(+)C(+)W(-),HH_TO_LH
COST,2008-01-15 14:30:00+00:00,MIN,63.98,LL,True,-8.42,7.24,5,8,NORMAL,T(+)C(+)W(-),LL
COST,2008-01-23 14:30:00+00:00,MAX,68.61,LH,True,7.24,-8.42,8,27,NORMAL,T(+)C(+)W(-),LH
COST,2008-02-19 14:30:00+00:00,MIN,62.83,LL,True,-8.42,5.78,27,7,MINOR,T(+)C(-)W(-),LL
COST,2008-02-26 14:30:00+00:00,MAX,66.46001,LH,True,5.78,-9.66,7,9,NORMAL,T(+)C(-)W(-),LH
COST,2008-03-06 14:30:00+00:00,MIN,60.03999,LL,True,-9.66,24.0,9,69,MAJOR,T(+)C(-)W(-),LL
COST,2008-05-15 13:30:00+00:00,MAX,74.45,HH,True,24.0,-6.8,69,6,MINOR,T(+)C(+)W(+),HH
COST,2008-05-21 13:30:00+00:00,MIN,69.39,HL,True,-6.8,5.92,6,15,MINOR,T(+)C(+)W(+),LL_TO_HL
COST,2008-06-05 13:30:00+00:00,MAX,73.5,LH,True,5.92,-7.21,15,7,NORMAL,T(+)C(+)W(-),HH_TO_LH
COST,2008-06-12 13:30:00+00:00,MIN,68.2,LL,True,-7.21,9.47,7,26,NORMAL,T(+)C(+)W(-),LL
COST,2008-07-08 13:30:00+00:00,MAX,74.66,HH,True,9.47,-6.82,26,6,MINOR,T(+)C(+)W(+),HH
COST,2008-07-14 13:30:00+00:00,MIN,69.57001,HL,True,-6.82,6.55,6,3,MINOR,T(+)C(-)W(+),LL_TO_HL
COST,2008-07-17 13:30:00+00:00,MAX,74.13,LH,True,6.55,-18.59,3,11,MAJOR,T(+)C(-)W(+),HH_TO_LH
COST,2008-07-28 13:30:00+00:00,MIN,60.35001,LL,True,-18.59,16.6,11,45,MAJOR,T(+)C(-)W(-),LL
COST,2008-09-11 13:30:00+00:00,MAX,70.37,LH,True,16.6,-23.4,45,29,MAJOR,T(+)C(-)W(+),LH
COST,2008-10-10 13:30:00+00:00,MIN,53.89999,LL,True,-23.4,10.43,29,3,NORMAL,T(+)C(-)W(-),LL
COST,2008-10-13 13:30:00+00:00,MAX,59.52,LH,True,10.43,-9.93,3,2,NORMAL,T(-)C(-)W(-),LH
COST,2008-10-15 13:30:00+00:00,MIN,53.61,LL,True,-9.93,8.34,2,5,NORMAL,T(-)C(-)W(-),LL
COST,2008-10-20 13:30:00+00:00,MAX,58.08,LH,True,8.34,-12.31,5,4,NORMAL,T(-)C(-)W(-),LH
COST,2008-10-24 13:30:00+00:00,MIN,50.92999,LL,True,-12.31,12.86,4,4,NORMAL,T(-)C(-)W(-),LL
COST,2008-10-28 13:30:00+00:00,MAX,57.48,LH,True,12.86,-21.73,4,23,MAJOR,T(-)C(-)W(-),LH
COST,2008-11-20 14:30:00+00:00,MIN,44.99001,LL,True,-21.73,14.4,23,8,NORMAL,T(-)C(-)W(-),LL
COST,2008-11-28 14:30:00+00:00,MAX,51.47,LH,True,14.4,-6.92,8,3,MINOR,T(-)C(-)W(-),LH
COST,2008-12-01 14:30:00+00:00,MIN,47.91,HL,True,-6.92,16.01,3,4,MAJOR,T(-)C(-)W(-),LL_TO_HL
COST,2008-12-05 14:30:00+00:00,MAX,55.58,HH,True,16.01,-22.67,4,61,MAJOR,T(-)C(-)W(+),HH
COST,2009-02-04 14:30:00+00:00,MIN,42.98,LL,True,-22.67,5.19,61,2,MINOR,T(-)C(-)W(-),LL
COST,2009-02-06 14:30:00+00:00,MAX,45.21001,LH,True,5.19,-14.97,2,30,NORMAL,T(-)C(-)W(-),HH_TO_LH
COST,2009-03-09 13:30:00+00:00,MIN,38.44,LL,True,-14.97,27.24,30,25,MAJOR,T(-)C(-)W(-),LL
COST,2009-04-03 13:30:00+00:00,MAX,48.91,HH,True,27.24,-9.34,25,17,NORMAL,T(-)C(-)W(+),HH
COST,2009-04-20 13:30:00+00:00,MIN,44.34,HL,True,-9.34,9.61,17,10,NORMAL,T(-)C(+)W(-),LL_TO_HL
COST,2009-04-30 13:30:00+00:00,MAX,48.60001,LH,True,9.61,-7.92,10,15,NORMAL,T(-)C(+)W(+),HH_TO_LH
COST,2009-05-15 13:30:00+00:00,MIN,44.75,HL,True,-7.92,11.06,15,17,NORMAL,T(-)C(+)W(-),HL
COST,2009-06-01 13:30:00+00:00,MAX,49.7,HH,True,11.06,-10.38,17,36,NORMAL,T(-)C(+)W(+),HH
COST,2009-07-07 13:30:00+00:00,MIN,44.53999,LL,True,-10.38,12.48,36,31,NORMAL,T(-)C(-)W(-),LL
COST,2009-08-07 13:30:00+00:00,MAX,50.10001,HH,True,12.48,-5.39,31,11,MINOR,T(-)C(+)W(+),HH
COST,2009-08-18 13:30:00+00:00,MIN,47.39999,HL,True,-5.39,28.95,11,90,MAJOR,T(-)C(+)W(-),LL_TO_HL
COST,2009-11-16 14:30:00+00:00,MAX,61.12,HH,True,28.95,-6.63,90,67,MINOR,T(+)C(+)W(+),HH
COST,2010-01-22 14:30:00+00:00,MIN,57.07001,HL,True,-6.63,8.18,67,73,NORMAL,T(+)C(-)W(-),HL
COST,2010-04-06 13:30:00+00:00,MAX,61.74001,HH,True,8.18,-9.33,73,50,NORMAL,T(+)C(+)W(+),HH
COST,2010-05-26 13:30:00+00:00,MIN,55.98,LL,True,-9.33,5.31,50,7,MINOR,T(+)C(-)W(-),LL
COST,2010-06-02 13:30:00+00:00,MAX,58.95,LH,True,5.31,-5.26,7,5,MINOR,T(+)C(-)W(+),HH_TO_LH
COST,2010-06-07 13:30:00+00:00,MIN,55.85001,LL,True,-5.26,5.93,5,8,MINOR,T(+)C(-)W(-),LL
COST,2010-06-15 13:30:00+00:00,MAX,59.16,HH,True,5.93,-9.38,8,36,NORMAL,T(+)C(-)W(+),HH
COST,2010-07-21 13:30:00+00:00,MIN,53.61,LL,True,-9.38,40.7,36,212,EXTREME,T(+)C(-)W(-),LL
COST,2011-02-18 14:30:00+00:00,MAX,75.42999,HH,True,40.7,-7.52,212,25,NORMAL,T(+)C(+)W(+),HH
COST,2011-03-16 13:30:00+00:00,MIN,69.75999,HL,True,-7.52,20.21,25,64,MAJOR,T(+)C(+)W(-),LL_TO_HL
COST,2011-05-19 13:30:00+00:00,MAX,83.86,HH,True,20.21,-7.36,64,18,NORMAL,T(+)C(+)W(+),HH
COST,2011-06-06 13:30:00+00:00,MIN,77.69,HL,True,-7.36,6.37,18,30,MINOR,T(+)C(+)W(-),HL
COST,2011-07-06 13:30:00+00:00,MAX,82.64,LH,True,6.37,-14.55,30,33,NORMAL,T(+)C(+)W(+),HH_TO_LH
COST,2011-08-08 13:30:00+00:00,MIN,70.62,LL,True,-14.55,5.72,33,1,MINOR,T(+)C(-)W(-),LL
COST,2011-08-09 13:30:00+00:00,MAX,74.66,LH,True,5.72,-5.72,1,1,MINOR,T(+)C(-)W(-),LH
COST,2011-08-10 13:30:00+00:00,MIN,70.39,LL,True,-5.72,20.86,1,41,MAJOR,T(+)C(-)W(-),LL
COST,2011-09-20 13:30:00+00:00,MAX,85.07001,HH,True,20.86,-7.11,41,17,NORMAL,T(+)C(-)W(+),HH
COST,2011-10-07 13:30:00+00:00,MIN,79.02,HL,True,-7.11,7.95,17,14,NORMAL,T(+)C(+)W(-),LL_TO_HL
COST,2011-10-21 13:30:00+00:00,MAX,85.3,HH,True,7.95,-5.32,14,33,MINOR,T(+)C(+)W(+),HH
COST,2011-11-23 14:30:00+00:00,MIN,80.75999,HL,True,-5.32,9.04,33,13,NORMAL,T(+)C(+)W(-),HL
COST,2011-12-06 14:30:00+00:00,MAX,88.06,HH,True,9.04,-10.28,13,34,NORMAL,T(+)C(+)W(+),HH
COST,2012-01-09 14:30:00+00:00,MIN,79.00999,LL,True,-10.28,16.24,34,83,MAJOR,T(+)C(-)W(-),LL
COST,2012-04-02 13:30:00+00:00,MAX,91.84,HH,True,16.24,-10.04,83,37,NORMAL,T(+)C(+)W(+),HH
COST,2012-05-09 13:30:00+00:00,MIN,82.62,HL,True,-10.04,24.36,37,127,MAJOR,T(+)C(+)W(-),LL_TO_HL
COST,2012-09-13 13:30:00+00:00,MAX,102.75,HH,True,24.36,-8.06,127,62,NORMAL,T(+)C(+)W(+),HH
COST,2012-11-14 14:30:00+00:00,MIN,94.47,HL,True,-8.06,12.15,62,21,NORMAL,T(+)C(-)W(-),HL
COST,2012-12-05 14:30:00+00:00,MAX,105.9483,HH,True,12.15,-8.52,21,9,NORMAL,T(+)C(-)W(+),HH
COST,2012-12-14 14:30:00+00:00,MIN,96.9173,HL,True,-8.52,18.48,9,164,MAJOR,T(+)C(-)W(+),HL
COST,2013-05-28 13:30:00+00:00,MAX,114.83,HH,True,18.48,-6.33,164,23,MINOR,T(+)C(+)W(+),HH
COST,2013-06-20 13:30:00+00:00,MIN,107.56,HL,True,-6.33,11.63,23,46,NORMAL,T(+)C(+)W(-),HL
COST,2013-08-05 13:30:00+00:00,MAX,120.07001,HH,True,11.63,-8.0,46,23,NORMAL,T(+)C(+)W(+),HH
COST,2013-08-28 13:30:00+00:00,MIN,110.46001,HL,True,-8.0,7.96,23,14,NORMAL,T(+)C(+)W(-),HL
COST,2013-09-11 13:30:00+00:00,MAX,119.25,LH,True,7.96,-5.9,14,27,MINOR,T(+)C(+)W(+),HH_TO_LH
