ticker,timestamp,tp_type,price,prev_leg_pct,next_leg_pct,prev_duration_days,next_duration_days,classification
AMZN,2026-01-09 00:00:00+00:00,MAX,247.3800048828125,11.8,-6.62,23,11,HIGHER_HIGH
AMZN,2026-01-20 00:00:00+00:00,MIN,231.0,-6.62,5.92,11,7,HIGHER_LOW
AMZN,2026-01-27 00:00:00+00:00,MAX,244.67999267578125,5.92,-18.76,7,17,LOWER_HIGH
AMZN,2026-02-13 00:00:00+00:00,MIN,198.7899932861328,-18.76,10.14,17,20,LOWER_LOW
AMZN,2026-03-05 00:00:00+00:00,MAX,218.94000244140625,10.14,-8.95,20,22,LOWER_HIGH
AMZN,2026-03-27 00:00:00+00:00,MIN,199.33999633789062,-8.95,37.95,22,40,HIGHER_LOW
COST,2006-06-07 13:30:00+00:00,MIN,52.28999,-8.02,10.12,30,26,FIRST_LOW
COST,2006-07-03 13:30:00+00:00,MAX,57.58,10.12,-18.74,26,59,FIRST_HIGH
COST,2006-08-31 13:30:00+00:00,MIN,46.78999,-18.74,10.86,59,20,LOWER_LOW
COST,2006-09-20 13:30:00+00:00,MAX,51.87,10.86,-6.02,20,12,LOWER_HIGH
COST,2006-10-02 13:30:00+00:00,MIN,48.75,-6.02,19.55,12,141,HIGHER_LOW
COST,2007-02-20 14:30:00+00:00,MAX,58.28,19.55,-9.87,141,21,HIGHER_HIGH
COST,2007-03-14 13:30:00+00:00,MIN,52.53,-9.87,19.89,21,121,HIGHER_LOW
COST,2007-07-13 13:30:00+00:00,MAX,62.98,19.89,-7.0,121,14,HIGHER_HIGH
COST,2007-07-27 13:30:00+00:00,MIN,58.57001,-7.0,10.89,14,12,HIGHER_LOW
COST,2007-08-08 13:30:00+00:00,MAX,64.95,10.89,-10.81,12,12,HIGHER_HIGH
COST,2007-08-20 13:30:00+00:00,MIN,57.92999,-10.81,6.59,12,11,LOWER_LOW
COST,2007-08-31 13:30:00+00:00,MAX,61.75,6.59,-7.69,11,7,LOWER_HIGH
COST,2007-09-07 13:30:00+00:00,MIN,57.0,-7.69,21.47,7,34,LOWER_LOW
COST,2007-10-11 13:30:00+00:00,MAX,69.24001,21.47,-6.38,34,14,HIGHER_HIGH
COST,2007-10-25 13:30:00+00:00,MIN,64.82001,-6.38,10.81,14,43,HIGHER_LOW
COST,2007-12-07 14:30:00+00:00,MAX,71.83,10.81,-9.55,43,32,HIGHER_HIGH
COST,2008-01-08 14:30:00+00:00,MIN,64.97,-9.55,7.53,32,2,HIGHER_LOW
COST,2008-01-10 14:30:00+00:00,MAX,69.86,7.53,-8.42,2,5,LOWER_HIGH
COST,2008-01-15 14:30:00+00:00,MIN,63.98,-8.42,7.24,5,8,LOWER_LOW
COST,2008-01-23 14:30:00+00:00,MAX,68.61,7.24,-8.42,8,27,LOWER_HIGH
COST,2008-02-19 14:30:00+00:00,MIN,62.83,-8.42,5.78,27,7,LOWER_LOW
COST,2008-02-26 14:30:00+00:00,MAX,66.46001,5.78,-9.66,7,9,LOWER_HIGH
COST,2008-03-06 14:30:00+00:00,MIN,60.03999,-9.66,24.0,9,69,LOWER_LOW
COST,2008-05-15 13:30:00+00:00,MAX,74.45,24.0,-6.8,69,6,HIGHER_HIGH
COST,2008-05-21 13:30:00+00:00,MIN,69.39,-6.8,5.92,6,15,HIGHER_LOW
COST,2008-06-05 13:30:00+00:00,MAX,73.5,5.92,-7.21,15,7,LOWER_HIGH
COST,2008-06-12 13:30:00+00:00,MIN,68.2,-7.21,9.47,7,26,LOWER_LOW
COST,2008-07-08 13:30:00+00:00,MAX,74.66,9.47,-6.82,26,6,HIGHER_HIGH
COST,2008-07-14 13:30:00+00:00,MIN,69.57001,-6.82,6.55,6,3,HIGHER_LOW
COST,2008-07-17 13:30:00+00:00,MAX,74.13,6.55,-18.59,3,11,LOWER_HIGH
COST,2008-07-28 13:30:00+00:00,MIN,60.35001,-18.59,16.6,11,45,LOWER_LOW
COST,2008-09-11 13:30:00+00:00,MAX,70.37,16.6,-23.4,45,29,LOWER_HIGH
COST,2008-10-10 13:30:00+00:00,MIN,53.89999,-23.4,10.43,29,3,LOWER_LOW
COST,2008-10-13 13:30:00+00:00,MAX,59.52,10.43,-9.93,3,2,LOWER_HIGH
COST,2008-10-15 13:30:00+00:00,MIN,53.61,-9.93,8.34,2,5,LOWER_LOW
COST,2008-10-20 13:30:00+00:00,MAX,58.08,8.34,-12.31,5,4,LOWER_HIGH
COST,2008-10-24 13:30:00+00:00,MIN,50.92999,-12.31,12.86,4,4,LOWER_LOW
COST,2008-10-28 13:30:00+00:00,MAX,57.48,12.86,-21.73,4,23,LOWER_HIGH
COST,2008-11-20 14:30:00+00:00,MIN,44.99001,-21.73,14.4,23,8,LOWER_LOW
COST,2008-11-28 14:30:00+00:00,MAX,51.47,14.4,-6.92,8,3,LOWER_HIGH
COST,2008-12-01 14:30:00+00:00,MIN,47.91,-6.92,16.01,3,4,HIGHER_LOW
COST,2008-12-05 14:30:00+00:00,MAX,55.58,16.01,-22.67,4,61,HIGHER_HIGH
COST,2009-02-04 14:30:00+00:00,MIN,42.98,-22.67,5.19,61,2,LOWER_LOW
COST,2009-02-06 14:30:00+00:00,MAX,45.21001,5.19,-14.97,2,30,LOWER_HIGH
COST,2009-03-09 13:30:00+00:00,MIN,38.44,-14.97,27.24,30,25,LOWER_LOW
COST,2009-04-03 13:30:00+00:00,MAX,48.91,27.24,-9.34,25,17,HIGHER_HIGH
COST,2009-04-20 13:30:00+00:00,MIN,44.34,-9.34,9.61,17,10,HIGHER_LOW
COST,2009-04-30 13:30:00+00:00,MAX,48.60001,9.61,-7.92,10,15,LOWER_HIGH
COST,2009-05-15 13:30:00+00:00,MIN,44.75,-7.92,11.06,15,17,HIGHER_LOW
COST,2009-06-01 13:30:00+00:00,MAX,49.7,11.06,-10.38,17,36,HIGHER_HIGH
COST,2009-07-07 13:30:00+00:00,MIN,44.53999,-10.38,12.48,36,31,LOWER_LOW
COST,2009-08-07 13:30:00+00:00,MAX,50.10001,12.48,-5.39,31,11,HIGHER_HIGH
COST,2009-08-18 13:30:00+00:00,MIN,47.39999,-5.39,28.95,11,90,HIGHER_LOW
COST,2009-11-16 14:30:00+00:00,MAX,61.12,28.95,-6.63,90,67,HIGHER_HIGH
COST,2010-01-22 14:30:00+00:00,MIN,57.07001,-6.63,8.18,67,73,HIGHER_LOW
COST,2010-04-06 13:30:00+00:00,MAX,61.74001,8.18,-9.33,73,50,HIGHER_HIGH
COST,2010-05-26 13:30:00+00:00,MIN,55.98,-9.33,5.31,50,7,LOWER_LOW
COST,2010-06-02 13:30:00+00:00,MAX,58.95,5.31,-5.26,7,5,LOWER_HIGH
COST,2010-06-07 13:30:00+00:00,MIN,55.85001,-5.26,5.93,5,8,LOWER_LOW
COST,2010-06-15 13:30:00+00:00,MAX,59.16,5.93,-9.38,8,36,HIGHER_HIGH
COST,2010-07-21 13:30:00+00:00,MIN,53.61,-9.38,40.7,36,212,LOWER_LOW
COST,2011-02-18 14:30:00+00:00,MAX,75.42999,40.7,-7.52,212,25,HIGHER_HIGH
COST,2011-03-16 13:30:00+00:00,MIN,69.75999,-7.52,20.21,25,64,HIGHER_LOW
COST,2011-05-19 13:30:00+00:00,MAX,83.86,20.21,-7.36,64,18,HIGHER_HIGH
COST,2011-06-06 13:30:00+00:00,MIN,77.69,-7.36,6.37,18,30,HIGHER_LOW
COST,2011-07-06 13:30:00+00:00,MAX,82.64,6.37,-14.55,30,33,LOWER_HIGH
COST,2011-08-08 13:30:00+00:00,MIN,70.62,-14.55,5.72,33,1,LOWER_LOW
COST,2011-08-09 13:30:00+00:00,MAX,74.66,5.72,-5.72,1,1,LOWER_HIGH
COST,2011-08-10 13:30:00+00:00,MIN,70.39,-5.72,20.86,1,41,LOWER_LOW
COST,2011-09-20 13:30:00+00:00,MAX,85.07001,20.86,-7.11,41,17,HIGHER_HIGH
COST,2011-10-07 13:30:00+00:00,MIN,79.02,-7.11,7.95,17,14,HIGHER_LOW
COST,2011-10-21 13:30:00+00:00,MAX,85.3,7.95,-5.32,14,33,HIGHER_HIGH
COST,2011-11-23 14:30:00+00:00,MIN,80.75999,-5.32,9.04,33,13,HIGHER_LOW
COST,2011-12-06 14:30:00+00:00,MAX,88.06,9.04,-10.28,13,34,HIGHER_HIGH
COST,2012-01-09 14:30:00+00:00,MIN,79.00999,-10.28,16.24,34,83,LOWER_LOW
COST,2012-04-02 13:30:00+00:00,MAX,91.84,16.24,-10.04,83,37,HIGHER_HIGH
COST,2012-05-09 13:30:00+00:00,MIN,82.62,-10.04,24.36,37,127,HIGHER_LOW
COST,2012-09-13 13:30:00+00:00,MAX,102.75,24.36,-8.06,127,62,HIGHER_HIGH
COST,2012-11-14 14:30:00+00:00,MIN,94.47,-8.06,12.15,62,21,HIGHER_LOW
COST,2012-12-05 14:30:00+00:00,MAX,105.9483,12.15,-8.52,21,9,HIGHER_HIGH
COST,2012-12-14 14:30:00+00:00,MIN,96.9173,-8.52,18.48,9,164,HIGHER_LOW
COST,2013-05-28 13:30:00+00:00,MAX,114.83,18.48,-6.33,164,23,HIGHER_HIGH
COST,2013-06-20 13:30:00+00:00,MIN,107.56,-6.33,11.63,23,46,HIGHER_LOW
COST,2013-08-05 13:30:00+00:00,MAX,120.07001,11.63,-8.0,46,23,HIGHER_HIGH
COST,2013-08-28 13:30:00+00:00,MIN,110.46001,-8.0,7.96,23,14,HIGHER_LOW
COST,2013-09-11 13:30:00+00:00,MAX,119.25,7.96,-5.9,14,27,LOWER_HIGH
COST,2013-10-08 13:30:00+00:00,MIN,112.21001,-5.9,11.78,27,52,HIGHER_LOW
COST,2013-11-29 14:30:00+00:00,MAX,125.43,11.78,-12.16,52,66,HIGHER_HIGH
COST,2014-02-03 14:30:00+00:00,MIN,110.18,-12.16,6.01,66,25,LOWER_LOW
COST,2014-02-28 14:30:00+00:00,MAX,116.8,6.01,-5.27,25,34,LOWER_HIGH
COST,2014-04-04 13:30:00+00:00,MIN,110.65,-5.27,40.91,34,306,HIGHER_LOW
COST,2015-02-04 14:30:00+00:00,MAX,155.92,40.91,-13.38,306,145,HIGHER_HIGH
COST,2015-06-30 13:30:00+00:00,MIN,135.06,-13.38,8.76,145,36,HIGHER_LOW
COST,2015-08-05 13:30:00+00:00,MAX,146.89,8.76,-9.65,36,20,LOWER_HIGH
COST,2015-08-25 13:30:00+00:00,MIN,132.71,-9.65,27.25,20,105,LOWER_LOW
COST,2015-12-08 14:30:00+00:00,MAX,168.87,27.25,-15.15,105,58,HIGHER_HIGH
COST,2016-02-04 14:30:00+00:00,MIN,143.28,-15.15,10.45,58,56,HIGHER_LOW
COST,2016-04-01 13:30:00+00:00,MAX,158.25,10.45,-10.72,56,47,LOWER_HIGH
COST,2016-05-18 13:30:00+00:00,MIN,141.29,-10.72,19.64,47,86,LOWER_LOW
COST,2016-08-12 13:30:00+00:00,MAX,169.04,19.64,-15.85,86,84,HIGHER_HIGH
COST,2016-11-04 13:30:00+00:00,MIN,142.24,-15.85,25.13,84,118,HIGHER_LOW
COST,2017-03-02 14:30:00+00:00,MAX,177.98,25.13,-7.55,118,10,HIGHER_HIGH
COST,2017-03-13 13:30:00+00:00,MIN,164.55,-7.55,10.88,10,52,HIGHER_LOW
COST,2017-05-04 13:30:00+00:00,MAX,182.45,10.88,-7.29,52,13,HIGHER_HIGH
COST,2017-05-17 13:30:00+00:00,MIN,169.15,-7.29,7.72,13,21,HIGHER_LOW
COST,2017-06-07 13:30:00+00:00,MAX,182.2,7.72,-17.43,21,44,LOWER_HIGH
COST,2017-07-21 13:30:00+00:00,MIN,150.44,-17.43,7.21,44,12,LOWER_LOW
COST,2017-08-02 13:30:00+00:00,MAX,161.28,7.21,-6.17,12,22,LOWER_HIGH
COST,2017-08-24 13:30:00+00:00,MIN,151.33,-6.17,10.4,22,42,HIGHER_LOW
COST,2017-10-05 13:30:00+00:00,MAX,167.07,10.4,-7.46,42,4,HIGHER_HIGH
COST,2017-10-09 13:30:00+00:00,MIN,154.61,-7.46,28.65,4,109,HIGHER_LOW
COST,2018-01-26 14:30:00+00:00,MAX,198.91,28.65,-10.21,109,13,HIGHER_HIGH
COST,2018-02-08 14:30:00+00:00,MIN,178.61,-10.21,7.95,13,18,HIGHER_LOW
COST,2018-02-26 14:30:00+00:00,MAX,192.81,7.95,-6.21,18,24,LOWER_HIGH
COST,2018-03-23 13:30:00+00:00,MIN,180.84,-6.21,35.04,24,172,HIGHER_LOW
COST,2018-09-11 13:30:00+00:00,MAX,244.21,35.04,-10.65,172,45,HIGHER_HIGH
COST,2018-10-26 13:30:00+00:00,MIN,218.19,-10.65,10.17,45,12,HIGHER_LOW
COST,2018-11-07 14:30:00+00:00,MAX,240.37,10.17,-9.07,12,14,LOWER_HIGH
COST,2018-11-21 14:30:00+00:00,MIN,218.57,-9.07,6.69,14,15,HIGHER_LOW
COST,2018-12-06 14:30:00+00:00,MAX,233.2,6.69,-18.53,15,18,LOWER_HIGH
COST,2018-12-24 14:30:00+00:00,MIN,189.99,-18.53,48.91,18,205,LOWER_LOW
COST,2019-07-18 13:30:00+00:00,MAX,282.91,48.91,-6.3,205,18,HIGHER_HIGH
COST,2019-08-05 13:30:00+00:00,MIN,265.1,-6.3,14.58,18,32,HIGHER_LOW
COST,2019-09-06 13:30:00+00:00,MAX,303.76,14.58,-6.53,32,25,HIGHER_HIGH
COST,2019-10-01 13:30:00+00:00,MIN,283.93,-6.53,14.14,25,142,HIGHER_LOW
COST,2020-02-20 14:30:00+00:00,MAX,324.08,14.14,-13.25,142,8,HIGHER_HIGH
COST,2020-02-28 14:30:00+00:00,MIN,281.14,-13.25,14.09,8,5,LOWER_LOW
COST,2020-03-04 14:30:00+00:00,MAX,320.74,14.09,-12.75,5,7,LOWER_HIGH
COST,2020-03-12 13:30:00+00:00,MIN,279.85,-12.75,8.01,7,1,LOWER_LOW
COST,2020-03-13 13:30:00+00:00,MAX,302.27,8.01,-6.32,1,3,LOWER_HIGH
COST,2020-03-16 13:30:00+00:00,MIN,283.18,-6.32,8.59,3,2,HIGHER_LOW
COST,2020-03-18 13:30:00+00:00,MAX,307.5,8.59,-8.66,2,7,HIGHER_HIGH
COST,2020-03-25 13:30:00+00:00,MIN,280.86,-8.66,14.49,7,22,LOWER_LOW
COST,2020-04-16 13:30:00+00:00,MAX,321.56,14.49,-7.77,22,71,HIGHER_HIGH
COST,2020-06-26 13:30:00+00:00,MIN,296.56,-7.77,21.01,71,68,HIGHER_LOW
COST,2020-09-02 13:30:00+00:00,MAX,358.86,21.01,-6.38,68,16,HIGHER_HIGH
COST,2020-09-18 13:30:00+00:00,MIN,335.96,-6.38,13.57,16,28,HIGHER_LOW
COST,2020-10-16 13:30:00+00:00,MAX,381.54,13.57,-6.27,28,14,HIGHER_HIGH
COST,2020-10-30 13:30:00+00:00,MIN,357.62,-6.27,7.84,14,7,HIGHER_LOW
COST,2020-11-06 14:30:00+00:00,MAX,385.66,7.84,-5.36,7,3,HIGHER_HIGH
COST,2020-11-09 14:30:00+00:00,MIN,365.0,-5.36,7.33,3,21,HIGHER_LOW
COST,2020-11-30 14:30:00+00:00,MAX,391.77,7.33,-7.63,21,23,HIGHER_HIGH
COST,2020-12-23 14:30:00+00:00,MIN,361.89,-7.63,5.05,23,12,LOWER_LOW
COST,2021-01-04 14:30:00+00:00,MAX,380.15,5.05,-18.08,12,63,LOWER_HIGH
COST,2021-03-08 14:30:00+00:00,MIN,311.42,-18.08,20.12,63,43,LOWER_LOW
COST,2021-04-21 13:30:00+00:00,MAX,374.09,20.12,-5.63,43,8,LOWER_HIGH
COST,2021-04-30 00:00:00+00:00,MIN,353.0308532714844,-5.63,25.94,8,147,HIGHER_LOW
COST,2021-09-24 00:00:00+00:00,MAX,444.622802734375,25.94,-5.9,147,10,HIGHER_HIGH
COST,2021-10-04 00:00:00+00:00,MIN,418.37799072265625,-5.9,26.27,10,56,HIGHER_LOW
COST,2021-11-29 00:00:00+00:00,MAX,528.298095703125,26.27,-5.51,56,10,HIGHER_HIGH
COST,2021-12-09 00:00:00+00:00,MIN,499.2117919921875,-5.51,8.28,10,20,HIGHER_LOW
COST,2021-12-29 00:00:00+00:00,MAX,540.5706176757812,8.28,-15.93,20,27,HIGHER_HIGH
COST,2022-01-25 00:00:00+00:00,MIN,454.4537353515625,-15.93,10.96,27,15,LOWER_LOW
COST,2022-02-09 00:00:00+00:00,MAX,504.2592468261719,10.96,-6.35,15,14,LOWER_HIGH
COST,2022-02-23 00:00:00+00:00,MIN,472.24896240234375,-6.35,22.77,14,43,HIGHER_LOW
COST,2022-04-07 00:00:00+00:00,MAX,579.79833984375,22.77,-31.4,43,43,HIGHER_HIGH
COST,2022-05-20 00:00:00+00:00,MIN,397.7276916503906,-31.4,17.09,43,13,LOWER_LOW
COST,2022-06-02 00:00:00+00:00,MAX,465.7108459472656,17.09,-8.39,13,15,LOWER_HIGH
COST,2022-06-17 00:00:00+00:00,MIN,426.62860107421875,-8.39,25.8,15,62,HIGHER_LOW
COST,2022-08-18 00:00:00+00:00,MAX,536.6913452148438,25.8,-18.95,62,57,HIGHER_HIGH
COST,2022-10-14 00:00:00+00:00,MIN,434.9805603027344,-18.95,12.57,57,14,HIGHER_LOW
COST,2022-10-28 00:00:00+00:00,MAX,489.6507873535156,12.57,-5.36,14,5,LOWER_HIGH
COST,2022-11-02 00:00:00+00:00,MIN,463.42718505859375,-5.36,11.53,5,28,HIGHER_LOW
COST,2022-11-30 00:00:00+00:00,MAX,516.8519897460938,11.53,-16.52,28,36,HIGHER_HIGH
COST,2023-01-05 00:00:00+00:00,MIN,431.4910888671875,-16.52,16.47,36,28,LOWER_LOW
COST,2023-02-02 00:00:00+00:00,MAX,502.5623779296875,16.47,-9.99,28,36,LOWER_HIGH
COST,2023-03-10 00:00:00+00:00,MIN,452.3570861816406,-9.99,8.55,36,45,HIGHER_LOW
COST,2023-04-24 00:00:00+00:00,MAX,491.0312805175781,8.55,-5.41,45,30,LOWER_HIGH
COST,2023-05-24 00:00:00+00:00,MIN,464.48052978515625,-5.41,17.28,30,63,HIGHER_LOW
COST,2023-07-26 00:00:00+00:00,MAX,544.7322998046875,17.28,-5.91,63,29,HIGHER_HIGH
COST,2023-08-24 00:00:00+00:00,MIN,512.5437622070312,-5.91,8.07,29,55,HIGHER_LOW
COST,2023-10-18 00:00:00+00:00,MAX,553.9261474609375,8.07,-5.5,55,9,HIGHER_HIGH
COST,2023-10-27 00:00:00+00:00,MIN,523.4556884765625,-5.5,48.45,9,132,HIGHER_LOW
COST,2024-03-07 00:00:00+00:00,MAX,777.0548706054688,48.45,-10.27,132,28,HIGHER_HIGH
COST,2024-04-04 00:00:00+00:00,MIN,697.2217407226562,-10.27,26.02,28,96,HIGHER_LOW
COST,2024-07-09 00:00:00+00:00,MAX,878.6226196289062,26.02,-9.46,96,27,HIGHER_HIGH
COST,2024-08-05 00:00:00+00:00,MIN,795.5224609375,-9.46,24.22,27,128,HIGHER_LOW
COST,2024-12-11 00:00:00+00:00,MAX,988.176513671875,24.22,-8.53,128,22,HIGHER_HIGH
COST,2025-01-02 00:00:00+00:00,MIN,903.852294921875,-8.53,18.49,22,42,HIGHER_LOW
COST,2025-02-13 00:00:00+00:00,MAX,1070.990478515625,18.49,-17.29,42,28,HIGHER_HIGH
COST,2025-03-13 00:00:00+00:00,MIN,885.765625,-17.29,8.59,28,21,LOWER_LOW
COST,2025-04-03 00:00:00+00:00,MAX,961.808837890625,8.59,-6.1,21,4,LOWER_HIGH
COST,2025-04-07 00:00:00+00:00,MIN,903.18017578125,-6.1,16.53,4,56,HIGHER_LOW
COST,2025-06-02 00:00:00+00:00,MAX,1052.458984375,16.53,-12.24,56,58,HIGHER_HIGH
COST,2025-07-30 00:00:00+00:00,MIN,923.6564331054688,-12.24,7.38,58,21,HIGHER_LOW
COST,2025-08-20 00:00:00+00:00,MAX,991.8099365234375,7.38,-14.42,21,124,LOWER_HIGH
COST,2025-12-22 00:00:00+00:00,MIN,848.84033203125,-14.42,19.98,124,53,LOWER_LOW
COST,2026-02-13 00:00:00+00:00,MAX,1018.47998046875,19.98,-5.18,53,38,HIGHER_HIGH
COST,2026-03-23 00:00:00+00:00,MIN,965.72998046875,-5.18,6.87,38,17,HIGHER_LOW
COST,2026-04-09 00:00:00+00:00,MAX,1032.030029296875,6.87,-5.55,17,5,HIGHER_HIGH
HD,2006-07-18 13:30:00+00:00,MIN,33.13,-24.38,6.37,116,7,FIRST_LOW
HD,2006-07-25 13:30:00+00:00,MAX,35.24001,6.37,-5.62,7,20,FIRST_HIGH
HD,2006-08-14 13:30:00+00:00,MIN,33.25999,-5.62,14.01,20,58,HIGHER_LOW
HD,2006-10-11 13:30:00+00:00,MAX,37.92,14.01,-5.7,58,6,HIGHER_HIGH
HD,2006-10-17 13:30:00+00:00,MIN,35.75999,-5.7,16.78,6,119,HIGHER_LOW
HD,2007-02-13 14:30:00+00:00,MAX,41.75999,16.78,-12.02,119,44,HIGHER_HIGH
HD,2007-03-30 13:30:00+00:00,MIN,36.74001,-12.02,8.33,44,66,HIGHER_LOW
HD,2007-06-04 13:30:00+00:00,MAX,39.8,8.33,-6.13,66,8,LOWER_HIGH
HD,2007-06-12 13:30:00+00:00,MIN,37.36,-6.13,9.58,8,30,HIGHER_LOW
HD,2007-07-12 13:30:00+00:00,MAX,40.94,9.58,-19.83,30,35,HIGHER_HIGH
HD,2007-08-16 13:30:00+00:00,MIN,32.82001,-19.83,16.73,35,15,LOWER_LOW
HD,2007-08-31 13:30:00+00:00,MAX,38.31,16.73,-11.75,15,10,LOWER_HIGH
HD,2007-09-10 13:30:00+00:00,MIN,33.81,-11.75,7.54,10,8,HIGHER_LOW
HD,2007-09-18 13:30:00+00:00,MAX,36.36,7.54,-10.78,8,10,LOWER_HIGH
HD,2007-09-28 13:30:00+00:00,MIN,32.44,-10.78,5.49,10,7,LOWER_LOW
HD,2007-10-05 13:30:00+00:00,MAX,34.22,5.49,-20.66,7,53,LOWER_HIGH
HD,2007-11-27 14:30:00+00:00,MIN,27.14999,-20.66,8.99,53,13,LOWER_LOW
HD,2007-12-10 14:30:00+00:00,MAX,29.59,8.99,-16.49,13,32,LOWER_HIGH
HD,2008-01-11 14:30:00+00:00,MIN,24.71001,-16.49,24.0,32,20,LOWER_LOW
HD,2008-01-31 14:30:00+00:00,MAX,30.64,24.0,-10.87,20,19,HIGHER_HIGH
HD,2008-02-19 14:30:00+00:00,MIN,27.31,-10.87,5.86,19,8,HIGHER_LOW
HD,2008-02-27 14:30:00+00:00,MAX,28.91,5.86,-13.52,8,11,LOWER_HIGH
HD,2008-03-10 13:30:00+00:00,MIN,25.0,-13.52,17.04,11,14,LOWER_LOW
HD,2008-03-24 13:30:00+00:00,MAX,29.25999,17.04,-6.43,14,4,HIGHER_HIGH
HD,2008-03-28 13:30:00+00:00,MIN,27.38,-6.43,7.71,4,4,HIGHER_LOW
HD,2008-04-01 13:30:00+00:00,MAX,29.49001,7.71,-6.17,4,8,HIGHER_HIGH
HD,2008-04-09 13:30:00+00:00,MIN,27.67,-6.17,8.85,8,23,HIGHER_LOW
HD,2008-05-02 13:30:00+00:00,MAX,30.12,8.85,-7.3,23,6,HIGHER_HIGH
HD,2008-05-08 13:30:00+00:00,MIN,27.92,-7.3,5.77,6,7,HIGHER_LOW
HD,2008-05-15 13:30:00+00:00,MAX,29.53,5.77,-12.26,7,27,LOWER_HIGH
HD,2008-06-11 13:30:00+00:00,MIN,25.91,-12.26,6.25,27,2,LOWER_LOW
HD,2008-06-13 13:30:00+00:00,MAX,27.53,6.25,-22.05,2,32,LOWER_HIGH
HD,2008-07-15 13:30:00+00:00,MIN,21.46001,-22.05,16.64,32,8,LOWER_LOW
HD,2008-07-23 13:30:00+00:00,MAX,25.03,16.64,-7.47,8,5,LOWER_HIGH
HD,2008-07-28 13:30:00+00:00,MIN,23.16,-7.47,18.87,5,18,HIGHER_LOW
HD,2008-08-15 13:30:00+00:00,MAX,27.53,18.87,-5.7,18,4,HIGHER_HIGH
HD,2008-08-19 13:30:00+00:00,MIN,25.96001,-5.7,16.18,4,20,HIGHER_LOW
HD,2008-09-08 13:30:00+00:00,MAX,30.16,16.18,-15.05,20,9,HIGHER_HIGH
HD,2008-09-17 13:30:00+00:00,MIN,25.62,-15.05,6.83,9,2,LOWER_LOW
HD,2008-09-19 13:30:00+00:00,MAX,27.37,6.83,-8.59,2,5,LOWER_HIGH
HD,2008-09-24 13:30:00+00:00,MIN,25.02,-8.59,5.76,5,2,LOWER_LOW
HD,2008-09-26 13:30:00+00:00,MAX,26.46001,5.76,-25.36,2,14,LOWER_HIGH
HD,2008-10-10 13:30:00+00:00,MIN,19.75,-25.36,9.92,14,3,LOWER_LOW
HD,2008-10-13 13:30:00+00:00,MAX,21.71001,9.92,-9.26,3,3,LOWER_HIGH
HD,2008-10-16 13:30:00+00:00,MIN,19.7,-9.26,5.48,3,4,LOWER_LOW
HD,2008-10-20 13:30:00+00:00,MAX,20.78,5.48,-10.92,4,4,LOWER_HIGH
HD,2008-10-24 13:30:00+00:00,MIN,18.50999,-10.92,27.44,4,7,LOWER_LOW
HD,2008-10-31 13:30:00+00:00,MAX,23.59,27.44,-5.81,7,3,HIGHER_HIGH
HD,2008-11-03 14:30:00+00:00,MIN,22.22,-5.81,5.27,3,1,HIGHER_LOW
HD,2008-11-04 14:30:00+00:00,MAX,23.39,5.27,-15.35,1,8,LOWER_HIGH
HD,2008-11-12 14:30:00+00:00,MIN,19.8,-15.35,12.27,8,1,LOWER_LOW
HD,2008-11-13 14:30:00+00:00,MAX,22.23,12.27,-16.69,1,7,LOWER_HIGH
HD,2008-11-20 14:30:00+00:00,MIN,18.52,-16.69,27.16,7,6,LOWER_LOW
HD,2008-11-26 14:30:00+00:00,MAX,23.55,27.16,-9.94,6,5,HIGHER_HIGH
HD,2008-12-01 14:30:00+00:00,MIN,21.21001,-9.94,15.04,5,4,HIGHER_LOW
HD,2008-12-05 14:30:00+00:00,MAX,24.39999,15.04,-5.78,4,6,HIGHER_HIGH
HD,2008-12-11 14:30:00+00:00,MIN,22.99001,-5.78,7.44,6,6,HIGHER_LOW
HD,2008-12-17 14:30:00+00:00,MAX,24.7,7.44,-6.8,6,14,HIGHER_HIGH
HD,2008-12-31 14:30:00+00:00,MIN,23.02,-6.8,9.73,14,6,HIGHER_LOW
HD,2009-01-06 14:30:00+00:00,MAX,25.25999,9.73,-13.26,6,8,HIGHER_HIGH
HD,2009-01-14 14:30:00+00:00,MIN,21.91,-13.26,5.89,8,2,LOWER_LOW
HD,2009-01-16 14:30:00+00:00,MAX,23.2,5.89,-6.38,2,7,LOWER_HIGH
HD,2009-01-23 14:30:00+00:00,MIN,21.72,-6.38,5.89,7,5,LOWER_LOW
HD,2009-01-28 14:30:00+00:00,MAX,23.0,5.89,-6.39,5,2,LOWER_HIGH
HD,2009-01-30 14:30:00+00:00,MIN,21.53,-6.39,9.29,2,7,LOWER_LOW
HD,2009-02-06 14:30:00+00:00,MAX,23.53,9.29,-20.48,7,17,HIGHER_HIGH
HD,2009-02-23 14:30:00+00:00,MIN,18.71001,-20.48,11.65,17,4,LOWER_LOW
HD,2009-02-27 14:30:00+00:00,MAX,20.89,11.65,-13.83,4,7,LOWER_HIGH
HD,2009-03-06 14:30:00+00:00,MIN,18.0,-13.83,46.33,7,53,LOWER_LOW
HD,2009-04-29 13:30:00+00:00,MAX,26.34,46.33,-7.37,53,16,HIGHER_HIGH
HD,2009-05-15 13:30:00+00:00,MIN,24.39999,-7.37,6.64,16,3,HIGHER_LOW
HD,2009-05-18 13:30:00+00:00,MAX,26.02,6.64,-12.76,3,10,LOWER_HIGH
