ticker,archetype,feature,n_turns,det_rate,alert_rate,combined_rate,base_rate,lift,mean_z_at_turn
AMZN,LL,vwap_sigma_current,66,0.48484848484848486,0.25757575757575757,0.5,0.014,35.714285714285715,-1.8871129131176654
AMZN,LL,vwap_sigma_wave,66,0.3333333333333333,0.24242424242424243,0.3939393939393939,0.016,24.62121212121212,-1.8343884906793544
AMZN,LL,kf_price_pred_val,66,0.24242424242424243,0.2727272727272727,0.42424242424242425,0.018,23.56902356902357,-1.591482927961462
AMZN,LL,kf_price_filt_vel,66,0.15151515151515152,0.15151515151515152,0.2727272727272727,0.012,22.727272727272727,-0.9043544153854247
AMZN,LL,kf_price_innovation,66,0.13636363636363635,0.21212121212121213,0.2727272727272727,0.012,22.727272727272727,-0.3887384254722269
AMZN,LL,sigma_tide,66,0.3787878787878788,0.24242424242424243,0.3787878787878788,0.018,21.043771043771045,-1.5892479758892615
AMZN,LL,vwap_sigma_tide,66,0.2878787878787879,0.18181818181818182,0.2878787878787879,0.016,17.992424242424242,-1.4252009997491546
AMZN,LL,kf_tension_pred_val,66,0.18181818181818182,0.19696969696969696,0.21212121212121213,0.012,17.67676767676768,-0.5819821288917026
AMZN,LL,rsi_value,66,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.024,13.888888888888888,-1.835634420810567
AMZN,LL,tension_tide,66,0.15151515151515152,0.18181818181818182,0.18181818181818182,0.014,12.987012987012987,-0.5497827362372345
AMZN,LL,kf_tension_filt_vel,66,0.12121212121212122,0.12121212121212122,0.16666666666666666,0.016,10.416666666666666,-0.7857744662970135
AMZN,LL,current_accel,66,0.24242424242424243,0.19696969696969696,0.2878787878787879,0.028,10.281385281385282,-1.376608472784372
AMZN,LL,wave_accel,66,0.24242424242424243,0.18181818181818182,0.2878787878787879,0.028,10.281385281385282,-1.3025524107705915
AMZN,LL,conj_wave_tide,66,0.18181818181818182,0.15151515151515152,0.19696969696969696,0.02,9.848484848484848,-1.068242105235298
