ticker,archetype,feature,n_turns,det_rate,alert_rate,combined_rate,base_rate,lift,mean_z_at_turn
MSFT,LL,fear_level,54,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.004,69.44444444444444,1.1467651687799487
MSFT,LL,vwap_sigma_tide,54,0.3333333333333333,0.3148148148148148,0.3333333333333333,0.01,33.33333333333333,-1.464553078438858
MSFT,LL,kf_price_innovation,54,0.09259259259259259,0.2777777777777778,0.3148148148148148,0.01,31.48148148148148,-0.5458689199693305
MSFT,LL,kf_price_pred_val,54,0.2962962962962963,0.37037037037037035,0.48148148148148145,0.016,30.09259259259259,-1.6637536467322096
MSFT,LL,vwap_sigma_wave,54,0.37037037037037035,0.3148148148148148,0.42592592592592593,0.016,26.62037037037037,-1.9155226548591495
MSFT,LL,vwap_sigma_current,54,0.3888888888888889,0.3333333333333333,0.4074074074074074,0.018,22.63374485596708,-1.8975779905200127
MSFT,LL,sigma_tide,54,0.2777777777777778,0.2037037037037037,0.2777777777777778,0.014,19.841269841269842,-1.556110885677424
MSFT,LL,kf_price_filt_vel,54,0.14814814814814814,0.25925925925925924,0.2777777777777778,0.014,19.841269841269842,-0.9233064688364218
MSFT,LL,rsi_value,54,0.35185185185185186,0.2222222222222222,0.35185185185185186,0.024,14.660493827160494,-1.8543903843562588
MSFT,LL,kf_rsi_pred_val,54,0.35185185185185186,0.24074074074074073,0.35185185185185186,0.026,13.532763532763534,-1.8183500250439053
MSFT,LL,wave_slope,54,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.014,13.227513227513226,-1.25035043953965
MSFT,LL,tide_slope,54,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.018,9.25925925925926,-0.4014629127324818
MSFT,LL,sigma_wave,54,0.12962962962962962,0.05555555555555555,0.12962962962962962,0.014,9.259259259259258,-1.20140313830461
MSFT,LL,current_accel,54,0.2962962962962963,0.2777777777777778,0.3333333333333333,0.038,8.771929824561402,-1.4005739145264429
MSFT,LL,vwap_spread_tide_wave,54,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.014,7.936507936507936,0.6799241869766577
MSFT,LL,kf_rvol_pred_val,54,0.1111111111111111,0.14814814814814814,0.2037037037037037,0.026,7.834757834757835,0.676432063555138
MSFT,LL,wave_accel,54,0.2777777777777778,0.12962962962962962,0.2777777777777778,0.036,7.71604938271605,-1.3585714511401594
MSFT,LL,sigma_current,54,0.16666666666666666,0.12962962962962962,0.18518518518518517,0.028,6.613756613756613,-1.320856463212313
MSFT,LL,current_slope,54,0.14814814814814814,0.12962962962962962,0.14814814814814814,0.024,6.172839506172839,-1.063509218631478
MSFT,LL,conj_wave_current,54,0.09259259259259259,0.07407407407407407,0.1111111111111111,0.018,6.172839506172839,-0.6515131452342444
MSFT,LL,kf_rvol_filt_vel,54,0.09259259259259259,0.16666666666666666,0.2222222222222222,0.036,6.172839506172839,0.321169728079757
MSFT,LL,vwap_spread_tide_current,54,0.09259259259259259,0.09259259259259259,0.09259259259259259,0.018,5.1440329218107,0.5459892990789954
MSFT,LL,conj_wave_tide,54,0.12962962962962962,0.09259259259259259,0.12962962962962962,0.026,4.985754985754986,-1.077725464345611
MSFT,LL,kf_conj_pred_val,54,0.12962962962962962,0.09259259259259259,0.12962962962962962,0.028,4.629629629629629,-1.1092346376015303
MSFT,LL,kf_rsi_filt_vel,54,0.07407407407407407,0.09259259259259259,0.14814814814814814,0.034,4.357298474945533,-1.0799912530261457
MSFT,LL,kf_conj_filt_vel,54,0.12962962962962962,0.1111111111111111,0.12962962962962962,0.03,4.320987654320987,-0.9606006894217929
MSFT,LL,tide_accel,54,0.14814814814814814,0.07407407407407407,0.14814814814814814,0.038,3.898635477582846,-1.245754627655465
