time,open,high,low,close,Volume,Volume MA,SPY · NYSE Arca: close
1213882200,1336.89,1347.66,1330.5,1342.83,4811670000,4191436000,134.42
1213968600,1341.02,1341.02,1314.46,1317.93,5324900000,4259883000,131.58
1214227800,1319.77,1323.78,1315.31,1318,4186370000,4293382500,131.45
1214314200,1317.23,1326.02,1304.42,1314.29,4705050000,4349192000,131.19
1214400600,1314.54,1335.63,1314.54,1321.97,4825640000,4394112000,131.81
1214487000,1316.29,1316.29,1283.15,1283.15,5231280000,4460954000,128.23
1214573400,1283.6,1289.45,1272,1278.38,6208260000,4579085500,127.53
1214832600,1278.06,1290.31,1274.86,1280,5032330000,4644986000,127.98
1214919000,1276.68,1285.31,1260.68,1284.91,5846290000,4717481500,128.38
1215005400,1285.81,1292.17,1261.51,1261.52,5276090000,4764354000,126.17999
1215091800,1262.96,1271.48,1252.01,1262.9,3247590000,4709194000,126.31
1215437400,1262.9,1273.95,1240.68,1252.31,5265420000,4733882000,125.02
1215523800,1251.84,1274.17,1242.84,1273.7,6034110000,4815359000,127.24001
1215610200,1273.38,1277.36,1244.57,1244.68,5181000000,4842655500,124.78999
1215696600,1245.25,1257.65,1236.76,1253.39,5840430000,4895678000,125.3
1215783000,1248.66,1257.27,1225.35,1239.49,6742200000,4996076000,123.84
1216042200,1241.61,1253.5,1225.01,1228.3,5434860000,5063798000,122.72
1216128600,1226.82,1234.35,1200.44,1214.91,7363640000,5246633000,120.99001
1216215000,1214.65,1245.52,1211.39,1245.36,6738630000,5393466500,123.96001
1216301400,1246.31,1262.31,1241.49,1260.32,7365210000,5533048500,125.2
1216387800,1258.22,1262.23,1251.81,1260.68,5653280000,5575129000,125.98
1216647000,1261.81,1267.74,1255.7,1260,4630640000,5540416000,126.05
1216733400,1257.07,1277.42,1248.82,1277,6180230000,5640109000,127.48
1216819800,1278.87,1291.17,1276.06,1282.19,6705830000,5740148000,128.17
1216906200,1283.22,1283.22,1251.48,1252.54,6127980000,5805265000,125.50999
1216992600,1253.51,1263.23,1251.75,1257.76,4672560000,5777329000,125.48
1217251800,1257.76,1260.09,1234.37,1234.37,4282960000,5681064000,123.64
1217338200,1236.38,1263.2,1236.38,1263.19,5414240000,5700159500,126.28
1217424600,1264.52,1284.33,1264.52,1284.26,5631330000,5689411500,128.53
1217511000,1281.37,1284.93,1265.97,1267.38,5346050000,5692909500,126.83
1217597400,1269.42,1270.52,1254.54,1260.31,4684870000,5764773500,126.16
1217856600,1260.16,1260.49,1247.45,1249.01,4562280000,5729616500,124.99001
1217943000,1254.87,1284.88,1254.67,1284.88,1219310000,5488876500,128.36
1218029400,1283.99,1291.67,1276,1289.19,4873420000,5473497500,128.92999
1218115800,1286.51,1286.51,1264.29,1266.06,5319380000,5447445000,127.00999
1218202200,1266.29,1297.85,1262.11,1296.31,4966810000,5358675500,129.37
1218461400,1294.42,1313.15,1291.41,1305.31,5067310000,5340298000,130.71001
1218547800,1304.79,1304.79,1285.64,1289.59,4711290000,5207680500,129.35001
1218634200,1288.64,1294.03,1274.86,1285.83,4787600000,5110129000,128.57001
1218720600,1282.11,1300.11,1276.84,1292.93,4064000000,4945068500,129.53999
1218807000,1293.85,1302.05,1290.74,1298.2,4041820000,4864495500,130.17
1219066200,1298.14,1300.22,1274.51,1278.6,3829290000,4824428000,128.39
1219152600,1276.65,1276.65,1263.11,1266.69,4159760000,4723404500,126.99001
1219239000,1267.34,1276.01,1261.16,1274.54,4555030000,4615864500,127.58
1219325400,1267.9,1281.4,1265.22,1277.72,4032590000,4511095000,127.8
1219411800,1277.59,1293.09,1277.59,1292.2,3741070000,4464520500,129.64999
1219671000,1290.47,1290.47,1264.87,1266.84,3420600000,4421402500,127.02
1219757400,1267.03,1275.65,1263.21,1271.51,3587570000,4330069000,127.39
1219843800,1271.29,1285.05,1270.03,1281.66,3499610000,4223483000,128.63
1219930200,1283.79,1300.68,1283.79,1300.68,3854280000,4148894500,130.19
1220016600,1296.49,1297.59,1282.74,1282.83,3288120000,4079057000,128.78999
1220362200,1287.82,1303.04,1272.2,1277.57,4783560000,4090121000,127.99001
1220448600,1276.61,1280.6,1265.59,1274.98,5056980000,4282004500,127.88
1220535000,1271.8,1271.8,1232.83,1236.83,5212500000,4298958500,124.03
1220621400,1233.21,1244.94,1217.23,1242.31,5017080000,4283843500,124.42
1220880600,1249.5,1274.42,1247.12,1267.79,7351340000,4403070000,126.99001
1220967000,1267.98,1268.66,1224.51,1224.51,7380630000,4518736000,123.22
1221053400,1227.5,1243.9,1221.6,1232.04,6543440000,4610343500,123.72
1221139800,1229.04,1249.98,1211.54,1249.05,6869250000,4714426000,125.50999
1221226200,1245.88,1255.09,1233.81,1251.7,6273260000,4824889000,126.09
1221485400,1250.92,1250.92,1192.7,1192.7,8279510000,5036773500,120.09
1221571800,1188.31,1214.84,1169.28,1213.59,9459830000,5318300500,122.10001
1221658200,1210.34,1210.34,1155.88,1156.39,9431870000,5581906000,116.61
1221744600,1157.07,1211.14,1133.5,1206.51,10082690000,5858289000,120.07001
1221831000,1213.11,1265.12,1213.11,1255.08,9387170000,6126018000,124.12
1222090200,1255.37,1255.37,1205.61,1207.09,5368130000,6207371000,121.31
1222176600,1207.61,1221.15,1187.06,1188.22,5185730000,6295627500,118.55
1222263000,1188.79,1197.41,1179.79,1185.87,4820360000,6357267000,118.92999
1222349400,1187.87,1220.03,1187.87,1209.18,5877640000,6476168500,120.78999
1222435800,1204.47,1215.77,1187.54,1213.01,5383610000,6552635000,120.85001
1222695000,1209.06,1209.07,1106.39,1106.39,7305060000,6753482000,111.38
1222781400,1113.78,1168.03,1113.78,1166.36,4937680000,6761188000,115.99001
1222867800,1164.17,1167.03,1140.77,1161.06,5782130000,6797445500,116.06
1222954200,1160.64,1160.64,1111.43,1114.28,6285640000,6851102500,111.85001
1223040600,1115.16,1153.82,1098.14,1099.23,6716120000,6936054500,110.34
1223299800,1097.56,1097.56,1007.97,1056.89,7956020000,6966288500,104.72
1223386200,1057.6,1072.91,996.23,996.23,7069210000,6950717500,100.03
1223472600,988.91,1021.06,970.97,984.94,8716330000,7059362000,97.50999
1223559000,988.42,1005.25,909.19,909.92,6819000000,7056849500,90.7
1223645400,902.31,936.36,839.8,899.22,11456230000,7315998000,88.5
1223904600,912.75,1006.93,912.75,1003.35,7263370000,7265191000,101.35001
1223991000,1009.97,1044.31,972.07,998.01,8161990000,7200299000,99.85001
1224077400,994.6,994.6,903.99,907.84,6542330000,7055822000,90.02
1224163800,909.53,947.71,865.83,946.43,7984500000,6950912500,93.77
1224250200,942.29,984.64,918.74,940.55,6581780000,6810643000,93.21001
1224509400,943.51,985.4,943.51,985.4,5175640000,6801018500,98.81
1224595800,980.4,985.44,952.47,955.05,5121830000,6797823500,95.86
1224682200,951.67,951.67,875.81,896.78,6147980000,6864204500,90.64
1224768600,899.08,922.83,858.44,908.11,7189900000,6929817500,91.69
1224855000,895.22,896.3,852.85,876.77,6550050000,6988139500,87.03999
1225114200,874.28,893.78,846.75,848.92,5558050000,6900789000,83.95
1225200600,848.92,940.51,845.27,940.51,7096950000,7008752500,93.75999
1225287000,939.51,969.97,922.26,930.09,7077800000,7073536000,93.08
