date,ticker,ret_10d,macro_central,macro_final,confidence,final_close_pos,final_body_ratio
2008-05-05 13:30:00+00:00,MRK,2.565418950184315,NONE,NONE,1.0,0.401,0.533
2008-07-02 13:30:00+00:00,JPM,15.64626178135663,NONE,NONE,1.1,0.27,0.369
2008-07-08 13:30:00+00:00,JPM,13.4826308528889,NONE,PIERCING_LINE,1.0,0.409,0.545
2008-07-14 13:30:00+00:00,HD,7.705896493238311,TWEEZER_TOP,NONE,1.265,0.098,0.902
2008-07-21 13:30:00+00:00,SPY,-0.3626920482252254,NONE,BULLISH_ENGULFING,0.6,0.66,0.201
2008-07-23 13:30:00+00:00,SPY,0.2059534449928198,NONE,MORNING_STAR,0.6,0.892,0.068
2008-07-24 13:30:00+00:00,MSFT,6.526135656502803,EVENING_STAR,NONE,1.1,0.188,0.174
2008-07-24 13:30:00+00:00,SPY,0.7839813621115244,NONE,NONE,1.0,0.601,0.175
2008-07-25 13:30:00+00:00,SPY,2.859104652718743,NONE,DARK_CLOUD_COVER,1.0,0.598,0.143
2008-07-29 13:30:00+00:00,SPY,1.5768630807050075,NONE,NONE,1.0,0.686,0.134
2008-08-06 13:30:00+00:00,AAPL,7.761603855233405,NONE,NONE,1.0,0.621,0.348
2008-08-08 13:30:00+00:00,XOM,2.0187762572095878,NONE,NONE,1.0,0.299,0.362
2008-08-13 13:30:00+00:00,XOM,3.5330022670343775,NONE,NONE,1.1,0.235,0.352
2008-08-14 13:30:00+00:00,XOM,5.156789595720159,GRAVESTONE_DOJI,TWEEZER_BOTTOM,1.1,0.152,0.413
2008-08-21 13:30:00+00:00,XOM,-5.657789212678064,BEARISH_ENGULFING,MORNING_STAR,0.75,0.849,0.04
2008-09-08 13:30:00+00:00,XOM,3.187980086394293,NONE,EVENING_STAR,1.0,0.305,0.101
2008-09-26 13:30:00+00:00,HON,-30.215033732935492,NONE,HANGING_MAN,1.0,0.325,0.559
2008-10-09 13:30:00+00:00,HON,-3.4242929708960315,NONE,NONE,1.265,0.047,0.899
2008-10-09 13:30:00+00:00,IBM,-4.392168489702489,NONE,NONE,1.265,0.022,0.855
2008-10-13 13:30:00+00:00,HON,-26.737244158654967,NONE,THREE_BLACK_CROWS,1.0,0.396,0.545
2008-10-13 13:30:00+00:00,QQQ,-21.172675828275562,NONE,DRAGONFLY_DOJI,1.0,0.455,0.479
2008-10-14 13:30:00+00:00,AAPL,-4.621435647453457,NONE,PIERCING_LINE,1.0,0.383,0.466
2008-10-14 13:30:00+00:00,HON,-7.509705530176762,NONE,NONE,1.0,0.331,0.604
2008-10-20 13:30:00+00:00,MSFT,-7.57538234760898,SHOOTING_STAR,BEARISH_ENGULFING,1.0,0.597,0.154
2008-10-20 13:30:00+00:00,IBM,0.07665573837714149,NONE,NONE,1.1,0.269,0.697
2008-10-20 13:30:00+00:00,SPY,-0.207579743505424,BEARISH_MARUBOZU,THREE_BLACK_CROWS,1.25,0.458,0.443
2008-10-27 13:30:00+00:00,JNJ,-2.9482784750582756,THREE_BLACK_CROWS,NONE,1.0,0.525,0.322
2008-10-29 13:30:00+00:00,MSFT,-14.845421368345994,NONE,TWEEZER_BOTTOM,1.0,0.463,0.151
2008-10-29 13:30:00+00:00,AMZN,-29.84588376293446,NONE,MORNING_STAR,0.6,0.656,0.246
2008-10-29 13:30:00+00:00,JNJ,-7.560224984239985,THREE_BLACK_CROWS,DOJI,1.0,0.614,0.072
2008-10-29 13:30:00+00:00,COST,-16.2618378003128,NONE,MORNING_STAR,0.6,0.639,0.041
2008-10-29 13:30:00+00:00,HON,-12.915921028236305,NONE,NONE,1.0,0.307,0.622
2008-10-29 13:30:00+00:00,IBM,-12.71889349676002,BEARISH_MARUBOZU,NONE,1.25,0.465,0.351
2008-10-29 13:30:00+00:00,SPY,-10.738049176235656,BEARISH_MARUBOZU,BULLISH_ENGULFING,0.75,0.433,0.3
2008-10-29 13:30:00+00:00,QQQ,-12.410732808591124,BEARISH_MARUBOZU,BULLISH_ENGULFING,0.75,0.458,0.17
2008-11-03 14:30:00+00:00,AAPL,-20.23675073641896,NONE,NONE,1.0,0.691,0.305
2008-11-03 14:30:00+00:00,AMZN,-30.98711550833754,HANGING_MAN,NONE,1.0,0.602,0.374
2008-11-03 14:30:00+00:00,JNJ,-4.273531881904505,THREE_BLACK_CROWS,GRAVESTONE_DOJI,1.0,0.311,0.582
2008-11-03 14:30:00+00:00,COST,-13.361170688913848,NONE,GRAVESTONE_DOJI,1.0,0.374,0.593
2008-11-03 14:30:00+00:00,HON,-17.07639849912533,THREE_BLACK_CROWS,NONE,1.0,0.511,0.469
2008-11-03 14:30:00+00:00,QQQ,-15.547904625036699,DRAGONFLY_DOJI,NONE,0.5,0.587,0.407
2008-11-04 14:30:00+00:00,JNJ,-1.7142303719008225,NONE,NONE,1.0,0.535,0.362
2008-11-05 14:30:00+00:00,MSFT,-16.833439432520922,NONE,BEARISH_MARUBOZU,1.0,0.282,0.203
2008-11-05 14:30:00+00:00,JNJ,-3.152704406573613,THREE_BLACK_CROWS,EVENING_STAR,1.1,0.23,0.133
2008-11-12 14:30:00+00:00,JNJ,-1.1853484750323338,NONE,NONE,1.1,0.06,0.56
2008-11-17 14:30:00+00:00,AAPL,2.683995740281546,NONE,NONE,1.1,0.081,0.279
2008-11-17 14:30:00+00:00,MSFT,-2.251084681741627,NONE,NONE,1.1,0.111,0.444
2008-11-17 14:30:00+00:00,AMZN,2.4932815765900287,HANGING_MAN,NONE,1.1,0.057,0.552
2008-11-17 14:30:00+00:00,JNJ,-3.733440114737955,NONE,GRAVESTONE_DOJI,1.1,0.272,0.302
2008-11-17 14:30:00+00:00,IBM,0.39862880963093955,BEARISH_MARUBOZU,NONE,1.375,0.107,0.202
2008-11-17 14:30:00+00:00,QQQ,-3.0178422079732354,NONE,NONE,1.1,0.162,0.195
2008-11-19 14:30:00+00:00,MSFT,4.718009360507761,TWEEZER_BOTTOM,NONE,1.265,0.007,0.959
2008-11-19 14:30:00+00:00,AMZN,32.20098340503995,MORNING_STAR,NONE,1.265,0.004,0.949
2008-11-19 14:30:00+00:00,JNJ,-3.7272041813040877,DOJI,GRAVESTONE_DOJI,1.1,0.141,0.743
2008-11-19 14:30:00+00:00,HON,4.795549441883336,NONE,NONE,1.1,0.014,0.693
2008-11-19 14:30:00+00:00,IBM,2.1797630191592576,NONE,NONE,1.1,0.029,0.777
2008-11-19 14:30:00+00:00,PEP,0.6636529768202207,NONE,NONE,1.1,0.122,0.507
2008-11-19 14:30:00+00:00,SPY,5.470103683046937,BULLISH_ENGULFING,NONE,1.1,0.029,0.716
2008-11-19 14:30:00+00:00,QQQ,4.009314088306558,BULLISH_ENGULFING,NONE,1.265,0.01,0.805
2008-11-24 14:30:00+00:00,AAPL,5.011311238229792,NONE,NONE,1.0,0.423,0.522
2008-11-24 14:30:00+00:00,MSFT,-1.8953663156189267,NONE,NONE,1.0,0.518,0.396
2008-11-24 14:30:00+00:00,AMZN,20.821349427130002,NONE,NONE,1.0,0.325,0.61
2008-11-24 14:30:00+00:00,JNJ,-4.040250707750867,GRAVESTONE_DOJI,DRAGONFLY_DOJI,1.0,0.542,0.319
2008-11-24 14:30:00+00:00,COST,5.373892894661562,GRAVESTONE_DOJI,NONE,1.0,0.46,0.404
2008-11-24 14:30:00+00:00,HON,2.7849201793433993,NONE,DRAGONFLY_DOJI,1.0,0.299,0.544
2008-11-24 14:30:00+00:00,MCD,5.203761810746007,NONE,NONE,1.0,0.61,0.316
2008-11-24 14:30:00+00:00,SPY,2.0885398963953006,NONE,DRAGONFLY_DOJI,1.0,0.403,0.529
2008-11-24 14:30:00+00:00,QQQ,4.447967423082274,NONE,DRAGONFLY_DOJI,1.0,0.363,0.579
2008-11-28 14:30:00+00:00,IBM,0.9741164661072632,NONE,NONE,1.0,0.651,0.225
2008-12-01 14:30:00+00:00,MSFT,-0.13123517900070011,BEARISH_ENGULFING,NONE,1.375,0.248,0.724
2008-12-01 14:30:00+00:00,AMZN,17.205360839048943,NONE,INVERTED_HAMMER,1.0,0.362,0.594
2008-12-01 14:30:00+00:00,JPM,6.158966507791591,NONE,NONE,1.0,0.342,0.647
2008-12-01 14:30:00+00:00,JNJ,2.654710112758598,BEARISH_ENGULFING,NONE,1.375,0.099,0.665
2008-12-01 14:30:00+00:00,COST,8.197950348802925,NONE,INVERTED_HAMMER,1.0,0.358,0.596
2008-12-01 14:30:00+00:00,IBM,5.862942128967269,NONE,NONE,1.0,0.398,0.596
2008-12-01 14:30:00+00:00,QQQ,6.4818021833224435,NONE,SHOOTING_STAR,1.4300000000000002,0.272,0.724
2008-12-04 14:30:00+00:00,JPM,-2.0332392904627534,NONE,NONE,1.0,0.64,0.2
2008-12-04 14:30:00+00:00,JNJ,5.016752118493201,NONE,BEARISH_ENGULFING,1.1,0.198,0.261
2008-12-04 14:30:00+00:00,HON,29.3791526039472,EVENING_STAR,NONE,1.0,0.392,0.238
2008-12-04 14:30:00+00:00,MRK,11.18681772801783,NONE,NONE,1.0,0.366,0.402
2008-12-04 14:30:00+00:00,PEP,3.766806459426565,NONE,TWEEZER_TOP,1.0,0.361,0.132
2008-12-15 14:30:00+00:00,MSFT,0.062039499257260836,DRAGONFLY_DOJI,TWEEZER_TOP,0.55,0.205,0.306
2008-12-16 14:30:00+00:00,MSFT,-2.13944122829095,NONE,NONE,1.0,0.59,0.27
2009-01-14 14:30:00+00:00,AAPL,14.84742202257948,EVENING_STAR,NONE,1.1,0.062,0.122
2009-01-21 14:30:00+00:00,JPM,6.26819495483136,NONE,NONE,1.0,0.346,0.51
2009-02-06 14:30:00+00:00,PG,-9.479665315340327,NONE,DRAGONFLY_DOJI,1.1,0.272,0.594
