ticker,date,trend,layer,pattern,sentiment,entry_price,price_3d,ret_3d,price_5d,ret_5d,price_10d,ret_10d
TSLA,2023-11-30,MUY_BAJISTA,MACRO (Weekly),BULLISH_ENGULFING,BULLISH,233.97,238.72,2.03,242.64,3.71,251.05,7.3
TSLA,2023-12-04,MUY_BAJISTA,MICRO (Daily),DOJI,NEUTRAL,232.57,242.64,4.33,239.74,3.08,252.08,8.39
TSLA,2023-12-04,MUY_BAJISTA,MACRO (Weekly),GRAVESTONE_DOJI,BEARISH,232.57,242.64,4.33,239.74,3.08,252.08,8.39
TSLA,2023-12-05,MUY_BAJISTA,MICRO (Daily),BULLISH_ENGULFING,BULLISH,243.66,243.84,0.07,237.01,-2.73,257.22,5.57
TSLA,2023-12-05,MUY_BAJISTA,MACRO (Weekly),DARK_CLOUD_COVER,BEARISH,242.18,243.84,0.69,237.01,-2.13,257.22,6.21
TSLA,2023-12-06,MUY_BAJISTA,MICRO (Daily),TWEEZER_TOP,BEARISH,240.84,239.74,-0.46,239.29,-0.64,247.14,2.62
TSLA,2023-12-06,MUY_BAJISTA,MACRO (Weekly),BEARISH_ENGULFING,BEARISH,240.84,239.74,-0.46,239.29,-0.64,247.14,2.62
TSLA,2023-12-06,MUY_BAJISTA,CONJUGATION,M[BEARISH_ENGULFING] + m[TWEEZER_TOP],BEARISH,240.84,239.74,-0.46,239.29,-0.64,247.14,2.62
TSLA,2023-12-08,BAJISTA,MICRO (Daily),MORNING_STAR,BULLISH,243.34,239.29,-1.66,253.5,4.18,252.54,3.78
TSLA,2023-12-11,BAJISTA,MACRO (Weekly),BULLISH_ENGULFING,BULLISH,239.06,251.05,5.01,252.08,5.45,256.61,7.34
TSLA,2023-12-12,BAJISTA,MICRO (Daily),HANGING_MAN,BEARISH,232.98,253.5,8.81,257.22,10.4,261.44,12.22
TSLA,2023-12-13,BAJISTA,MICRO (Daily),BULLISH_ENGULFING,BULLISH,242.53,252.08,3.94,247.14,1.9,253.18,4.39
TSLA,2023-12-18,BAJISTA,MICRO (Daily),SHOOTING_STAR,BEARISH,252.95,254.5,0.61,256.61,1.45,238.45,-5.73
TSLA,2023-12-19,HORIZONTAL,MACRO (Weekly),BULLISH_ENGULFING,BULLISH,257.69,252.54,-2.0,261.44,1.45,237.93,-7.67
TSLA,2023-12-20,HORIZONTAL,MACRO (Weekly),MORNING_STAR,BULLISH,252.52,256.61,1.62,253.18,0.26,237.49,-5.95
TSLA,2023-12-22,HORIZONTAL,MICRO (Daily),DARK_CLOUD_COVER,BEARISH,253.98,253.18,-0.32,248.42,-2.19,234.96,-7.49
TSLA,2023-12-28,ALCISTA,MICRO (Daily),BEARISH_ENGULFING,BEARISH,254.32,238.45,-6.24,237.49,-6.62,218.89,-13.93
TSLA,2023-12-29,ALCISTA,MICRO (Daily),BEARISH_MARUBOZU,BEARISH,249.4,237.93,-4.6,240.45,-3.59,219.91,-11.82
TSLA,2023-12-29,ALCISTA,MACRO (Weekly),BEARISH_ENGULFING,BEARISH,249.4,237.93,-4.6,240.45,-3.59,219.91,-11.82
TSLA,2023-12-29,ALCISTA,CONJUGATION,M[BEARISH_ENGULFING] + m[BEARISH_MARUBOZU],BEARISH,249.4,237.93,-4.6,240.45,-3.59,219.91,-11.82
TSLA,2024-01-02,ALCISTA,MICRO (Daily),THREE_BLACK_CROWS,BEARISH,244.04,237.49,-2.69,234.96,-3.72,215.55,-11.68
TSLA,2024-01-03,ALCISTA,MACRO (Weekly),EVENING_STAR,BEARISH,238.75,240.45,0.71,233.94,-2.02,211.88,-11.26
TSLA,2024-01-04,ALCISTA,MICRO (Daily),SHOOTING_STAR,BEARISH,236.34,234.96,-0.58,227.22,-3.86,212.19,-10.22
TSLA,2024-01-04,ALCISTA,MACRO (Weekly),EVENING_STAR,BEARISH,236.34,234.96,-0.58,227.22,-3.86,212.19,-10.22
TSLA,2024-01-04,ALCISTA,CONJUGATION,M[EVENING_STAR] + m[SHOOTING_STAR],BEARISH,236.34,234.96,-0.58,227.22,-3.86,212.19,-10.22
TSLA,2024-01-05,ALCISTA,MACRO (Weekly),EVENING_STAR,BEARISH,235.54,233.94,-0.68,218.89,-7.07,208.8,-11.35
TSLA,2024-01-08,ALCISTA,MICRO (Daily),MORNING_STAR,BULLISH,238.8,227.22,-4.85,219.91,-7.91,209.14,-12.42
TSLA,2024-01-10,MUY_ALCISTA,MICRO (Daily),HANGING_MAN,BEARISH,230.01,219.91,-4.39,211.88,-7.88,182.63,-20.6
TSLA,2024-01-16,MUY_ALCISTA,MICRO (Daily),PIERCING_LINE,BULLISH,215.23,212.19,-1.41,209.14,-2.83,191.59,-10.98
TSLA,2024-01-17,MUY_ALCISTA,MICRO (Daily),HAMMER,BULLISH,217.75,208.8,-4.11,207.83,-4.56,187.29,-13.99
TSLA,2024-01-18,MUY_ALCISTA,MICRO (Daily),EVENING_STAR,BEARISH,209.43,209.14,-0.14,182.63,-12.8,188.86,-9.82
TSLA,2024-01-22,ALCISTA,MICRO (Daily),BEARISH_ENGULFING,BEARISH,210.51,182.63,-13.24,190.93,-9.3,181.06,-13.99
TSLA,2024-01-24,ALCISTA,MACRO (Weekly),THREE_BLACK_CROWS,BEARISH,188.41,190.93,1.34,187.29,-0.59,187.58,-0.44
TSLA,2024-01-31,BAJISTA,MICRO (Daily),GRAVESTONE_DOJI,BEARISH,187.94,181.06,-3.66,187.58,-0.19,188.71,0.41
TSLA,2024-02-01,BAJISTA,MICRO (Daily),DRAGONFLY_DOJI,BULLISH,185.71,185.1,-0.33,189.56,2.07,200.45,7.94
TSLA,2024-02-05,MUY_BAJISTA,MACRO (Weekly),THREE_BLACK_CROWS,BEARISH,176.27,189.56,7.54,188.13,6.73,193.76,9.92
TSLA,2024-02-06,MUY_BAJISTA,MICRO (Daily),BULLISH_ENGULFING,BULLISH,188.89,193.57,2.48,184.02,-2.58,194.77,3.11
TSLA,2024-02-07,MUY_BAJISTA,MACRO (Weekly),DRAGONFLY_DOJI,BULLISH,189.6,188.13,-0.78,188.71,-0.47,197.41,4.12
TSLA,2024-02-08,MUY_BAJISTA,MACRO (Weekly),HAMMER,BULLISH,190.64,184.02,-3.47,200.45,5.14,191.97,0.7
TSLA,2024-02-13,MUY_BAJISTA,MICRO (Daily),GRAVESTONE_DOJI,BEARISH,184.75,199.95,8.23,194.77,5.43,202.04,9.36
TSLA,2024-02-14,MUY_BAJISTA,MACRO (Weekly),DOJI,NEUTRAL,187.96,193.76,3.09,197.41,5.03,201.88,7.41
TSLA,2024-02-15,MUY_BAJISTA,MICRO (Daily),BULLISH_MARUBOZU,BULLISH,202.64,194.77,-3.88,191.97,-5.26,202.64,0.0
TSLA,2024-02-22,MUY_BAJISTA,MACRO (Weekly),MORNING_STAR,BULLISH,195.92,199.73,1.95,201.88,3.04,178.65,-8.81
TSLA,2024-02-23,MUY_BAJISTA,MACRO (Weekly),DARK_CLOUD_COVER,BEARISH,191.31,202.04,5.61,202.64,5.92,175.34,-8.35
TSLA,2024-02-26,MUY_BAJISTA,MICRO (Daily),TWEEZER_BOTTOM,BULLISH,204.77,201.88,-1.41,188.14,-8.12,177.77,-13.19
TSLA,2024-02-27,MUY_BAJISTA,MACRO (Weekly),THREE_WHITE_SOLDIERS,BULLISH,201.11,202.64,0.76,180.74,-10.13,177.54,-11.72
TSLA,2024-02-28,MUY_BAJISTA,MICRO (Daily),TWEEZER_BOTTOM,BULLISH,204.86,188.14,-8.16,176.54,-13.83,169.48,-17.27
TSLA,2024-02-29,MUY_BAJISTA,MICRO (Daily),TWEEZER_TOP,BEARISH,199.92,180.74,-9.59,178.65,-10.64,162.5,-18.72
TSLA,2024-03-01,MUY_BAJISTA,MICRO (Daily),TWEEZER_BOTTOM,BULLISH,200.03,176.54,-11.74,175.34,-12.34,163.57,-18.23
TSLA,2024-03-04,MUY_BAJISTA,MACRO (Weekly),EVENING_STAR,BEARISH,182.35,178.65,-2.03,177.77,-2.51,173.8,-4.69
TSLA,2024-03-05,MUY_BAJISTA,MACRO (Weekly),BEARISH_ENGULFING,BEARISH,179.2,175.34,-2.16,177.54,-0.93,171.32,-4.4
TSLA,2024-03-06,MUY_BAJISTA,MACRO (Weekly),BEARISH_ENGULFING,BEARISH,173.72,177.77,2.33,169.48,-2.44,175.66,1.12
TSLA,2024-03-07,MUY_BAJISTA,MICRO (Daily),TWEEZER_BOTTOM,BULLISH,182.3,177.54,-2.61,162.5,-10.86,172.82,-5.2
TSLA,2024-03-08,MUY_BAJISTA,MICRO (Daily),DARK_CLOUD_COVER,BEARISH,174.64,169.48,-2.96,163.57,-6.34,170.83,-2.18
TSLA,2024-03-08,MUY_BAJISTA,MACRO (Weekly),BEARISH_MARUBOZU,BEARISH,174.64,169.48,-2.96,163.57,-6.34,170.83,-2.18
TSLA,2024-03-08,MUY_BAJISTA,CONJUGATION,M[BEARISH_MARUBOZU] + m[DARK_CLOUD_COVER],BEARISH,174.64,169.48,-2.96,163.57,-6.34,170.83,-2.18
TSLA,2024-03-11,MUY_BAJISTA,MICRO (Daily),TWEEZER_BOTTOM,BULLISH,178.47,162.5,-8.95,173.8,-2.62,172.63,-3.27
TSLA,2024-03-12,MUY_BAJISTA,MICRO (Daily),DRAGONFLY_DOJI,BULLISH,173.74,163.57,-5.85,171.32,-1.39,177.67,2.26
TSLA,2024-03-13,MUY_BAJISTA,MICRO (Daily),EVENING_STAR,BEARISH,166.7,173.8,4.26,175.66,5.37,179.83,7.87
TSLA,2024-03-15,MUY_BAJISTA,MICRO (Daily),TWEEZER_BOTTOM,BULLISH,170.9,175.66,2.78,170.83,-0.04,175.22,2.53
TSLA,2024-03-18,MUY_BAJISTA,MICRO (Daily),MORNING_STAR,BULLISH,172.9,172.82,-0.05,172.63,-0.16,166.63,-3.63
TSLA,2024-03-18,MUY_BAJISTA,MACRO (Weekly),HANGING_MAN,BEARISH,171.82,172.82,0.58,172.63,0.47,166.63,-3.02
TSLA,2024-03-19,MUY_BAJISTA,MICRO (Daily),HANGING_MAN,BEARISH,172.46,170.83,-0.94,177.67,3.02,168.38,-2.36
TSLA,2024-03-20,MUY_BAJISTA,MACRO (Weekly),BULLISH_ENGULFING,BULLISH,177.03,172.63,-2.48,179.83,1.58,171.11,-3.34
TSLA,2024-03-21,MUY_BAJISTA,MICRO (Daily),BEARISH_ENGULFING,BEARISH,166.2,177.67,6.9,175.79,5.77,164.9,-0.78
TSLA,2024-03-21,MUY_BAJISTA,MACRO (Weekly),TWEEZER_BOTTOM,BULLISH,167.18,177.67,6.27,175.79,5.15,164.9,-1.36
TSLA,2024-03-22,MUY_BAJISTA,MACRO (Weekly),DOJI,NEUTRAL,168.11,179.83,6.97,175.22,4.23,172.98,2.9
TSLA,2024-03-25,MUY_BAJISTA,MACRO (Weekly),DOJI,NEUTRAL,177.89,175.79,-1.18,166.63,-6.33,176.88,-0.57
TSLA,2024-03-26,MUY_BAJISTA,MICRO (Daily),SHOOTING_STAR,BEARISH,180.82,175.22,-3.1,168.38,-6.88,171.76,-5.01
TSLA,2024-03-27,MUY_BAJISTA,MICRO (Daily),HANGING_MAN,BEARISH,177.02,166.63,-5.87,171.11,-3.34,174.6,-1.37
TSLA,2024-04-01,MUY_BAJISTA,MACRO (Weekly),MORNING_STAR,BULLISH,165.18,171.11,3.59,172.98,4.72,161.48,-2.24
TSLA,2024-04-02,MUY_BAJISTA,MACRO (Weekly),BEARISH_ENGULFING,BEARISH,163.47,164.9,0.88,176.88,8.21,157.11,-3.89
TSLA,2024-04-03,MUY_BAJISTA,MACRO (Weekly),BEARISH_ENGULFING,BEARISH,169.15,172.98,2.26,171.76,1.54,155.45,-8.1
TSLA,2024-04-04,MUY_BAJISTA,MACRO (Weekly),EVENING_STAR,BEARISH,168.05,176.88,5.26,174.6,3.9,149.93,-10.78
TSLA,2024-04-05,MUY_BAJISTA,MICRO (Daily),EVENING_STAR,BEARISH,168.67,171.76,1.83,171.05,1.41,147.05,-12.82
TSLA,2024-04-05,MUY_BAJISTA,MACRO (Weekly),BEARISH_ENGULFING,BEARISH,168.67,171.76,1.83,171.05,1.41,147.05,-12.82
TSLA,2024-04-05,MUY_BAJISTA,CONJUGATION,M[BEARISH_ENGULFING] + m[EVENING_STAR],BEARISH,168.67,171.76,1.83,171.05,1.41,147.05,-12.82
TSLA,2024-04-15,MUY_BAJISTA,MICRO (Daily),BEARISH_MARUBOZU,BEARISH,156.3,149.93,-4.07,142.05,-9.11,194.05,24.16
TSLA,2024-04-17,MUY_BAJISTA,MICRO (Daily),BEARISH_ENGULFING,BEARISH,150.9,142.05,-5.86,162.13,7.44,179.99,19.28
TSLA,2024-04-17,MUY_BAJISTA,MACRO (Weekly),BEARISH_ENGULFING,BEARISH,150.9,142.05,-5.86,162.13,7.44,179.99,19.28
TSLA,2024-04-17,MUY_BAJISTA,CONJUGATION,M[BEARISH_ENGULFING] + m[BEARISH_ENGULFING],BEARISH,150.9,142.05,-5.86,162.13,7.44,179.99,19.28
TSLA,2024-04-18,MUY_BAJISTA,MACRO (Weekly),BEARISH_MARUBOZU,BEARISH,148.5,144.68,-2.57,170.18,14.6,180.01,21.22
TSLA,2024-04-19,MUY_BAJISTA,MACRO (Weekly),BEARISH_MARUBOZU,BEARISH,140.0,162.13,15.81,168.29,20.21,181.19,29.43
TSLA,2024-04-24,MUY_BAJISTA,MICRO (Daily),DOJI,NEUTRAL,157.71,194.05,23.04,179.99,14.13,174.72,10.79
TSLA,2024-04-25,MUY_BAJISTA,MICRO (Daily),BULLISH_ENGULFING,BULLISH,169.43,183.28,8.18,180.01,6.25,171.97,1.5
TSLA,2024-04-26,MUY_BAJISTA,MACRO (Weekly),PIERCING_LINE,BULLISH,189.85,179.99,-5.2,181.19,-4.56,168.47,-11.26
TSLA,2024-04-29,MUY_BAJISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,187.79,180.01,-4.14,184.76,-1.61,171.89,-8.47
TSLA,2024-05-06,MUY_BAJISTA,MICRO (Daily),MORNING_STAR,BULLISH,182.99,171.97,-6.02,171.89,-6.06,174.95,-4.39
TSLA,2024-05-09,MUY_BAJISTA,MICRO (Daily),TWEEZER_TOP,BEARISH,172.52,177.55,2.92,174.84,1.35,173.74,0.71
TSLA,2024-05-10,MUY_BAJISTA,MICRO (Daily),BEARISH_MARUBOZU,BEARISH,169.36,173.99,2.73,177.46,4.78,179.24,5.83
TSLA,2024-05-14,MUY_BAJISTA,MICRO (Daily),MORNING_STAR,BULLISH,180.59,177.46,-1.73,186.6,3.33,176.19,-2.44
TSLA,2024-05-15,MUY_BAJISTA,MICRO (Daily),BEARISH_ENGULFING,BEARISH,173.66,174.95,0.74,180.11,3.71,178.79,2.95
TSLA,2024-05-17,BAJISTA,MICRO (Daily),MORNING_STAR,BULLISH,177.98,180.11,1.2,179.24,0.71,176.29,-0.95
TSLA,2024-05-20,BAJISTA,MACRO (Weekly),DOJI,NEUTRAL,174.29,173.74,-0.32,176.75,1.41,174.77,0.27
TSLA,2024-05-21,BAJISTA,MICRO (Daily),BULLISH_MARUBOZU,BULLISH,183.42,179.24,-2.28,176.19,-3.94,175.0,-4.59
TSLA,2024-05-22,BAJISTA,MACRO (Weekly),MORNING_STAR,BULLISH,182.66,176.75,-3.24,178.79,-2.12,177.94,-2.59
TSLA,2024-05-23,BAJISTA,MICRO (Daily),BEARISH_MARUBOZU,BEARISH,174.2,176.19,1.14,178.08,2.22,177.48,1.88
TSLA,2024-05-23,BAJISTA,MACRO (Weekly),GRAVESTONE_DOJI,BEARISH,174.2,176.19,1.14,178.08,2.22,177.48,1.88
TSLA,2024-05-23,BAJISTA,CONJUGATION,M[GRAVESTONE_DOJI] + m[BEARISH_MARUBOZU],BEARISH,174.2,176.19,1.14,178.08,2.22,177.48,1.88
TSLA,2024-05-24,HORIZONTAL,MICRO (Daily),TWEEZER_BOTTOM,BULLISH,176.91,178.79,1.06,176.29,-0.35,173.79,-1.76
TSLA,2024-05-28,HORIZONTAL,MICRO (Daily),DRAGONFLY_DOJI,BULLISH,174.61,178.08,1.99,174.77,0.09,170.66,-2.26
TSLA,2024-05-30,HORIZONTAL,MICRO (Daily),DOJI,NEUTRAL,177.85,174.77,-1.73,177.94,0.05,182.47,2.6
TSLA,2024-05-31,ALCISTA,MICRO (Daily),DRAGONFLY_DOJI,BULLISH,178.95,175.0,-2.2,177.48,-0.82,178.01,-0.52
TSLA,2024-06-03,ALCISTA,MACRO (Weekly),GRAVESTONE_DOJI,BEARISH,174.4,177.94,2.03,173.79,-0.35,187.44,7.47
TSLA,2024-06-04,ALCISTA,MICRO (Daily),GRAVESTONE_DOJI,BEARISH,174.95,177.48,1.45,170.66,-2.45,184.86,5.67
TSLA,2024-06-04,ALCISTA,MACRO (Weekly),GRAVESTONE_DOJI,BEARISH,174.95,177.48,1.45,170.66,-2.45,184.86,5.67
TSLA,2024-06-04,ALCISTA,CONJUGATION,M[GRAVESTONE_DOJI] + m[GRAVESTONE_DOJI],BEARISH,174.95,177.48,1.45,170.66,-2.45,184.86,5.67
TSLA,2024-06-06,ALCISTA,MICRO (Daily),BULLISH_ENGULFING,BULLISH,176.51,170.66,-3.31,182.47,3.38,183.01,3.68
TSLA,2024-06-06,ALCISTA,MACRO (Weekly),DOJI,NEUTRAL,175.75,170.66,-2.9,182.47,3.82,183.01,4.13
TSLA,2024-06-07,ALCISTA,MACRO (Weekly),TWEEZER_TOP,BEARISH,175.52,177.29,1.01,178.01,1.42,182.58,4.02
TSLA,2024-06-10,ALCISTA,MACRO (Weekly),EVENING_STAR,BEARISH,173.19,182.47,5.36,187.44,8.23,187.35,8.18
TSLA,2024-06-11,ALCISTA,MACRO (Weekly),EVENING_STAR,BEARISH,170.04,178.01,4.68,184.86,8.71,196.37,15.48
TSLA,2024-06-13,ALCISTA,MACRO (Weekly),MORNING_STAR,BULLISH,186.71,184.86,-0.99,183.01,-1.98,197.88,5.98
TSLA,2024-06-14,ALCISTA,MICRO (Daily),BEARISH_MARUBOZU,BEARISH,176.74,181.57,2.73,182.58,3.3,209.86,18.74
TSLA,2024-06-17,ALCISTA,MICRO (Daily),BULLISH_ENGULFING,BULLISH,187.04,183.01,-2.16,187.35,0.16,231.26,23.64
TSLA,2024-06-24,ALCISTA,MICRO (Daily),DARK_CLOUD_COVER,BEARISH,183.8,197.42,7.41,209.86,14.18,262.33,42.72
TSLA,2024-06-25,ALCISTA,MICRO (Daily),TWEEZER_BOTTOM,BULLISH,187.68,197.88,5.43,231.26,23.22,263.26,40.27
TSLA,2024-06-26,ALCISTA,MICRO (Daily),BULLISH_MARUBOZU,BULLISH,195.64,209.86,7.27,246.39,25.94,241.03,23.2
TSLA,2024-06-27,MUY_ALCISTA,MICRO (Daily),THREE_WHITE_SOLDIERS,BULLISH,200.34,231.26,15.43,251.52,25.54,248.23,23.9
TSLA,2024-07-02,MUY_ALCISTA,MICRO (Daily),BULLISH_MARUBOZU,BULLISH,235.97,252.94,7.19,263.26,11.57,248.5,5.31
TSLA,2024-07-02,MUY_ALCISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,235.97,252.94,7.19,263.26,11.57,248.5,5.31
TSLA,2024-07-02,MUY_ALCISTA,CONJUGATION,M[BULLISH_MARUBOZU] + m[BULLISH_MARUBOZU],BULLISH,235.97,252.94,7.19,263.26,11.57,248.5,5.31
TSLA,2024-07-03,MUY_ALCISTA,MACRO (Weekly),THREE_WHITE_SOLDIERS,BULLISH,250.8,262.33,4.6,241.03,-3.9,249.23,-0.63
TSLA,2024-07-05,MUY_ALCISTA,MICRO (Daily),HAMMER,BULLISH,249.2,263.26,5.64,248.23,-0.39,239.2,-4.01
TSLA,2024-07-05,MUY_ALCISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,249.2,263.26,5.64,248.23,-0.39,239.2,-4.01
TSLA,2024-07-05,MUY_ALCISTA,CONJUGATION,M[BULLISH_MARUBOZU] + m[HAMMER],BULLISH,249.2,263.26,5.64,248.23,-0.39,239.2,-4.01
TSLA,2024-07-08,MUY_ALCISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,252.53,241.03,-4.55,252.64,0.04,251.51,-0.4
TSLA,2024-07-09,MUY_ALCISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,263.77,248.23,-5.89,256.56,-2.73,246.38,-6.59
TSLA,2024-07-10,MUY_ALCISTA,MICRO (Daily),DOJI,NEUTRAL,260.16,252.64,-2.89,248.5,-4.48,215.99,-16.98
TSLA,2024-07-10,MUY_ALCISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,266.43,252.64,-5.18,248.5,-6.73,215.99,-18.93
TSLA,2024-07-11,MUY_ALCISTA,MICRO (Daily),EVENING_STAR,BEARISH,233.93,256.56,9.68,249.23,6.54,220.25,-5.85
TSLA,2024-07-11,MUY_ALCISTA,MACRO (Weekly),SHOOTING_STAR,BEARISH,233.93,256.56,9.68,249.23,6.54,220.25,-5.85
TSLA,2024-07-11,MUY_ALCISTA,CONJUGATION,M[SHOOTING_STAR] + m[EVENING_STAR],BEARISH,233.93,256.56,9.68,249.23,6.54,220.25,-5.85
TSLA,2024-07-12,MUY_ALCISTA,MACRO (Weekly),GRAVESTONE_DOJI,BEARISH,254.58,248.5,-2.39,239.2,-6.04,219.8,-13.66
TSLA,2024-07-15,MUY_ALCISTA,MICRO (Daily),SHOOTING_STAR,BEARISH,254.03,249.23,-1.89,251.51,-0.99,232.1,-8.63
TSLA,2024-07-15,MUY_ALCISTA,MACRO (Weekly),DOJI,NEUTRAL,254.03,249.23,-1.89,251.51,-0.99,232.1,-8.63
TSLA,2024-07-17,MUY_ALCISTA,MICRO (Daily),TWEEZER_TOP,BEARISH,250.1,251.51,0.57,215.99,-13.64,232.07,-7.21
TSLA,2024-07-18,MUY_ALCISTA,MACRO (Weekly),PIERCING_LINE,BULLISH,249.05,246.38,-1.07,220.25,-11.56,216.86,-12.93
TSLA,2024-07-19,MUY_ALCISTA,MACRO (Weekly),BEARISH_ENGULFING,BEARISH,243.26,215.99,-11.21,219.8,-9.65,207.67,-14.63
TSLA,2024-07-23,MUY_ALCISTA,MICRO (Daily),DARK_CLOUD_COVER,BEARISH,224.29,219.8,-2.0,222.62,-0.75,200.64,-10.55
TSLA,2024-07-30,MUY_ALCISTA,MICRO (Daily),BEARISH_ENGULFING,BEARISH,227.11,207.67,-8.56,200.64,-11.66,207.83,-8.49
TSLA,2024-07-31,MUY_ALCISTA,MACRO (Weekly),TWEEZER_BOTTOM,BULLISH,229.44,198.88,-13.32,191.76,-16.42,201.38,-12.23
TSLA,2024-08-02,MUY_ALCISTA,MACRO (Weekly),THREE_BLACK_CROWS,BEARISH,183.03,191.76,4.77,200.0,9.27,216.12,18.08
TSLA,2024-08-05,MUY_ALCISTA,MACRO (Weekly),THREE_BLACK_CROWS,BEARISH,199.73,198.84,-0.44,197.49,-1.12,222.72,11.51
TSLA,2024-08-06,MUY_ALCISTA,MICRO (Daily),DRAGONFLY_DOJI,BULLISH,201.97,200.0,-0.98,207.83,2.9,221.1,9.47
TSLA,2024-08-07,MUY_ALCISTA,MICRO (Daily),EVENING_STAR,BEARISH,194.83,197.49,1.36,201.38,3.36,223.27,14.59
TSLA,2024-08-08,MUY_ALCISTA,MICRO (Daily),TWEEZER_BOTTOM,BULLISH,197.63,207.83,5.16,214.14,8.36,210.66,6.59
TSLA,2024-08-12,MUY_ALCISTA,MACRO (Weekly),THREE_BLACK_CROWS,BEARISH,197.33,214.14,8.52,222.72,12.87,213.21,8.05
TSLA,2024-08-14,MUY_ALCISTA,MICRO (Daily),TWEEZER_TOP,BEARISH,203.91,222.72,9.22,223.27,9.49,205.75,0.9
TSLA,2024-08-19,MUY_ALCISTA,MACRO (Weekly),MORNING_STAR,BULLISH,225.75,210.66,-6.68,213.21,-5.55,210.6,-6.71
TSLA,2024-08-21,MUY_ALCISTA,MACRO (Weekly),MORNING_STAR,BULLISH,225.27,213.21,-5.35,205.75,-8.66,230.17,2.18
TSLA,2024-08-22,MUY_ALCISTA,MICRO (Daily),BEARISH_ENGULFING,BEARISH,213.73,209.21,-2.12,206.28,-3.49,210.73,-1.41
TSLA,2024-08-22,MUY_ALCISTA,MACRO (Weekly),GRAVESTONE_DOJI,BEARISH,213.73,209.21,-2.12,206.28,-3.49,210.73,-1.41
TSLA,2024-08-22,MUY_ALCISTA,CONJUGATION,M[GRAVESTONE_DOJI] + m[BEARISH_ENGULFING],BEARISH,213.73,209.21,-2.12,206.28,-3.49,210.73,-1.41
TSLA,2024-08-28,MUY_ALCISTA,MICRO (Daily),THREE_BLACK_CROWS,BEARISH,208.91,210.6,0.81,230.17,10.18,229.81,10.01
TSLA,2024-08-30,MUY_ALCISTA,MACRO (Weekly),HANGING_MAN,BEARISH,214.23,230.17,7.44,216.27,0.95,226.78,5.86
TSLA,2024-09-03,MUY_ALCISTA,MICRO (Daily),DARK_CLOUD_COVER,BEARISH,209.42,210.73,0.62,226.17,8.0,227.87,8.81
TSLA,2024-09-04,ALCISTA,MICRO (Daily),BULLISH_ENGULFING,BULLISH,224.77,216.27,-3.78,228.13,1.5,227.2,1.08
TSLA,2024-09-06,ALCISTA,MICRO (Daily),BEARISH_ENGULFING,BEARISH,215.58,228.13,5.82,230.29,6.82,238.25,10.52
TSLA,2024-09-09,ALCISTA,MICRO (Daily),DOJI,NEUTRAL,219.29,229.81,4.8,226.78,3.41,250.0,14.0
TSLA,2024-09-09,ALCISTA,MACRO (Weekly),GRAVESTONE_DOJI,BEARISH,219.29,229.81,4.8,226.78,3.41,250.0,14.0
TSLA,2024-09-10,HORIZONTAL,MICRO (Daily),MORNING_STAR,BULLISH,225.72,230.29,2.03,227.87,0.95,254.27,12.65
TSLA,2024-09-10,HORIZONTAL,MACRO (Weekly),MORNING_STAR,BULLISH,225.72,230.29,2.03,227.87,0.95,254.27,12.65
TSLA,2024-09-10,HORIZONTAL,CONJUGATION,M[MORNING_STAR] + m[MORNING_STAR],BULLISH,225.72,230.29,2.03,227.87,0.95,254.27,12.65
TSLA,2024-09-11,HORIZONTAL,MICRO (Daily),HAMMER,BULLISH,225.42,226.78,0.6,227.2,0.79,257.02,14.02
TSLA,2024-09-12,HORIZONTAL,MICRO (Daily),THREE_WHITE_SOLDIERS,BULLISH,228.63,227.87,-0.33,243.92,6.69,254.22,11.19
TSLA,2024-09-12,HORIZONTAL,MACRO (Weekly),HANGING_MAN,BEARISH,227.37,227.87,0.22,243.92,7.28,254.22,11.81
TSLA,2024-09-13,HORIZONTAL,MICRO (Daily),THREE_WHITE_SOLDIERS,BULLISH,229.94,227.2,-1.19,238.25,3.61,260.46,13.27
TSLA,2024-09-13,HORIZONTAL,MACRO (Weekly),MORNING_STAR,BULLISH,229.94,227.2,-1.19,238.25,3.61,260.46,13.27
TSLA,2024-09-13,HORIZONTAL,CONJUGATION,M[MORNING_STAR] + m[THREE_WHITE_SOLDIERS],BULLISH,229.94,227.2,-1.19,238.25,3.61,260.46,13.27
TSLA,2024-09-16,BAJISTA,MACRO (Weekly),MORNING_STAR,BULLISH,230.25,243.92,5.94,250.0,8.58,261.63,13.63
TSLA,2024-09-18,BAJISTA,MACRO (Weekly),INVERTED_HAMMER,BULLISH,235.21,250.0,6.29,257.02,9.27,249.02,5.87
TSLA,2024-09-19,BAJISTA,MACRO (Weekly),BULLISH_ENGULFING,BULLISH,242.33,254.27,4.93,254.22,4.91,240.66,-0.69
TSLA,2024-09-20,BAJISTA,MICRO (Daily),TWEEZER_TOP,BEARISH,241.8,257.02,6.29,260.46,7.72,250.08,3.42
TSLA,2024-09-23,BAJISTA,MICRO (Daily),BULLISH_MARUBOZU,BULLISH,254.89,254.22,-0.26,261.63,2.64,240.83,-5.52
