ticker,date,trend,layer,pattern,sentiment,entry_price,price_3d,ret_3d,price_5d,ret_5d,price_10d,ret_10d
TSLA,2021-10-15,MUY_ALCISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,284.72,288.6,1.36,303.23,6.5,371.33,30.42
TSLA,2021-10-15,MUY_ALCISTA,CONJUGATION,M[BULLISH_MARUBOZU] + m[BULLISH_MARUBOZU],BULLISH,284.72,288.6,1.36,303.23,6.5,371.33,30.42
TSLA,2021-10-18,MUY_ALCISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,293.02,298.0,1.7,341.62,16.58,402.86,37.48
TSLA,2021-10-19,MUY_ALCISTA,MICRO (Daily),BEARISH_MARUBOZU,BEARISH,288.05,303.23,5.27,339.48,17.85,390.67,35.63
TSLA,2021-10-20,MUY_ALCISTA,MICRO (Daily),DRAGONFLY_DOJI,BULLISH,286.82,341.62,19.11,345.95,20.62,404.62,41.07
TSLA,2021-10-21,MUY_ALCISTA,MICRO (Daily),MORNING_STAR,BULLISH,299.13,339.48,13.49,359.01,20.02,409.97,37.05
TSLA,2021-10-21,MUY_ALCISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,299.13,339.48,13.49,359.01,20.02,409.97,37.05
TSLA,2021-10-21,MUY_ALCISTA,CONJUGATION,M[BULLISH_MARUBOZU] + m[MORNING_STAR],BULLISH,299.13,339.48,13.49,359.01,20.02,409.97,37.05
TSLA,2021-10-22,MUY_ALCISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,320.2,345.95,8.04,371.33,15.97,407.36,27.22
TSLA,2021-10-26,MUY_ALCISTA,MICRO (Daily),GRAVESTONE_DOJI,BEARISH,345.22,371.33,7.57,390.67,13.17,341.17,-1.17
TSLA,2021-10-27,MUY_ALCISTA,MICRO (Daily),GRAVESTONE_DOJI,BEARISH,355.21,402.86,13.42,404.62,13.91,355.98,0.22
TSLA,2021-10-28,MUY_ALCISTA,MICRO (Daily),MORNING_STAR,BULLISH,362.02,390.67,7.91,409.97,13.25,354.5,-2.08
