date,ticker,ret_10d,confidence,regime
1994-12-30 14:30:00+00:00,SPY,2.8366373573902783,0.5,FLAT
1995-01-27 14:30:00+00:00,AAPL,8.864655558500417,0.56,BULL
1995-01-30 14:30:00+00:00,AAPL,7.791865187663396,0.48,BULL
1995-01-31 14:30:00+00:00,AAPL,5.142253462026107,0.4,BULL
1995-03-08 14:30:00+00:00,AAPL,-4.784252108812403,0.8,BULL
1995-03-09 14:30:00+00:00,AAPL,-6.544899177274381,0.72,BULL
1995-08-02 13:30:00+00:00,AAPL,0.45141333710879045,0.72,BULL
1995-08-03 13:30:00+00:00,AAPL,-1.1353491181169058,0.8,BULL
1995-08-04 13:30:00+00:00,SPY,0.07515987574702394,0.57,BULL
1995-08-09 13:30:00+00:00,AAPL,5.354744010663845,1.0,BULL
1995-08-11 13:30:00+00:00,AAPL,3.858419851040777,0.91,BULL
1995-08-24 13:30:00+00:00,SPY,2.561960684997889,0.7,BULL
1995-10-03 13:30:00+00:00,SPY,0.7477593138944839,0.82,BULL
1995-10-11 13:30:00+00:00,SPY,0.20955348987158623,0.62,BULL
1995-10-19 13:30:00+00:00,AAPL,3.716862660768599,0.6,BEAR
1995-10-20 13:30:00+00:00,AAPL,3.8038444240307583,0.68,BEAR
1995-10-23 13:30:00+00:00,AAPL,7.205484974269494,0.7,BEAR
1995-10-24 13:30:00+00:00,AAPL,12.21224904056582,0.7,BEAR
1995-10-25 13:30:00+00:00,AAPL,11.270008120096652,0.7,BEAR
1995-10-26 13:30:00+00:00,AAPL,12.660737558952192,0.7,BEAR
1995-10-27 13:30:00+00:00,AAPL,13.774319016253338,0.7,BEAR
1995-10-27 13:30:00+00:00,SPY,2.016234069851769,0.76,BULL
1996-01-18 14:30:00+00:00,AAPL,-9.163498030694987,0.77,BEAR
1996-01-19 14:30:00+00:00,AAPL,-2.255906432748545,0.79,BEAR
1996-01-22 14:30:00+00:00,AAPL,-14.097078590186882,0.82,BEAR
1996-01-25 14:30:00+00:00,AAPL,-9.01659959758551,0.9,BEAR
1996-01-29 14:30:00+00:00,AAPL,4.602375712734472,0.9,BEAR
1996-01-30 14:30:00+00:00,AAPL,1.1234823886816616,0.9,BEAR
1996-01-31 14:30:00+00:00,AAPL,0.13628817906082313,0.9,BEAR
1996-02-01 14:30:00+00:00,AAPL,-3.32309460453924,0.9,BEAR
1996-02-07 14:30:00+00:00,AAPL,8.390279938771137,0.87,BEAR
1996-02-08 14:30:00+00:00,AAPL,6.8394794308538,0.83,BEAR
1996-02-29 14:30:00+00:00,AAPL,-7.574747045889459,0.9,BEAR
1996-03-01 14:30:00+00:00,AAPL,-5.435938493881057,0.9,BEAR
1996-03-04 14:30:00+00:00,AAPL,-1.6006520049912936,0.88,BEAR
1996-03-05 14:30:00+00:00,AAPL,-4.007622273271183,0.86,BEAR
1996-03-06 14:30:00+00:00,AAPL,-4.174772674045204,0.85,BEAR
1996-03-07 14:30:00+00:00,AAPL,-2.4270791061375747,0.84,BEAR
1996-03-08 14:30:00+00:00,AAPL,-3.563184583185593,0.82,BEAR
1996-03-11 14:30:00+00:00,AAPL,-7.957770345002649,0.8,BEAR
1996-04-12 13:30:00+00:00,SPY,2.094058149998422,0.88,BULL
1996-05-02 13:30:00+00:00,AAPL,17.31241094998567,0.85,BEAR
1996-05-03 13:30:00+00:00,AAPL,10.555462175457484,0.87,BEAR
1996-08-29 13:30:00+00:00,SPY,3.7425830011023633,0.58,FLAT
1996-08-30 13:30:00+00:00,SPY,6.495139527010697,0.58,FLAT
1996-12-18 14:30:00+00:00,AAPL,-5.84427233383984,1.0,BULL
1997-01-02 14:30:00+00:00,SPY,3.509764971088499,0.92,BULL
1997-01-28 14:30:00+00:00,SPY,3.1304559665435017,1.0,BULL
1997-02-13 14:30:00+00:00,AAPL,-0.2302236635268754,0.9,BEAR
1997-02-14 14:30:00+00:00,AAPL,-3.946215805278497,0.9,BEAR
1997-02-21 14:30:00+00:00,SPY,0.9167154281256095,0.4,BULL
1997-03-26 14:30:00+00:00,SPY,-4.9131474728463385,0.59,BULL
1997-08-18 13:30:00+00:00,SPY,1.0353928402246704,0.68,BULL
1997-08-27 13:30:00+00:00,SPY,-0.21202380138156826,0.96,BULL
1997-08-29 13:30:00+00:00,SPY,1.688510787919741,1.0,BULL
1997-10-20 13:30:00+00:00,SPY,-2.454843207834738,0.87,BULL
1997-10-28 14:30:00+00:00,SPY,-0.36726304794636244,0.88,BULL
1997-10-31 14:30:00+00:00,SPY,-0.29462970403107613,0.76,BULL
1997-11-11 14:30:00+00:00,SPY,3.691103929239667,0.67,BULL
1997-12-15 14:30:00+00:00,SPY,-0.1926782273603083,0.4,BULL
1997-12-22 14:30:00+00:00,SPY,0.8592805567353933,0.51,BULL
1998-05-27 13:30:00+00:00,AAPL,4.4672880440787495,0.96,BULL
1998-05-28 13:30:00+00:00,AAPL,0.7246303330703585,0.69,BULL
1998-05-28 13:30:00+00:00,SPY,-1.260681952787879,0.94,BULL
1998-08-06 13:30:00+00:00,SPY,-0.42083712465878587,0.65,BULL
1998-08-07 13:30:00+00:00,SPY,-0.30705656154044303,0.61,BULL
1998-08-12 13:30:00+00:00,SPY,-0.151892929814008,0.49,BULL
1998-08-27 13:30:00+00:00,SPY,-3.4535960123427514,0.58,FLAT
1998-08-28 13:30:00+00:00,SPY,-1.160099263496897,0.58,FLAT
1998-08-31 13:30:00+00:00,SPY,7.551191783476526,0.58,FLAT
1998-09-01 13:30:00+00:00,SPY,4.885281723115343,0.58,FLAT
1998-09-02 13:30:00+00:00,SPY,4.201251436598132,0.58,FLAT
1998-09-03 13:30:00+00:00,SPY,2.2535211267605635,0.58,FLAT
1998-09-04 13:30:00+00:00,SPY,0.8276202828732069,0.7,BEAR
1998-09-10 13:30:00+00:00,SPY,5.796642382008236,0.72,BEAR
1998-09-21 13:30:00+00:00,AAPL,-13.590673897611211,0.56,BULL
1998-09-30 13:30:00+00:00,SPY,0.18524045483844429,0.65,BEAR
1998-10-01 13:30:00+00:00,SPY,6.779607645558465,0.78,BEAR
1998-10-02 13:30:00+00:00,SPY,6.046395297942853,0.98,BEAR
1998-10-05 13:30:00+00:00,SPY,5.19159456118665,0.78,BEAR
1998-10-06 13:30:00+00:00,SPY,8.022841278354424,0.78,BEAR
1998-10-07 13:30:00+00:00,SPY,12.21838513402401,0.78,BEAR
1998-10-08 13:30:00+00:00,SPY,11.025616363694658,0.98,BEAR
1999-02-08 14:30:00+00:00,SPY,2.2671725792947135,0.84,BULL
1999-02-10 14:30:00+00:00,SPY,0.5190530446892012,1.0,BULL
1999-03-01 14:30:00+00:00,SPY,5.14322916666667,0.73,BULL
1999-03-03 14:30:00+00:00,SPY,4.724548037514775,0.91,BULL
1999-03-24 14:30:00+00:00,SPY,5.151574227507545,1.0,BULL
1999-04-20 13:30:00+00:00,SPY,1.645807110456698,0.7,BULL
1999-05-26 13:30:00+00:00,SPY,0.6414722629315478,0.91,BULL
1999-05-28 13:30:00+00:00,SPY,-0.2805957263112411,0.9,BULL
1999-06-02 13:30:00+00:00,SPY,1.9233066539242623,0.96,BULL
1999-06-03 13:30:00+00:00,SPY,2.1650161064452824,0.81,BULL
1999-07-27 13:30:00+00:00,SPY,-5.692360554346581,0.73,BULL
1999-07-28 13:30:00+00:00,SPY,-3.6353545164423435,0.59,BULL
1999-08-11 13:30:00+00:00,SPY,5.72813447625414,0.52,BULL
1999-09-15 13:30:00+00:00,SPY,-4.472693032015066,0.58,FLAT
1999-10-13 13:30:00+00:00,SPY,1.0851397503513462,0.45,FLAT
1999-10-14 13:30:00+00:00,SPY,6.605268369974257,0.72,FLAT
1999-10-19 13:30:00+00:00,SPY,5.164204614821146,0.6,BEAR
2000-01-13 14:30:00+00:00,AAPL,1.333671348625176,0.8,BULL
2000-01-25 14:30:00+00:00,SPY,2.243920081454785,0.86,BULL
2000-01-31 14:30:00+00:00,SPY,-0.4038285625041914,0.81,BULL
2000-03-15 14:30:00+00:00,AAPL,15.140231954643108,0.81,BULL
2000-03-16 14:30:00+00:00,QQQ,-0.9809578765147143,0.98,BULL
2000-03-31 14:30:00+00:00,QQQ,-26.567487195579652,0.94,BULL
2000-04-06 13:30:00+00:00,QQQ,-16.94550669216061,1.0,BULL
2000-04-17 13:30:00+00:00,AAPL,-5.130770216772816,0.49,BULL
2000-04-17 13:30:00+00:00,QQQ,-0.05205067094502942,0.96,BULL
2000-04-24 13:30:00+00:00,AAPL,-10.317110462243686,0.64,BULL
2000-05-25 13:30:00+00:00,SPY,5.4263910537420035,0.58,FLAT
2000-06-23 13:30:00+00:00,QQQ,1.0131463170762243,0.65,BEAR
2000-10-25 13:30:00+00:00,QQQ,-3.9605201395496406,0.5,FLAT
2000-10-30 14:30:00+00:00,QQQ,-10.712863401035444,0.85,BEAR
2000-11-06 14:30:00+00:00,AAPL,-12.32644515181982,0.9,BEAR
2000-11-07 14:30:00+00:00,AAPL,-12.652386467109277,0.9,BEAR
2000-11-08 14:30:00+00:00,AAPL,-7.586502068664551,0.9,BEAR
2000-11-08 14:30:00+00:00,SPY,-5.880654394907281,0.7,BEAR
2000-11-08 14:30:00+00:00,QQQ,-11.336604840721947,0.7,BEAR
2000-11-09 14:30:00+00:00,AAPL,-0.6590448789427267,0.9,BEAR
2000-11-09 14:30:00+00:00,SPY,-3.1946874859783656,0.88,BEAR
2000-11-09 14:30:00+00:00,QQQ,-5.6351000586117355,1.0,BEAR
2000-11-10 14:30:00+00:00,AAPL,-1.2549342202600402,0.9,BEAR
2000-11-10 14:30:00+00:00,SPY,0.006892273761117971,0.7,BEAR
2000-11-10 14:30:00+00:00,QQQ,-2.7714018646757457,0.9,BEAR
2000-11-13 14:30:00+00:00,AAPL,-9.984369587819524,0.9,BEAR
2000-11-13 14:30:00+00:00,SPY,-2.935971320960195,0.88,BEAR
2000-11-13 14:30:00+00:00,QQQ,-10.735601772928748,0.9,BEAR
2000-11-14 14:30:00+00:00,AAPL,-12.732963413436266,0.9,BEAR
2000-11-15 14:30:00+00:00,AAPL,-15.789362370426444,0.9,BEAR
2000-11-16 14:30:00+00:00,AAPL,-11.5361287406034,0.9,BEAR
2000-11-16 14:30:00+00:00,SPY,-3.9369721187902926,0.7,BEAR
2000-11-16 14:30:00+00:00,QQQ,-13.050861849367415,0.9,BEAR
2000-11-17 14:30:00+00:00,AAPL,-10.851362295150144,0.9,BEAR
2000-11-17 14:30:00+00:00,SPY,-1.92157403576519,0.7,BEAR
2000-11-17 14:30:00+00:00,QQQ,-10.57481351469943,0.89,BEAR
2000-11-20 14:30:00+00:00,AAPL,-11.745766313838896,0.9,BEAR
2000-11-20 14:30:00+00:00,SPY,1.906556374534942,0.66,BEAR
2000-11-21 14:30:00+00:00,AAPL,-24.222366054181695,0.9,BEAR
2000-11-21 14:30:00+00:00,SPY,0.6662296299735415,0.54,BEAR
2000-11-22 14:30:00+00:00,AAPL,-24.384995696767216,0.9,BEAR
2000-11-24 14:30:00+00:00,AAPL,-24.75793540785432,0.9,BEAR
2000-11-27 14:30:00+00:00,AAPL,-19.18857528687974,0.9,BEAR
2000-11-28 14:30:00+00:00,AAPL,-15.521997886765329,0.9,BEAR
2000-11-29 14:30:00+00:00,AAPL,-10.581248424738824,0.9,BEAR
2000-11-30 14:30:00+00:00,AAPL,-15.41564973866358,0.9,BEAR
2000-12-01 14:30:00+00:00,AAPL,-18.537148878067512,0.9,BEAR
2000-12-04 14:30:00+00:00,AAPL,-16.39165651396209,0.9,BEAR
2000-12-05 14:30:00+00:00,AAPL,-4.923335882655622,0.9,BEAR
2000-12-06 14:30:00+00:00,AAPL,-1.0326766894972437,0.9,BEAR
2000-12-14 14:30:00+00:00,QQQ,-9.574983057411181,0.7,BEAR
2000-12-15 14:30:00+00:00,SPY,-2.5865841634935145,0.72,BEAR
2000-12-15 14:30:00+00:00,QQQ,-18.41213798368243,0.9,BEAR
2000-12-18 14:30:00+00:00,QQQ,-2.690847618940304,0.9,BEAR
2000-12-19 14:30:00+00:00,SPY,3.5974846670383753,0.86,BEAR
2000-12-19 14:30:00+00:00,QQQ,6.306892067620291,0.9,BEAR
2000-12-20 14:30:00+00:00,SPY,2.2596568182144128,0.9,BEAR
2000-12-20 14:30:00+00:00,QQQ,2.090267809140146,0.9,BEAR
2000-12-21 14:30:00+00:00,SPY,0.7436071850305812,1.0,BEAR
2000-12-21 14:30:00+00:00,QQQ,-1.186623516720604,0.9,BEAR
2000-12-29 14:30:00+00:00,AAPL,14.596179840039088,1.0,BEAR
2000-12-29 14:30:00+00:00,QQQ,4.725440337909184,0.9,BEAR
2001-01-02 14:30:00+00:00,AAPL,14.176718480873824,0.89,BEAR
2001-01-02 14:30:00+00:00,SPY,3.334378009533733,0.7,BEAR
2001-01-02 14:30:00+00:00,QQQ,19.3994976342076,0.89,BEAR
2001-01-05 14:30:00+00:00,SPY,3.674351585014409,0.66,BEAR
2001-01-05 14:30:00+00:00,QQQ,17.040913694638594,0.9,BEAR
2001-02-02 14:30:00+00:00,SPY,-3.349424469496519,0.7,BEAR
2001-02-02 14:30:00+00:00,QQQ,-10.164905327938092,0.9,BEAR
2001-02-05 14:30:00+00:00,QQQ,-14.097199672989058,0.9,BEAR
2001-02-06 14:30:00+00:00,QQQ,-15.257012317681223,0.79,BEAR
2001-02-07 14:30:00+00:00,SPY,-6.828110891329498,0.81,BEAR
2001-02-08 14:30:00+00:00,SPY,-6.43835400639232,0.73,BEAR
2001-03-14 14:30:00+00:00,QQQ,-12.798806859241463,0.85,BEAR
2001-03-15 14:30:00+00:00,QQQ,-7.490974729241868,0.9,BEAR
2001-03-16 14:30:00+00:00,QQQ,-6.094862346666233,0.9,BEAR
2001-03-20 14:30:00+00:00,QQQ,-14.900928451494732,0.9,BEAR
2001-03-21 14:30:00+00:00,QQQ,-16.811237172286663,0.9,BEAR
2001-03-28 14:30:00+00:00,QQQ,3.54581270835437,0.9,BEAR
2001-03-29 14:30:00+00:00,QQQ,8.359916957820648,0.9,BEAR
2001-03-30 14:30:00+00:00,QQQ,2.092578260175563,0.9,BEAR
2001-04-02 13:30:00+00:00,QQQ,9.961879881641016,0.9,BEAR
2001-04-03 13:30:00+00:00,SPY,11.854804237359465,0.7,BEAR
2001-04-03 13:30:00+00:00,QQQ,30.39620206103865,0.9,BEAR
2001-04-04 13:30:00+00:00,SPY,10.60835825484064,0.9,BEAR
2001-04-04 13:30:00+00:00,QQQ,33.33333333333332,0.9,BEAR
2001-04-06 13:30:00+00:00,QQQ,22.212005855675194,0.9,BEAR
2001-05-11 13:30:00+00:00,QQQ,7.848123280132088,0.9,BEAR
2001-05-14 13:30:00+00:00,QQQ,2.32519132170556,0.88,BEAR
2001-05-15 13:30:00+00:00,QQQ,-0.5061134002149976,0.76,BEAR
2001-05-31 13:30:00+00:00,AAPL,-1.783446609758247,1.0,BULL
2001-06-01 13:30:00+00:00,AAPL,-3.3339715939592494,1.0,BULL
2001-06-05 13:30:00+00:00,AAPL,-3.81126534201447,1.0,BULL
2001-07-05 13:30:00+00:00,QQQ,-1.2322550160938912,0.7,BEAR
2001-07-06 13:30:00+00:00,SPY,1.4336476608873374,0.67,BEAR
2001-07-06 13:30:00+00:00,QQQ,-0.8734561899840929,0.69,BEAR
2001-07-09 13:30:00+00:00,SPY,-1.3133242717477103,0.71,BEAR
2001-07-09 13:30:00+00:00,QQQ,-5.575687085686017,0.85,BEAR
2001-07-10 13:30:00+00:00,SPY,-0.4058251263252406,0.67,BEAR
2001-07-10 13:30:00+00:00,QQQ,-0.9693683010786529,0.82,BEAR
2001-07-11 13:30:00+00:00,QQQ,-5.3362316808078,0.95,BEAR
2001-07-18 13:30:00+00:00,QQQ,1.1262291790586338,0.64,BEAR
2001-07-23 13:30:00+00:00,SPY,0.8847331124994697,0.7,BEAR
2001-07-23 13:30:00+00:00,QQQ,4.834733715706303,0.85,BEAR
2001-07-24 13:30:00+00:00,SPY,2.2417509205884616,1.0,BEAR
2001-07-24 13:30:00+00:00,QQQ,4.983459021725485,0.85,BEAR
2001-07-25 13:30:00+00:00,QQQ,-0.3469402819812636,0.83,BEAR
2001-08-08 13:30:00+00:00,SPY,-1.5074361801516787,0.65,FLAT
2001-08-09 13:30:00+00:00,SPY,-2.05795044099118,0.81,FLAT
2001-08-14 13:30:00+00:00,QQQ,-6.582360759807903,0.76,BEAR
2001-08-15 13:30:00+00:00,SPY,-2.0640050858232604,0.65,FLAT
2001-08-15 13:30:00+00:00,QQQ,-3.2056056221152938,0.8,BEAR
2001-08-16 13:30:00+00:00,QQQ,-6.173773486679841,0.75,BEAR
2001-08-29 13:30:00+00:00,AAPL,-4.543157499330233,0.68,BEAR
2001-08-30 13:30:00+00:00,AAPL,-12.033640849063861,0.85,BEAR
2001-09-07 13:30:00+00:00,AAPL,-9.074882463189423,0.71,BEAR
2001-09-10 13:30:00+00:00,AAPL,-3.8675935451714465,0.7,BEAR
2001-09-17 13:30:00+00:00,AAPL,-8.883333234828823,0.69,BEAR
2001-10-29 14:30:00+00:00,SPY,4.151937065194952,0.7,BEAR
2001-10-30 14:30:00+00:00,SPY,6.950134161497402,0.7,BEAR
2001-10-30 14:30:00+00:00,QQQ,15.19553153723518,0.7,BEAR
2001-10-31 14:30:00+00:00,SPY,7.227917249300364,1.0,BEAR
2002-01-28 14:30:00+00:00,QQQ,-6.844382052475371,0.66,BULL
2002-01-30 14:30:00+00:00,QQQ,-4.400921062844429,1.0,BULL
2002-02-20 14:30:00+00:00,AAPL,4.3120919668324165,0.74,BULL
2002-02-22 14:30:00+00:00,AAPL,6.818131649950653,0.75,BULL
2002-03-27 14:30:00+00:00,SPY,-3.915827519396675,0.57,BULL
2002-04-01 14:30:00+00:00,SPY,-3.0920699749338314,0.49,BULL
2002-04-02 14:30:00+00:00,QQQ,-0.6070873923478648,0.65,FLAT
2002-05-03 13:30:00+00:00,SPY,2.7652947946454534,0.71,BEAR
2002-05-06 13:30:00+00:00,SPY,3.245900525991275,0.68,BEAR
2002-05-10 13:30:00+00:00,SPY,2.118568028779972,0.81,BEAR
2002-05-13 13:30:00+00:00,AAPL,-2.5044960988274436,0.79,BULL
2002-05-28 13:30:00+00:00,SPY,-5.34542973319223,0.88,BEAR
2002-05-28 13:30:00+00:00,QQQ,-10.643907706449268,0.85,BEAR
2002-05-29 13:30:00+00:00,SPY,-3.8720953474862587,0.7,BEAR
2002-05-29 13:30:00+00:00,QQQ,-7.42648588049558,0.85,BEAR
2002-05-30 13:30:00+00:00,SPY,-5.59722380167017,0.7,BEAR
2002-05-30 13:30:00+00:00,QQQ,-10.316226460552448,0.85,BEAR
2002-05-31 13:30:00+00:00,SPY,-5.619117197807864,0.7,BEAR
2002-05-31 13:30:00+00:00,QQQ,-8.403531591048234,0.9,BEAR
2002-06-03 13:30:00+00:00,SPY,-0.18692423783006087,0.7,BEAR
2002-06-03 13:30:00+00:00,QQQ,-1.0326734599050265,0.9,BEAR
2002-06-04 13:30:00+00:00,SPY,-0.1065824794596811,0.7,BEAR
2002-06-04 13:30:00+00:00,QQQ,-1.6404888691401658,0.9,BEAR
2002-06-05 13:30:00+00:00,SPY,-3.089199094619454,0.68,BEAR
2002-06-05 13:30:00+00:00,QQQ,-7.861751647181822,0.9,BEAR
2002-06-06 13:30:00+00:00,SPY,-0.7832544187277626,0.58,BEAR
2002-06-06 13:30:00+00:00,QQQ,-4.672655714690194,0.9,BEAR
2002-06-07 13:30:00+00:00,QQQ,-9.15164842897857,0.9,BEAR
2002-07-09 13:30:00+00:00,SPY,-17.066897978965425,0.9,BEAR
2002-07-09 13:30:00+00:00,QQQ,-10.82096504498767,0.9,BEAR
2002-07-10 13:30:00+00:00,SPY,-7.97905850150979,0.9,BEAR
2002-07-10 13:30:00+00:00,QQQ,-1.1839518052127251,0.9,BEAR
2002-07-11 13:30:00+00:00,SPY,-10.227627469020774,1.0,BEAR
2002-07-12 13:30:00+00:00,SPY,-7.051489093063592,0.9,BEAR
2002-07-15 13:30:00+00:00,SPY,-1.7597233469763007,0.9,BEAR
2002-07-16 13:30:00+00:00,SPY,-2.020158161917995,0.82,BEAR
2002-07-17 13:30:00+00:00,AAPL,-2.059940035524386,0.78,BEAR
2002-07-18 13:30:00+00:00,AAPL,0.2435491340749092,0.78,BEAR
2002-07-19 13:30:00+00:00,AAPL,-2.417929672535526,0.78,BEAR
2002-07-19 13:30:00+00:00,QQQ,-7.276212702117029,0.85,BEAR
2002-07-22 13:30:00+00:00,AAPL,-6.540178546376764,0.78,BEAR
2002-07-22 13:30:00+00:00,QQQ,-9.152542372881342,0.9,BEAR
2002-07-23 13:30:00+00:00,AAPL,2.1693926562279873,0.78,BEAR
2002-07-23 13:30:00+00:00,QQQ,2.1891644060152746,0.9,BEAR
2002-07-24 13:30:00+00:00,AAPL,0.05307776488937256,0.78,BEAR
2002-07-25 13:30:00+00:00,AAPL,5.277638202572772,0.7,BEAR
2002-07-25 13:30:00+00:00,QQQ,4.050829051226359,0.9,BEAR
2002-07-26 13:30:00+00:00,AAPL,3.0716353194964032,0.7,BEAR
2002-07-26 13:30:00+00:00,QQQ,-0.21808315216764693,0.88,BEAR
2002-07-29 13:30:00+00:00,AAPL,0.3011154310791951,0.7,BEAR
2002-08-01 13:30:00+00:00,AAPL,5.366291027176757,0.9,BEAR
2002-08-01 13:30:00+00:00,QQQ,7.2021723276886815,0.7,BEAR
2002-08-02 13:30:00+00:00,AAPL,8.488361905318179,0.9,BEAR
2002-08-02 13:30:00+00:00,QQQ,11.19914501813649,0.85,BEAR
2002-08-05 13:30:00+00:00,AAPL,11.553160315179328,0.9,BEAR
2002-08-05 13:30:00+00:00,SPY,11.55545161902116,0.7,BEAR
2002-08-05 13:30:00+00:00,QQQ,15.388123688771332,0.9,BEAR
2002-08-27 13:30:00+00:00,QQQ,-2.682154521648552,0.7,BEAR
2002-08-28 13:30:00+00:00,SPY,-2.2348811079973894,0.85,BEAR
2002-08-28 13:30:00+00:00,QQQ,-2.186963979416816,0.9,BEAR
2002-08-29 13:30:00+00:00,SPY,-2.4106230352002727,0.9,BEAR
2002-08-29 13:30:00+00:00,QQQ,-2.9248776533081062,0.9,BEAR
2002-08-30 13:30:00+00:00,SPY,-1.241486472846768,0.9,BEAR
2002-08-30 13:30:00+00:00,QQQ,-2.1968968102592576,0.9,BEAR
2002-09-03 13:30:00+00:00,AAPL,3.779426946406639,0.7,BEAR
2002-09-03 13:30:00+00:00,SPY,-1.1302090269256042,0.79,BEAR
2002-09-03 13:30:00+00:00,QQQ,-1.7628178653032907,0.9,BEAR
2002-09-04 13:30:00+00:00,QQQ,-2.3467124335579888,0.75,BEAR
2002-09-05 13:30:00+00:00,AAPL,0.19241351974357285,0.7,BEAR
2002-10-04 13:30:00+00:00,AAPL,2.318877873124613,0.8,BEAR
2002-10-07 13:30:00+00:00,AAPL,4.298125762680052,0.8,BEAR
2002-10-08 13:30:00+00:00,AAPL,8.215872733186659,0.98,BEAR
2002-10-08 13:30:00+00:00,QQQ,20.64570943075616,0.77,BEAR
2002-10-09 13:30:00+00:00,AAPL,8.66057239880623,0.75,BEAR
2002-10-09 13:30:00+00:00,QQQ,21.601565120256236,0.76,BEAR
2002-11-11 14:30:00+00:00,SPY,5.2513072560271645,0.7,BEAR
2003-03-04 14:30:00+00:00,SPY,5.514446203394821,0.65,FLAT
2003-03-10 14:30:00+00:00,SPY,6.196099568796541,0.65,FLAT
2003-03-11 14:30:00+00:00,SPY,8.650716140680881,0.65,FLAT
2003-03-12 14:30:00+00:00,SPY,5.656544159836942,0.65,FLAT
2003-03-31 14:30:00+00:00,SPY,4.15934799409823,0.8,BEAR
2003-07-18 13:30:00+00:00,SPY,-1.108684096964741,0.64,BULL
2003-07-22 13:30:00+00:00,SPY,-2.9267064416818744,0.74,BULL
2003-07-22 13:30:00+00:00,QQQ,-3.9580004437450476,0.58,BULL
2003-07-23 13:30:00+00:00,SPY,-3.2010237654562173,0.76,BULL
2003-07-31 13:30:00+00:00,SPY,-0.009060703481303367,0.75,BULL
2003-08-07 13:30:00+00:00,AAPL,7.523495126000744,0.62,BULL
2003-08-07 13:30:00+00:00,SPY,2.4098781131391087,0.83,BULL
2003-08-11 13:30:00+00:00,AAPL,5.3855257153413865,0.66,BULL
2003-08-11 13:30:00+00:00,QQQ,6.355142076413538,0.98,BULL
2003-08-12 13:30:00+00:00,AAPL,5.587610789996974,0.65,BULL
