ticker,date,layer,pattern,sentiment,trend_bias,kalman_vol,ret_3d,ret_5d,ret_10d
AAPL,2021-11-09,MICRO,TWEEZER_BOTTOM,BULLISH,UP,DECEL,-0.17169889744300607,0.5005152925936719,7.429043658655515
AAPL,2021-11-10,MICRO,BEARISH_MARUBOZU,BEARISH,UP,ACCEL,0.8166093597080657,3.162267258319783,8.84160357919006
AAPL,2021-11-10,MACRO,BEARISH_ENGULFING,BEARISH,UP,ACCEL,0.8166093597080657,3.162267258319783,8.84160357919006
AAPL,2021-11-11,MACRO,TWEEZER_TOP,BEARISH,UP,DECEL,1.9319830235829782,6.569536314663263,5.853989656558806
AAPL,2021-11-12,MICRO,TWEEZER_BOTTOM,BULLISH,UP,ACCEL,1.9088344567990398,6.596282828487357,6.390461403101466
AAPL,2021-11-15,MACRO,TWEEZER_TOP,BEARISH,UP,ACCEL,5.439957949197384,7.543827607087458,10.40240084134791
AAPL,2021-11-16,MICRO,BULLISH_ENGULFING,BULLISH,UP,ACCEL,6.0428974092252865,6.610911674993257,8.830214992475591
AAPL,2021-11-17,MACRO,TWEEZER_BOTTOM,BULLISH,UP,ACCEL,4.374097584314817,4.970445912790115,6.150174300694901
AAPL,2021-11-18,MACRO,TWEEZER_BOTTOM,BULLISH,UP,ACCEL,2.0942497922642986,-0.8153148233100923,2.3662345846813886
AAPL,2021-11-19,MACRO,BULLISH_MARUBOZU,BULLISH,UP,ACCEL,-0.12950332101058942,-1.1779146397337386,1.9549714891265866
AAPL,2021-11-22,MICRO,SHOOTING_STAR,BEARISH,UP,ACCEL,-2.5092225175576486,2.7691282200455767,6.424778254547077
AAPL,2021-11-22,MACRO,BULLISH_ENGULFING,BULLISH,UP,ACCEL,-2.8402450747867456,2.4201834223314433,6.063420973785783
AAPL,2021-11-24,MICRO,MORNING_STAR,BULLISH,UP,DECEL,3.3260649215502576,2.3634323220478803,9.114317428874001
AAPL,2021-11-30,MICRO,BULLISH_MARUBOZU,BULLISH,UP,ACCEL,-3.699360147132622,1.8582671159272635,3.7326422507983494
AAPL,2021-12-01,MACRO,THREE_WHITE_SOLDIERS,BULLISH,UP,ACCEL,3.726926001297268,9.850670244661837,12.498437131568034
AAPL,2021-12-06,MICRO,INVERTED_HAMMER,BULLISH,UP,DECEL,3.0436195216057933,3.7401815568433383,0.20426834018826895
AAPL,2021-12-06,MACRO,BULLISH_ENGULFING,BULLISH,UP,DECEL,3.0436195216057933,3.7401815568433383,0.20426834018826895
AAPL,2021-12-07,MICRO,MORNING_STAR,BULLISH,UP,DECEL,3.9350012538998795,0.9695473877034908,0.19342386521468596
AAPL,2021-12-07,MACRO,HAMMER,BULLISH,UP,DECEL,3.9350012538998795,0.9695473877034908,0.19342386521468596
AAPL,2021-12-08,MACRO,BULLISH_MARUBOZU,BULLISH,UP,DECEL,0.3122256857955351,2.344280541384211,0.25512749174291466
AAPL,2021-12-10,MICRO,BULLISH_MARUBOZU,BULLISH,UP,DECEL,-1.364271244646092,-5.853219888205779,-0.7976551074371112
AAPL,2021-12-10,MACRO,BULLISH_MARUBOZU,BULLISH,UP,DECEL,-1.364271244646092,-5.853219888205779,-0.7976551074371112
AAPL,2021-12-13,MICRO,DARK_CLOUD_COVER,BEARISH,UP,ACCEL,-1.3950039793175184,-2.831742395086982,2.6291060844951275
AAPL,2021-12-15,MICRO,MORNING_STAR,BULLISH,UP,DECEL,-5.861247874772695,-2.594843896480925,-1.1751235744211537
AAPL,2021-12-17,MACRO,DARK_CLOUD_COVER,BEARISH,UP,ACCEL,4.567504403807192,7.359729184355057,8.359915111082742
AAPL,2021-12-23,MACRO,BULLISH_ENGULFING,BULLISH,UP,DECEL,1.101886316676826,0.08173092157739775,-2.961808110665005
AAPL,2021-12-27,MICRO,BULLISH_MARUBOZU,BULLISH,UP,DECEL,-1.2413977140322747,0.870114628509627,-4.572136590019539
AAPL,2021-12-27,MACRO,PIERCING_LINE,BULLISH,UP,DECEL,-1.2413977140322747,0.870114628509627,-4.572136590019539
AAPL,2021-12-29,MICRO,TWEEZER_BOTTOM,BULLISH,UP,DECEL,1.2753352114657528,-2.6697185421111986,-2.330323626556131
AAPL,2021-12-30,MICRO,BEARISH_ENGULFING,BEARISH,UP,DECEL,1.0157789133972668,-3.312658684029953,-3.2058581354490543
AAPL,2021-12-31,MACRO,INVERTED_HAMMER,BULLISH,UP,DECEL,-1.9215228347906559,-3.4634694277760274,-2.9588396735800293
AAPL,2022-01-03,MICRO,MORNING_STAR,BULLISH,UP,ACCEL,-6.017089432079828,-5.9132761896298,-7.2191895221832185
AAPL,2022-01-04,MICRO,TWEEZER_TOP,BEARISH,UP,ACCEL,-3.8462711069808067,-2.2210967915528235,-7.163667670781858
AAPL,2022-01-04,MACRO,DOJI,NEUTRAL,UP,ACCEL,-3.8462711069808067,-2.2210967915528235,-7.163667670781858
AAPL,2022-01-07,MACRO,EVENING_STAR,BEARISH,UP,DECEL,4.081293598962048,2.6226389989231147,-4.166687731591461
AAPL,2022-01-10,MACRO,EVENING_STAR,BEARISH,UP,ACCEL,0.17802410306429908,-1.2124358046344952,-7.0419562953388555
AAPL,2022-01-11,MACRO,EVENING_STAR,BEARISH,UP,DECEL,-1.5999041157351925,-5.488844929100238,-9.207190710171046
AAPL,2022-01-13,MICRO,EVENING_STAR,BEARISH,UP,DECEL,-2.8298267127100036,-5.062813071070912,-0.43314052493942856
AAPL,2022-01-19,MACRO,BEARISH_MARUBOZU,BEARISH,UP,ACCEL,-2.890085058085897,-4.049733350679517,5.654022170526759
AAPL,2022-01-20,MICRO,THREE_BLACK_CROWS,BEARISH,UP,ACCEL,-2.583251773183837,-2.92470365042182,5.415906130612972
AAPL,2022-01-20,MACRO,BEARISH_ENGULFING,BEARISH,UP,ACCEL,-2.583251773183837,-2.92470365042182,5.415906130612972
AAPL,2022-01-24,MICRO,HAMMER,BULLISH,UP,ACCEL,-0.20935545705591674,9.5428252300235,7.724471312601463
AAPL,2022-01-25,MACRO,THREE_BLACK_CROWS,BEARISH,UP,ACCEL,4.597686586188166,7.2259747298390185,7.497868918159262
AAPL,2022-01-26,MACRO,THREE_BLACK_CROWS,BEARISH,UP,DECEL,7.95953041221833,8.614277808386053,9.024827744603495
AAPL,2022-01-28,MACRO,PIERCING_LINE,BULLISH,UP,ACCEL,3.0056945857004873,1.113376671685314,-1.0861262777873844
AAPL,2022-01-31,MACRO,BULLISH_ENGULFING,BULLISH,UP,DECEL,-0.7821532394155799,-1.3682088134359667,-2.9655399950286503
AAPL,2022-02-01,MICRO,HAMMER,BULLISH,UP,DECEL,-1.368738633683622,0.027308542336646303,-1.1398688002465307
AAPL,2022-02-03,MICRO,TWEEZER_TOP,BEARISH,UP,DECEL,2.0381069990722684,0.4564126212834564,-1.4345763362105401
AAPL,2022-02-07,MICRO,BEARISH_ENGULFING,BEARISH,UP,DECEL,0.4563872188341126,-1.4346012604848235,-4.096008275909627
AAPL,2022-02-08,MICRO,TWEEZER_BOTTOM,BULLISH,UP,DECEL,-4.304173636668404,-1.949232861848169,-9.167285939151936
AAPL,2022-02-08,MACRO,DRAGONFLY_DOJI,BULLISH,UP,DECEL,-4.304173636668404,-1.949232861848169,-9.167285939151936
AAPL,2022-02-10,MICRO,EVENING_STAR,BEARISH,UP,ACCEL,0.5610288961253074,-1.7145322219479837,-4.05991929356989
AAPL,2022-02-11,MACRO,BEARISH_ENGULFING,BEARISH,UP,ACCEL,3.28132408611192,0.13887752737816436,-1.1659774733383705
AAPL,2022-02-15,MACRO,BEARISH_ENGULFING,BEARISH,UP,DECEL,-2.4609377115176554,-6.676176322442566,-2.8923784351725104
AAPL,2022-02-17,MICRO,EVENING_STAR,BEARISH,UP,DECEL,-5.499321288061002,-2.677332527322541,-3.6691857566507733
AAPL,2022-02-17,MACRO,EVENING_STAR,BEARISH,UP,DECEL,-5.499321288061002,-2.677332527322541,-3.6691857566507733
AAPL,2022-02-18,MACRO,GRAVESTONE_DOJI,BEARISH,UP,ACCEL,-1.0855387689577174,0.36105494679654754,-3.176380867740506
AAPL,2022-02-22,MACRO,THREE_BLACK_CROWS,BEARISH,UP,ACCEL,-0.03029711073718012,-1.0309187347878506,-4.523905133073726
AAPL,2022-02-23,MICRO,BEARISH_MARUBOZU,BEARISH,UP,ACCEL,8.993713934421056,9.944229482384989,7.561335740909588
AAPL,2022-02-23,MACRO,BEARISH_MARUBOZU,BEARISH,UP,ACCEL,8.993713934421056,9.944229482384989,7.561335740909588
AAPL,2022-02-24,MICRO,BULLISH_MARUBOZU,BULLISH,UP,ACCEL,-0.6483517342434513,1.1962494484624007,-3.497385579548314
AAPL,2022-02-25,MICRO,HAMMER,BULLISH,UP,ACCEL,1.9594759384853537,-0.11572874139223542,-5.28223316080155
AAPL,2022-02-25,MACRO,HANGING_MAN,BEARISH,UP,ACCEL,2.334085825052754,0.25125662393692216,-4.9342300785479996
AAPL,2022-02-28,MACRO,DRAGONFLY_DOJI,BULLISH,UP,DECEL,0.6460489833962031,-3.5498127670459136,-8.80521013519997
AAPL,2022-03-01,MACRO,THREE_BLACK_CROWS,BEARISH,UP,DECEL,-0.4751693720529097,-3.970102412635837,-5.4035014322456565
AAPL,2022-03-02,MACRO,PIERCING_LINE,BULLISH,UP,DECEL,-5.631325328633046,-3.469068479900314,-5.459523462210858
AAPL,2022-03-04,MACRO,GRAVESTONE_DOJI,BEARISH,UP,DECEL,0.11552036167976382,-4.934810618080819,0.7483223353684971
AAPL,2022-03-08,MACRO,THREE_BLACK_CROWS,BEARISH,UP,ACCEL,-3.942151310003868,-3.718660077164064,4.805051516753328
AAPL,2022-03-09,MICRO,MORNING_STAR,BULLISH,UP,ACCEL,-6.238117655642402,-0.6542490468621093,5.95676023558112
AAPL,2022-03-11,MICRO,BEARISH_MARUBOZU,BEARISH,UP,DECEL,5.655141245260255,8.561480912838386,15.671813561302256
AAPL,2022-03-11,MACRO,BEARISH_ENGULFING,BEARISH,UP,DECEL,5.655141245260255,8.561480912838386,15.671813561302256
AAPL,2022-03-15,MICRO,TWEEZER_BOTTOM,BULLISH,UP,DECEL,4.045558687385231,7.116556063341821,13.550390576443682
AAPL,2022-03-15,MACRO,THREE_BLACK_CROWS,BEARISH,UP,DECEL,4.782205864139692,7.8749460379183,14.354332385135656
AAPL,2022-03-16,MACRO,DRAGONFLY_DOJI,BULLISH,UP,DECEL,4.047246664740109,7.086005944037862,11.842304367997238
AAPL,2022-03-17,MACRO,HAMMER,BULLISH,UP,DECEL,4.868877918517373,8.130126073069736,8.465557407835224
AAPL,2022-03-18,MICRO,THREE_WHITE_SOLDIERS,BULLISH,UP,ACCEL,3.8854196101901426,6.638035122737346,6.387802533496906
AAPL,2022-03-18,MACRO,BULLISH_ENGULFING,BULLISH,UP,ACCEL,3.8854196101901426,6.638035122737346,6.387802533496906
AAPL,2022-03-21,MICRO,THREE_WHITE_SOLDIERS,BULLISH,UP,DECEL,4.886109304970888,5.807993250202228,7.519251056376149
AAPL,2022-03-21,MACRO,TWEEZER_BOTTOM,BULLISH,UP,DECEL,4.886109304970888,5.807993250202228,7.519251056376149
AAPL,2022-03-23,MACRO,MORNING_STAR,BULLISH,UP,DECEL,2.4187259122411255,3.684385920998693,0.2198915517248358
AAPL,2022-03-24,MACRO,MORNING_STAR,BULLISH,UP,DECEL,2.7720051789115723,0.2739285442335342,-1.144540251041515
AAPL,2022-03-25,MACRO,BULLISH_MARUBOZU,BULLISH,UP,DECEL,3.0294018480205764,1.0241099363514872,-1.4216746663433328
AAPL,2022-03-28,MICRO,BULLISH_MARUBOZU,BULLISH,UP,DECEL,-1.3262951184177045,0.8380750382685778,-6.333180516035972
AAPL,2022-03-28,MACRO,BULLISH_MARUBOZU,BULLISH,UP,DECEL,-1.3262951184177045,0.8380750382685778,-6.333180516035972
AAPL,2022-03-29,MICRO,BULLISH_MARUBOZU,BULLISH,UP,ACCEL,-2.5335295372913404,-2.114174544793349,-6.251914387190887
AAPL,2022-03-29,MACRO,BULLISH_MARUBOZU,BULLISH,UP,ACCEL,-2.5335295372913404,-2.114174544793349,-6.251914387190887
AAPL,2022-03-31,MICRO,EVENING_STAR,BEARISH,UP,ACCEL,0.7620629238096646,-0.918651625728873,-4.861402128626403
AAPL,2022-03-31,MACRO,THREE_WHITE_SOLDIERS,BULLISH,UP,ACCEL,0.4221892258028984,-1.2528562191870616,-5.182307697085956
AAPL,2022-04-01,MACRO,INVERTED_HAMMER,BULLISH,UP,DECEL,-1.797395533825412,-2.791846204040607,-5.660827042107072
AAPL,2022-04-04,MICRO,MORNING_STAR,BULLISH,UP,DECEL,-3.231251953991919,-6.823405996090227,-5.895850906995949
AAPL,2022-04-05,MICRO,TWEEZER_TOP,BEARISH,UP,DECEL,-1.1162367180290642,-2.5289259317851234,-2.7789131899647064
AAPL,2022-04-07,MICRO,TWEEZER_BOTTOM,BULLISH,UP,ACCEL,-2.544769102864498,-3.9223768421838527,-5.95682884961166
AAPL,2022-04-08,MACRO,BEARISH_ENGULFING,BEARISH,UP,DECEL,1.2135085873920128,-1.9523973733282154,-3.253182175522182
AAPL,2022-04-11,MACRO,EVENING_STAR,BEARISH,UP,DECEL,-1.435332414148808,-0.1771252273708955,-6.49803666331136
AAPL,2022-04-13,MICRO,MORNING_STAR,BULLISH,UP,DECEL,-2.244195251385511,-2.816472867938213,-4.439896579885153
AAPL,2022-04-14,MICRO,BEARISH_ENGULFING,BEARISH,UP,ACCEL,2.2082295300354864,-1.1166306995211022,-3.646909575776036
AAPL,2022-04-14,MACRO,BEARISH_MARUBOZU,BEARISH,UP,ACCEL,2.2082295300354864,-1.1166306995211022,-3.646909575776036
AAPL,2022-04-20,MACRO,DOJI,NEUTRAL,UP,DECEL,-3.248023397655262,-6.996216996572703,-1.3828490405264993
AAPL,2022-04-22,MACRO,SHOOTING_STAR,BEARISH,UP,ACCEL,-2.5390756615542682,-1.8668031250668755,-1.9532946687385102
AAPL,2022-04-26,MICRO,BEARISH_MARUBOZU,BEARISH,UP,ACCEL,1.4028530382993156,2.5799222592693507,-0.4708312013056561
AAPL,2022-04-28,MICRO,MORNING_STAR,BULLISH,UP,ACCEL,-2.0001994394203497,-3.6654810320881706,-12.268756462943724
AAPL,2022-04-28,MACRO,THREE_BLACK_CROWS,BEARISH,UP,ACCEL,-0.9102644501510498,-2.5940669853560214,-11.293026395778593
AAPL,2022-05-02,MICRO,HAMMER,BULLISH,UP,ACCEL,-1.1469865647342699,-3.9760529520903107,-8.093341336211727
AAPL,2022-05-04,MICRO,BULLISH_MARUBOZU,BULLISH,UP,DECEL,-7.574267207219647,-10.95377329253452,-14.406193129753712
AAPL,2022-05-06,MACRO,GRAVESTONE_DOJI,BEARISH,DOWN,DECEL,-5.17554012609222,-4.780701380421222,-10.942669974370206
AAPL,2022-05-10,MACRO,BEARISH_ENGULFING,BEARISH,DOWN,DECEL,-3.5571864871597505,-2.160781604731776,-7.982350048082323
AAPL,2022-05-11,MACRO,BEARISH_MARUBOZU,BEARISH,DOWN,ACCEL,2.47131029786126,-0.8519206176859238,-1.0631364729045765
AAPL,2022-05-12,MICRO,DOJI,NEUTRAL,DOWN,ACCEL,3.5734535727343024,-4.678293925585604,-0.2158291215944575
AAPL,2022-05-16,MICRO,DOJI,NEUTRAL,DOWN,DECEL,-7.5401834613168655,-3.6627137357005206,0.1945312294268104
AAPL,2022-05-16,MACRO,THREE_BLACK_CROWS,BEARISH,DOWN,DECEL,-7.5401834613168655,-3.6627137357005206,0.1945312294268104
AAPL,2022-05-17,MACRO,HANGING_MAN,BEARISH,DOWN,DECEL,-5.827367240518598,-3.9314389754413472,1.7836573706313055
AAPL,2022-05-23,MICRO,BULLISH_MARUBOZU,BULLISH,DOWN,ACCEL,1.7738396730977741,5.355522128517578,5.263521261967495
AAPL,2022-05-23,MACRO,THREE_BLACK_CROWS,BEARISH,DOWN,ACCEL,2.4467916089915427,6.052156969074014,5.959547771724506
AAPL,2022-05-25,MACRO,DRAGONFLY_DOJI,BULLISH,DOWN,DECEL,7.76915987323709,9.485205415935424,3.2799858144692626
AAPL,2022-05-26,MICRO,BULLISH_MARUBOZU,BULLISH,DOWN,DECEL,1.9735051878941146,-0.3099513358285985,-5.967152012130318
AAPL,2022-05-27,MICRO,BULLISH_MARUBOZU,BULLISH,DOWN,DECEL,1.176310011878237,-2.2160742773477926,-11.757605115396679
AAPL,2022-05-27,MACRO,BULLISH_MARUBOZU,BULLISH,DOWN,DECEL,1.176310011878237,-2.2160742773477926,-11.757605115396679
AAPL,2022-05-31,MICRO,DOJI,NEUTRAL,DOWN,ACCEL,-2.7519475868138388,-0.5244263579870414,-11.193763929346149
AAPL,2022-06-01,MACRO,BULLISH_ENGULFING,BULLISH,DOWN,DECEL,-1.4372205038111077,-0.20977009592247514,-8.66050180240733
AAPL,2022-06-02,MICRO,BULLISH_ENGULFING,BULLISH,DOWN,DECEL,0.9908402792798677,-3.13139001212767,-11.674624003427258
AAPL,2022-06-02,MACRO,MORNING_STAR,BULLISH,DOWN,DECEL,0.9908402792798677,-3.13139001212767,-11.674624003427258
AAPL,2022-06-03,MACRO,GRAVESTONE_DOJI,BEARISH,DOWN,ACCEL,0.8843094226304681,-6.499958448599114,-10.297783686316082
AAPL,2022-06-07,MICRO,BULLISH_ENGULFING,BULLISH,DOWN,DECEL,-7.855737092109079,-10.7921506308908,-9.05180719264859
AAPL,2022-06-08,MACRO,DOJI,NEUTRAL,DOWN,DECEL,-10.002845054738438,-7.5802813358779515,-5.642213381417686
AAPL,2022-06-09,MICRO,EVENING_STAR,BEARISH,DOWN,ACCEL,-5.110423819827324,-7.040237637461925,1.2508093798548487
AAPL,2022-06-10,MICRO,BEARISH_MARUBOZU,BEARISH,DOWN,ACCEL,2.2159381058576226,-0.7049569015724881,6.918034120780183
AAPL,2022-06-10,MACRO,EVENING_STAR,BEARISH,DOWN,ACCEL,2.2159381058576226,-0.7049569015724881,6.918034120780183
AAPL,2022-06-13,MICRO,SHOOTING_STAR,BEARISH,DOWN,ACCEL,-2.1288535480284674,2.2432166642663667,3.424669712734707
AAPL,2022-06-14,MACRO,EVENING_STAR,BEARISH,DOWN,ACCEL,-1.6535689764639765,1.1796115965379608,4.080088316468349
AAPL,2022-06-15,MICRO,MORNING_STAR,BULLISH,DOWN,ACCEL,2.6092178933299723,4.42171077254342,3.2511429440498856
AAPL,2022-06-15,MACRO,EVENING_STAR,BEARISH,DOWN,ACCEL,3.1310464303289347,4.952756907404441,3.7762360494468683
AAPL,2022-06-16,MACRO,BEARISH_MARUBOZU,BEARISH,DOWN,ACCEL,4.3216150107759415,9.185079373051614,7.080907811668495
AAPL,2022-06-24,MACRO,BULLISH_MARUBOZU,BULLISH,DOWN,DECEL,-2.603652031736469,-2.813538260578767,1.341717370615676
AAPL,2022-06-28,MACRO,INVERTED_HAMMER,BULLISH,DOWN,DECEL,0.7761152385392024,3.670367043942493,5.534597744400773
AAPL,2022-07-01,MICRO,BULLISH_ENGULFING,BULLISH,DOWN,ACCEL,5.868141956293801,4.79751504790792,6.388983222811261
AAPL,2022-07-05,MACRO,TWEEZER_TOP,BEARISH,DOWN,DECEL,4.249663809492999,3.413073785485701,7.057260767985575
AAPL,2022-07-06,MICRO,THREE_WHITE_SOLDIERS,BULLISH,DOWN,DECEL,0.8724588166139459,1.304179788294652,6.561200940406244
AAPL,2022-07-07,MICRO,BULLISH_MARUBOZU,BULLISH,DOWN,DECEL,0.23710381822863014,2.0307403525165872,6.758745225448484
AAPL,2022-07-08,MACRO,BULLISH_ENGULFING,BULLISH,DOWN,DECEL,-0.3192595219982811,2.887167574298112,5.5729130505272355
AAPL,2022-07-11,MACRO,BULLISH_ENGULFING,BULLISH,DOWN,DECEL,1.6221879806857333,0.663937046636804,4.688563295447294
AAPL,2022-07-12,MICRO,GRAVESTONE_DOJI,BEARISH,DOWN,ACCEL,5.340300451744236,5.922517427485776,6.343409260285347
AAPL,2022-07-12,MACRO,BULLISH_ENGULFING,BULLISH,DOWN,ACCEL,4.70424671449452,5.282948214376179,5.7012986663169345
AAPL,2022-07-13,MICRO,MORNING_STAR,BULLISH,DOWN,ACCEL,1.6730004839582737,5.8001944807924,8.39266269167005
AAPL,2022-07-14,MACRO,THREE_WHITE_SOLDIERS,BULLISH,DOWN,ACCEL,0.635798506443809,3.5348998207012405,4.867855464869523
AAPL,2022-07-18,MICRO,BEARISH_ENGULFING,BEARISH,DOWN,ACCEL,5.330594307630605,3.7033558343024313,9.507238427107596
AAPL,2022-07-19,MICRO,TWEEZER_BOTTOM,BULLISH,DOWN,ACCEL,1.739791394084677,0.09573564607673932,5.648537246269248
AAPL,2022-07-20,MACRO,BULLISH_MARUBOZU,BULLISH,DOWN,DECEL,-1.2352699834355105,1.244350307529135,7.275494910692084
AAPL,2022-07-21,MICRO,HAMMER,BULLISH,DOWN,DECEL,-2.6188885635986763,1.0746698895984206,6.508983008945789
AAPL,2022-07-22,MICRO,BEARISH_ENGULFING,BEARISH,DOWN,DECEL,1.9878593455386138,5.708567222335689,7.705342159683252
AAPL,2022-07-28,MACRO,HAMMER,BULLISH,DOWN,ACCEL,-1.0163839646357404,2.5715488520693564,4.374201980426315
AAPL,2022-08-01,MICRO,INVERTED_HAMMER,BULLISH,DOWN,DECEL,3.3869918004739485,2.943675928802481,8.13861653838674
AAPL,2022-08-02,MICRO,EVENING_STAR,BEARISH,DOWN,DECEL,3.32200558005286,3.053290601999615,8.1209725162161
AAPL,2022-08-03,MICRO,BULLISH_MARUBOZU,BULLISH,DOWN,DECEL,-0.7138178315489443,1.917850134050525,5.115546433294408
AAPL,2022-08-05,MACRO,THREE_WHITE_SOLDIERS,BULLISH,DOWN,DECEL,1.5048340588282723,3.2201327907125545,2.8722763737038166
AAPL,2022-08-08,MACRO,THREE_WHITE_SOLDIERS,BULLISH,DOWN,DECEL,2.5645614933269436,5.425576169498862,2.004534094273722
AAPL,2022-08-15,MACRO,THREE_WHITE_SOLDIERS,BULLISH,DOWN,DECEL,0.6734577869102105,-3.130331561806518,-6.708667681826565
AAPL,2022-08-19,MICRO,EVENING_STAR,BEARISH,DOWN,ACCEL,-1.1144023568423236,-3.422314869659261,-8.032218527923039
AAPL,2022-08-19,MACRO,GRAVESTONE_DOJI,BEARISH,DOWN,ACCEL,-1.1144023568423236,-3.422314869659261,-8.032218527923039
AAPL,2022-08-23,MICRO,TWEEZER_BOTTOM,BULLISH,DOWN,DECEL,-2.319933366407972,-5.1317670050263295,-6.8929003327331015
AAPL,2022-08-26,MICRO,BEARISH_ENGULFING,BEARISH,DOWN,ACCEL,-2.25190799740333,-3.1285571729938804,1.609015321128805
AAPL,2022-08-26,MACRO,EVENING_STAR,BEARISH,DOWN,ACCEL,-2.25190799740333,-3.1285571729938804,1.609015321128805
AAPL,2022-08-30,MICRO,BEARISH_ENGULFING,BEARISH,DOWN,ACCEL,-2.598062316859027,-2.5042848491783087,-2.9106053367328086
AAPL,2022-08-31,MICRO,BEARISH_MARUBOZU,BEARISH,DOWN,ACCEL,-1.110295966810242,-1.1550952620905557,-2.4925748438554893
AAPL,2022-09-02,MICRO,BEARISH_ENGULFING,BEARISH,DOWN,DECEL,-1.0696270109510158,4.675569081708857,-1.056806198369321
AAPL,2022-09-06,MACRO,BEARISH_MARUBOZU,BEARISH,DOWN,DECEL,1.8483786595026273,-0.43619680071432365,1.5441947330271233
AAPL,2022-09-07,MICRO,TWEEZER_BOTTOM,BULLISH,DOWN,ACCEL,5.43325639492053,0.1948368673717952,-0.8309089197762765
AAPL,2022-09-07,MACRO,THREE_BLACK_CROWS,BEARISH,DOWN,ACCEL,5.936257877537577,0.6728468731150037,-0.3577925469280919
AAPL,2022-09-08,MICRO,TWEEZER_TOP,BEARISH,DOWN,ACCEL,-0.8526479242609779,-1.8000448348592248,-1.5615667542797356
AAPL,2022-09-09,MACRO,THREE_BLACK_CROWS,BEARISH,DOWN,DECEL,-2.3784520167046486,-5.2761186331973775,-5.445813992735094
AAPL,2022-09-13,MACRO,THREE_BLACK_CROWS,BEARISH,DOWN,ACCEL,-2.4222895799592967,1.5921790733253283,-1.735938484510727
AAPL,2022-09-14,MICRO,TWEEZER_BOTTOM,BULLISH,DOWN,DECEL,-0.3586064016434554,-0.8488144838926605,-3.3514900129154466
AAPL,2022-09-14,MACRO,GRAVESTONE_DOJI,BEARISH,DOWN,DECEL,0.1400398871544365,-0.3526213968428053,-2.867821337854878
AAPL,2022-09-15,MACRO,SHOOTING_STAR,BEARISH,DOWN,DECEL,3.967859982567506,1.2113121749381472,-5.587352628594959
AAPL,2022-09-16,MICRO,HANGING_MAN,BEARISH,DOWN,ACCEL,3.3314501750105157,1.1198937032062743,-7.101182993148179
AAPL,2022-09-16,MACRO,THREE_BLACK_CROWS,BEARISH,DOWN,ACCEL,3.3314501750105157,1.1198937032062743,-7.101182993148179
AAPL,2022-09-19,MICRO,MORNING_STAR,BULLISH,DOWN,DECEL,-0.753711452391865,-2.0337756228096944,-7.439894702481446
AAPL,2022-09-23,MICRO,HANGING_MAN,BEARISH,UP,DECEL,0.39730978284408525,-7.401813076375702,-6.135489481732461
AAPL,2022-09-23,MACRO,TWEEZER_BOTTOM,BULLISH,UP,DECEL,-0.15527644939908203,-7.911472979966244,-6.652119223314459
AAPL,2022-09-26,MICRO,INVERTED_HAMMER,BULLISH,UP,DECEL,-7.007704867171751,-7.027306782074513,-8.352219873079704
