ticker,archetype,feature,n_turns,total_fires,fire_rate,tp,fp,precision,recall,turns_detected,mean_offset,median_offset,temporal_class
JPM,LL,vwap_sigma_tide,79,160,0.0348280365694384,66,94,0.4125,0.4050632911392405,32,-0.8484848484848485,-1.0,ALERTA
JPM,LL,vwap_sigma_current,79,109,0.02372659991292991,40,69,0.3669724770642202,0.2911392405063291,23,-0.725,-0.5,DETECTION
JPM,LL,vwap_sigma_wave,79,102,0.02220287331301698,31,71,0.30392156862745096,0.24050632911392406,19,-0.7096774193548387,0.0,DETECTION
JPM,LL,kf_rsi_pred_val,79,200,0.043535045711798,57,143,0.285,0.3291139240506329,26,-0.7894736842105263,-1.0,ALERTA
JPM,LL,sigma_tide,79,127,0.02764475402699173,35,92,0.2755905511811024,0.24050632911392406,19,-0.6857142857142857,-1.0,ALERTA
JPM,LL,rsi_value,79,185,0.04026991728341315,46,139,0.24864864864864866,0.2911392405063291,23,-0.7391304347826086,-1.0,ALERTA
JPM,LL,kf_price_pred_val,79,212,0.046147148454505876,44,168,0.20754716981132076,0.35443037974683544,28,-0.7272727272727273,-1.0,ALERTA
JPM,LL,current_accel,79,246,0.05354810622551154,50,196,0.2032520325203252,0.2911392405063291,23,-0.88,-1.0,ALERTA
JPM,LL,wave_accel,79,242,0.05267740531127558,45,197,0.1859504132231405,0.27848101265822783,22,-0.9333333333333333,-1.0,ALERTA
JPM,LL,kf_conj_filt_vel,79,246,0.05354810622551154,38,208,0.15447154471544716,0.20253164556962025,16,-0.9473684210526315,-1.0,ALERTA
JPM,LL,sigma_current,79,150,0.032651284283848496,23,127,0.15333333333333332,0.1518987341772152,12,-0.8260869565217391,-1.0,ALERTA
JPM,LL,kf_price_filt_vel,79,188,0.04092294296909012,27,161,0.14361702127659576,0.25316455696202533,20,-0.8888888888888888,-1.0,ALERTA
JPM,LL,wave_slope,79,244,0.053112755768393555,35,209,0.14344262295081966,0.16455696202531644,13,-0.9428571428571428,-1.0,ALERTA
JPM,LL,kf_price_innovation,79,196,0.04266434479756204,28,168,0.14285714285714285,0.24050632911392406,19,-1.0357142857142858,-1.0,ALERTA
JPM,LL,compression_ratio,79,150,0.032651284283848496,21,129,0.14,0.11392405063291139,9,-0.8571428571428571,-1.0,ALERTA
JPM,LL,current_slope,79,245,0.053330430996952546,33,212,0.1346938775510204,0.1518987341772152,12,-0.9393939393939394,-1.0,ALERTA
JPM,LL,kf_rvol_pred_val,79,217,0.04723552459730083,29,188,0.1336405529953917,0.22784810126582278,18,-0.7586206896551724,-1.0,ALERTA
JPM,LL,conj_wave_current,79,243,0.05289508053983457,32,211,0.13168724279835392,0.1518987341772152,12,-0.9375,-1.0,ALERTA
JPM,LL,sigma_wave,79,158,0.034392686112320416,19,139,0.12025316455696203,0.1518987341772152,12,-0.7894736842105263,-1.0,ALERTA
JPM,LL,tension_tide,79,188,0.04092294296909012,22,166,0.11702127659574468,0.1518987341772152,12,-0.9545454545454546,-1.0,ALERTA
JPM,LL,kf_tension_pred_val,79,199,0.043317370483239005,23,176,0.11557788944723618,0.16455696202531644,13,-0.8695652173913043,-1.0,ALERTA
JPM,LL,vwap_spread_current_wave,79,253,0.055071832825424466,29,224,0.11462450592885376,0.13924050632911392,11,-1.0,-1.0,ALERTA
JPM,LL,kf_conj_pred_val,79,242,0.05267740531127558,25,217,0.10330578512396695,0.11392405063291139,9,-0.92,-1.0,ALERTA
JPM,LL,tide_accel,79,284,0.06181976491075316,29,255,0.10211267605633803,0.17721518987341772,14,-0.8275862068965517,-1.0,ALERTA
JPM,LL,conj_current_tide,79,245,0.053330430996952546,25,220,0.10204081632653061,0.12658227848101267,10,-0.96,-1.0,ALERTA
JPM,LL,conj_wave_tide,79,238,0.05180670439703962,24,214,0.10084033613445378,0.11392405063291139,9,-0.9166666666666666,-1.0,ALERTA
JPM,LL,vwap_spread_tide_current,79,249,0.054201131911188506,25,224,0.10040160642570281,0.11392405063291139,9,-1.04,-1.0,ALERTA
JPM,LL,tide_slope,79,281,0.061166739225076185,28,253,0.099644128113879,0.12658227848101267,10,-1.0357142857142858,-1.0,ALERTA
JPM,LL,vwap_spread_tide_wave,79,241,0.05245973008271659,24,217,0.0995850622406639,0.10126582278481013,8,-1.0,-1.0,ALERTA
JPM,LL,kf_tension_filt_vel,79,246,0.05354810622551154,23,223,0.09349593495934959,0.17721518987341772,14,-0.782608695652174,-1.0,ALERTA
JPM,LL,kf_rvol_filt_vel,79,249,0.054201131911188506,22,227,0.08835341365461848,0.20253164556962025,16,-1.0,-1.0,ALERTA
JPM,LL,kf_rsi_filt_vel,79,216,0.047017849368741836,13,203,0.06018518518518518,0.12658227848101267,10,-0.6923076923076923,0.0,DETECTION
JPM,LL,tension_wave,79,137,0.02982150631258163,2,135,0.014598540145985401,0.012658227848101266,1,-1.5,-1.5,ALERTA
JPM,LL,tension_current,79,159,0.03461036134087941,2,157,0.012578616352201259,0.02531645569620253,2,-2.0,-2.0,ALERTA
JPM,HL,kf_price_innovation,85,196,0.04266434479756204,46,150,0.23469387755102042,0.3176470588235294,27,-0.9782608695652174,-1.0,ALERTA
JPM,HL,current_slope,85,245,0.053330430996952546,55,190,0.22448979591836735,0.2235294117647059,19,-0.9636363636363636,-1.0,ALERTA
JPM,HL,kf_price_filt_vel,85,188,0.04092294296909012,42,146,0.22340425531914893,0.3058823529411765,26,-1.0238095238095237,-1.0,ALERTA
JPM,HL,kf_price_pred_val,85,212,0.046147148454505876,47,165,0.22169811320754718,0.3058823529411765,26,-1.0638297872340425,-1.0,ALERTA
JPM,HL,kf_conj_pred_val,85,242,0.05267740531127558,50,192,0.2066115702479339,0.21176470588235294,18,-0.98,-1.0,ALERTA
JPM,HL,wave_slope,85,244,0.053112755768393555,50,194,0.20491803278688525,0.2,17,-0.98,-1.0,ALERTA
JPM,HL,conj_wave_tide,85,238,0.05180670439703962,47,191,0.19747899159663865,0.21176470588235294,18,-0.9574468085106383,-1.0,ALERTA
JPM,HL,wave_accel,85,242,0.05267740531127558,42,200,0.17355371900826447,0.27058823529411763,23,-0.9523809523809523,-1.0,ALERTA
JPM,HL,conj_current_tide,85,245,0.053330430996952546,42,203,0.17142857142857143,0.18823529411764706,16,-0.9523809523809523,-1.0,ALERTA
JPM,HL,vwap_spread_current_wave,85,253,0.055071832825424466,43,210,0.16996047430830039,0.2,17,-1.0,-1.0,ALERTA
JPM,HL,kf_conj_filt_vel,85,246,0.05354810622551154,40,206,0.16260162601626016,0.2,17,-1.0,-1.0,ALERTA
JPM,HL,sigma_current,85,150,0.032651284283848496,24,126,0.16,0.2,17,-0.625,0.0,DETECTION
JPM,HL,conj_wave_current,85,243,0.05289508053983457,37,206,0.1522633744855967,0.2,17,-0.8918918918918919,-1.0,ALERTA
JPM,HL,vwap_sigma_wave,85,102,0.02220287331301698,15,87,0.14705882352941177,0.12941176470588237,11,-0.4,0.0,DETECTION
JPM,HL,tide_slope,85,281,0.061166739225076185,41,240,0.14590747330960854,0.17647058823529413,15,-0.926829268292683,-1.0,ALERTA
JPM,HL,current_accel,85,246,0.05354810622551154,35,211,0.14227642276422764,0.2235294117647059,19,-1.0857142857142856,-1.0,ALERTA
JPM,HL,sigma_wave,85,158,0.034392686112320416,21,137,0.13291139240506328,0.16470588235294117,14,-0.6666666666666666,0.0,DETECTION
JPM,HL,vwap_spread_tide_current,85,249,0.054201131911188506,31,218,0.12449799196787148,0.1411764705882353,12,-1.032258064516129,-1.0,ALERTA
JPM,HL,tension_current,85,159,0.03461036134087941,19,140,0.11949685534591195,0.11764705882352941,10,-0.8421052631578947,-1.0,ALERTA
JPM,HL,vwap_spread_tide_wave,85,241,0.05245973008271659,27,214,0.11203319502074689,0.11764705882352941,10,-0.9259259259259259,-1.0,ALERTA
JPM,HL,kf_tension_filt_vel,85,246,0.05354810622551154,25,221,0.1016260162601626,0.15294117647058825,13,-0.88,-1.0,ALERTA
JPM,HL,kf_rvol_pred_val,85,217,0.04723552459730083,22,195,0.10138248847926268,0.2235294117647059,19,-1.0454545454545454,-1.0,ALERTA
JPM,HL,kf_rvol_filt_vel,85,249,0.054201131911188506,25,224,0.10040160642570281,0.2235294117647059,19,-0.96,-1.0,ALERTA
JPM,HL,compression_ratio,85,150,0.032651284283848496,15,135,0.1,0.08235294117647059,7,-0.8,-1.0,ALERTA
JPM,HL,kf_rsi_filt_vel,85,216,0.047017849368741836,21,195,0.09722222222222222,0.1411764705882353,12,-0.9523809523809523,-1.0,ALERTA
JPM,HL,kf_tension_pred_val,85,199,0.043317370483239005,19,180,0.09547738693467336,0.09411764705882353,8,-0.9473684210526315,-1.0,ALERTA
JPM,HL,tide_accel,85,284,0.06181976491075316,26,258,0.09154929577464789,0.1411764705882353,12,-1.1153846153846154,-1.0,ALERTA
JPM,HL,sigma_tide,85,127,0.02764475402699173,11,116,0.08661417322834646,0.08235294117647059,7,-1.0,-1.0,ALERTA
JPM,HL,vwap_sigma_current,85,109,0.02372659991292991,9,100,0.08256880733944955,0.08235294117647059,7,-0.7777777777777778,0.0,DETECTION
JPM,HL,tension_tide,85,188,0.04092294296909012,15,173,0.0797872340425532,0.07058823529411765,6,-0.9333333333333333,-1.0,ALERTA
JPM,HL,vwap_sigma_tide,85,160,0.0348280365694384,8,152,0.05,0.07058823529411765,6,-1.0,-1.0,ALERTA
JPM,HL,kf_rsi_pred_val,85,200,0.043535045711798,9,191,0.045,0.07058823529411765,6,-0.8888888888888888,-1.0,ALERTA
JPM,HL,tension_wave,85,137,0.02982150631258163,6,131,0.043795620437956206,0.047058823529411764,4,-1.0,-1.0,ALERTA
JPM,HL,rsi_value,85,185,0.04026991728341315,6,179,0.032432432432432434,0.07058823529411765,6,-0.6666666666666666,0.0,DETECTION
JPM,HH,kf_price_pred_val,95,212,0.046147148454505876,42,170,0.19811320754716982,0.2736842105263158,26,-0.8095238095238095,-1.0,ALERTA
JPM,HH,current_slope,95,245,0.053330430996952546,48,197,0.19591836734693877,0.17894736842105263,17,-1.0,-1.0,ALERTA
JPM,HH,wave_accel,95,242,0.05267740531127558,46,196,0.19008264462809918,0.24210526315789474,23,-0.8260869565217391,-1.0,ALERTA
JPM,HH,kf_price_innovation,95,196,0.04266434479756204,37,159,0.18877551020408162,0.25263157894736843,24,-1.135135135135135,-1.0,ALERTA
JPM,HH,current_accel,95,246,0.05354810622551154,45,201,0.18292682926829268,0.22105263157894736,21,-0.9555555555555556,-1.0,ALERTA
JPM,HH,kf_price_filt_vel,95,188,0.04092294296909012,34,154,0.18085106382978725,0.24210526315789474,23,-0.8823529411764706,-1.0,ALERTA
JPM,HH,conj_wave_tide,95,238,0.05180670439703962,43,195,0.18067226890756302,0.17894736842105263,17,-0.9302325581395349,-1.0,ALERTA
JPM,HH,kf_conj_pred_val,95,242,0.05267740531127558,43,199,0.17768595041322313,0.16842105263157894,16,-0.9534883720930233,-1.0,ALERTA
JPM,HH,wave_slope,95,244,0.053112755768393555,43,201,0.1762295081967213,0.18947368421052632,18,-0.9534883720930233,-1.0,ALERTA
JPM,HH,vwap_spread_current_wave,95,253,0.055071832825424466,44,209,0.17391304347826086,0.17894736842105263,17,-0.9772727272727273,-1.0,ALERTA
JPM,HH,conj_current_tide,95,245,0.053330430996952546,40,205,0.16326530612244897,0.14736842105263157,14,-0.95,-1.0,ALERTA
JPM,HH,conj_wave_current,95,243,0.05289508053983457,39,204,0.16049382716049382,0.17894736842105263,17,-1.0256410256410255,-1.0,ALERTA
JPM,HH,kf_conj_filt_vel,95,246,0.05354810622551154,38,208,0.15447154471544716,0.18947368421052632,18,-0.8421052631578947,-1.0,ALERTA
JPM,HH,vwap_spread_tide_current,95,249,0.054201131911188506,35,214,0.14056224899598393,0.12631578947368421,12,-1.0285714285714285,-1.0,ALERTA
JPM,HH,tension_current,95,159,0.03461036134087941,22,137,0.13836477987421383,0.10526315789473684,10,-0.8636363636363636,-1.0,ALERTA
JPM,HH,vwap_spread_tide_wave,95,241,0.05245973008271659,33,208,0.13692946058091288,0.11578947368421053,11,-1.0,-1.0,ALERTA
JPM,HH,sigma_wave,95,158,0.034392686112320416,19,139,0.12025316455696203,0.1368421052631579,13,-0.5789473684210527,0.0,DETECTION
JPM,HH,sigma_tide,95,127,0.02764475402699173,15,112,0.11811023622047244,0.10526315789473684,10,-0.8,-1.0,ALERTA
JPM,HH,tide_slope,95,281,0.061166739225076185,33,248,0.11743772241992882,0.12631578947368421,12,-1.0,-1.0,ALERTA
JPM,HH,tide_accel,95,284,0.06181976491075316,31,253,0.10915492957746478,0.1368421052631579,13,-1.032258064516129,-1.0,ALERTA
JPM,HH,sigma_current,95,150,0.032651284283848496,15,135,0.1,0.12631578947368421,12,-0.7333333333333333,0.0,DETECTION
JPM,HH,kf_tension_filt_vel,95,246,0.05354810622551154,21,225,0.08536585365853659,0.1368421052631579,13,-0.6666666666666666,0.0,DETECTION
JPM,HH,rsi_value,95,185,0.04026991728341315,15,170,0.08108108108108109,0.08421052631578947,8,-1.0666666666666667,-1.0,ALERTA
JPM,HH,compression_ratio,95,150,0.032651284283848496,12,138,0.08,0.05263157894736842,5,-1.0,-1.0,ALERTA
JPM,HH,kf_rvol_filt_vel,95,249,0.054201131911188506,17,232,0.06827309236947791,0.1368421052631579,13,-0.9411764705882353,-1.0,ALERTA
JPM,HH,kf_rvol_pred_val,95,217,0.04723552459730083,14,203,0.06451612903225806,0.10526315789473684,10,-0.9285714285714286,-1.0,ALERTA
JPM,HH,tension_tide,95,188,0.04092294296909012,11,177,0.05851063829787234,0.05263157894736842,5,-0.7272727272727273,-1.0,ALERTA
JPM,HH,tension_wave,95,137,0.02982150631258163,8,129,0.058394160583941604,0.06315789473684211,6,-1.25,-1.5,ALERTA
JPM,HH,kf_rsi_pred_val,95,200,0.043535045711798,11,189,0.055,0.06315789473684211,6,-1.0,-1.0,ALERTA
JPM,HH,kf_rsi_filt_vel,95,216,0.047017849368741836,11,205,0.05092592592592592,0.07368421052631578,7,-0.5454545454545454,0.0,DETECTION
JPM,HH,vwap_sigma_wave,95,102,0.02220287331301698,5,97,0.049019607843137254,0.05263157894736842,5,0.0,0.0,DETECTION
JPM,HH,kf_tension_pred_val,95,199,0.043317370483239005,9,190,0.04522613065326633,0.06315789473684211,6,-0.7777777777777778,-1.0,ALERTA
JPM,HH,vwap_sigma_current,95,109,0.02372659991292991,4,105,0.03669724770642202,0.042105263157894736,4,-0.25,0.0,DETECTION
JPM,HH,vwap_sigma_tide,95,160,0.0348280365694384,4,156,0.025,0.042105263157894736,4,-1.5,-1.5,ALERTA
JPM,LH,kf_price_pred_val,70,212,0.046147148454505876,41,171,0.19339622641509435,0.37142857142857144,26,-0.8780487804878049,-1.0,ALERTA
JPM,LH,kf_price_filt_vel,70,188,0.04092294296909012,36,152,0.19148936170212766,0.37142857142857144,26,-0.6944444444444444,-0.5,DETECTION
JPM,LH,kf_price_innovation,70,196,0.04266434479756204,36,160,0.1836734693877551,0.35714285714285715,25,-0.8055555555555556,-1.0,ALERTA
JPM,LH,wave_slope,70,244,0.053112755768393555,44,200,0.18032786885245902,0.21428571428571427,15,-0.9772727272727273,-1.0,ALERTA
JPM,LH,kf_conj_filt_vel,70,246,0.05354810622551154,42,204,0.17073170731707318,0.2714285714285714,19,-0.9761904761904762,-1.0,ALERTA
JPM,LH,wave_accel,70,242,0.05267740531127558,36,206,0.1487603305785124,0.2714285714285714,19,-0.9722222222222222,-1.0,ALERTA
JPM,LH,current_slope,70,245,0.053330430996952546,36,209,0.1469387755102041,0.2,14,-1.0277777777777777,-1.0,ALERTA
JPM,LH,conj_wave_current,70,243,0.05289508053983457,35,208,0.1440329218106996,0.2,14,-1.0285714285714285,-1.0,ALERTA
JPM,LH,conj_wave_tide,70,238,0.05180670439703962,31,207,0.13025210084033614,0.15714285714285714,11,-1.032258064516129,-1.0,ALERTA
JPM,LH,kf_conj_pred_val,70,242,0.05267740531127558,31,211,0.128099173553719,0.15714285714285714,11,-1.032258064516129,-1.0,ALERTA
JPM,LH,current_accel,70,246,0.05354810622551154,30,216,0.12195121951219512,0.22857142857142856,16,-1.1333333333333333,-1.0,ALERTA
JPM,LH,vwap_sigma_tide,70,160,0.0348280365694384,19,141,0.11875,0.14285714285714285,10,-1.2105263157894737,-1.0,ALERTA
