ticker,archetype,feature,n_turns,total_fires,fire_rate,tp,fp,precision,recall,turns_detected,mean_offset,median_offset,temporal_class
AAPL,LL,vwap_sigma_wave,159,153,0.01909158971799351,58,95,0.3790849673202614,0.25157232704402516,40,-0.6896551724137931,0.0,DETECTION
AAPL,LL,vwap_sigma_current,159,171,0.021337659096580985,64,107,0.3742690058479532,0.2389937106918239,38,-0.609375,0.0,DETECTION
AAPL,LL,vwap_sigma_tide,159,181,0.022585475418018468,54,127,0.2983425414364641,0.16352201257861634,26,-0.7592592592592593,-1.0,ALERTA
AAPL,LL,sigma_tide,159,290,0.03618667332168705,70,220,0.2413793103448276,0.2138364779874214,34,-0.7714285714285715,-1.0,ALERTA
AAPL,LL,rsi_value,159,295,0.03681058148240579,67,228,0.2271186440677966,0.1949685534591195,31,-0.7910447761194029,-1.0,ALERTA
AAPL,LL,kf_rsi_pred_val,159,277,0.03456451210381832,52,225,0.18772563176895307,0.18238993710691823,29,-0.6346153846153846,0.0,DETECTION
AAPL,LL,conj_current_tide,159,402,0.050162216121786875,71,331,0.17661691542288557,0.16352201257861634,26,-0.9859154929577465,-1.0,ALERTA
AAPL,LL,current_accel,159,349,0.04354878961816821,55,294,0.15759312320916904,0.1949685534591195,31,-0.8727272727272727,-1.0,ALERTA
AAPL,LL,conj_wave_current,159,312,0.03893186922884952,49,263,0.15705128205128205,0.12578616352201258,20,-0.9591836734693877,-1.0,ALERTA
AAPL,LL,wave_accel,159,336,0.041926628400299475,52,284,0.15476190476190477,0.18238993710691823,29,-0.8076923076923077,-1.0,ALERTA
AAPL,LL,sigma_current,159,270,0.03369104067881208,40,230,0.14814814814814814,0.16352201257861634,26,-0.525,0.0,DETECTION
AAPL,LL,current_slope,159,326,0.04067881207886199,48,278,0.147239263803681,0.11320754716981132,18,-1.0,-1.0,ALERTA
AAPL,LL,kf_price_pred_val,159,383,0.04779136511105565,56,327,0.1462140992167102,0.2578616352201258,41,-0.5892857142857143,0.0,DETECTION
AAPL,LL,conj_wave_tide,159,308,0.03843274270027452,45,263,0.1461038961038961,0.10062893081761007,16,-1.0,-1.0,ALERTA
AAPL,LL,kf_conj_pred_val,159,313,0.03905665086099326,44,269,0.14057507987220447,0.1069182389937107,17,-1.0454545454545454,-1.0,ALERTA
AAPL,LL,wave_slope,159,299,0.03730970801098078,42,257,0.14046822742474915,0.09433962264150944,15,-0.9523809523809523,-1.0,ALERTA
AAPL,LL,kf_conj_filt_vel,159,336,0.041926628400299475,47,289,0.13988095238095238,0.1320754716981132,21,-1.0,-1.0,ALERTA
AAPL,LL,kf_rvol_pred_val,159,295,0.03681058148240579,35,260,0.11864406779661017,0.15723270440251572,25,-0.6571428571428571,-1.0,ALERTA
AAPL,LL,vwap_spread_current_wave,159,390,0.04866483653606189,46,344,0.11794871794871795,0.11949685534591195,19,-0.9347826086956522,-1.0,ALERTA
AAPL,LL,kf_rvol_filt_vel,159,360,0.04492138757174944,37,323,0.10277777777777777,0.20754716981132076,33,-1.0810810810810811,-1.0,ALERTA
AAPL,LL,kf_price_filt_vel,159,384,0.0479161467431994,39,345,0.1015625,0.22012578616352202,35,-0.7435897435897436,-1.0,ALERTA
AAPL,LL,tide_accel,159,326,0.04067881207886199,33,293,0.10122699386503067,0.09433962264150944,15,-0.8787878787878788,-1.0,ALERTA
AAPL,LL,kf_tension_pred_val,159,338,0.04217619166458697,34,304,0.10059171597633136,0.11949685534591195,19,-0.8235294117647058,-1.0,ALERTA
AAPL,LL,tension_tide,159,336,0.041926628400299475,33,303,0.09821428571428571,0.11320754716981132,18,-0.7878787878787878,-1.0,ALERTA
AAPL,LL,kf_tension_filt_vel,159,481,0.060019965061143,45,436,0.09355509355509356,0.15723270440251572,25,-0.6444444444444445,0.0,DETECTION
AAPL,LL,tide_slope,159,422,0.05265784876466184,39,383,0.0924170616113744,0.10062893081761007,16,-1.0,-1.0,ALERTA
AAPL,LL,vwap_spread_tide_current,159,369,0.046044422261043175,33,336,0.08943089430894309,0.10062893081761007,16,-1.0,-1.0,ALERTA
AAPL,LL,sigma_wave,159,251,0.03132018966808086,22,229,0.08764940239043825,0.10062893081761007,16,-0.6363636363636364,-0.5,DETECTION
AAPL,LL,kf_price_innovation,159,402,0.050162216121786875,35,367,0.08706467661691543,0.16352201257861634,26,-1.0571428571428572,-1.0,ALERTA
AAPL,LL,vwap_spread_tide_wave,159,375,0.04679311205390566,31,344,0.08266666666666667,0.0880503144654088,14,-1.032258064516129,-1.0,ALERTA
AAPL,LL,kf_rsi_filt_vel,159,388,0.048415273271774396,28,360,0.07216494845360824,0.11320754716981132,18,-0.6785714285714286,0.0,DETECTION
AAPL,LL,compression_ratio,159,435,0.054280009982530575,30,405,0.06896551724137931,0.07547169811320754,12,-1.0333333333333334,-1.0,ALERTA
AAPL,LL,tension_current,159,312,0.03893186922884952,18,294,0.057692307692307696,0.050314465408805034,8,-1.0,-1.0,ALERTA
AAPL,LL,tension_wave,159,216,0.026952832543049664,3,213,0.013888888888888888,0.012578616352201259,2,-1.6666666666666667,-2.0,ALERTA
AAPL,HL,sigma_current,185,270,0.03369104067881208,52,218,0.1925925925925926,0.16756756756756758,31,-0.7692307692307693,-1.0,ALERTA
AAPL,HL,kf_rsi_filt_vel,185,388,0.048415273271774396,74,314,0.19072164948453607,0.23783783783783785,44,-0.7702702702702703,-1.0,ALERTA
AAPL,HL,sigma_wave,185,251,0.03132018966808086,44,207,0.1752988047808765,0.16756756756756758,31,-0.7727272727272727,-1.0,ALERTA
AAPL,HL,kf_price_filt_vel,185,384,0.0479161467431994,62,322,0.16145833333333334,0.22702702702702704,42,-0.7741935483870968,0.0,DETECTION
AAPL,HL,kf_tension_filt_vel,185,481,0.060019965061143,73,408,0.15176715176715178,0.22162162162162163,41,-0.7808219178082192,-1.0,ALERTA
AAPL,HL,vwap_spread_current_wave,185,390,0.04866483653606189,59,331,0.15128205128205127,0.11351351351351352,21,-1.0338983050847457,-1.0,ALERTA
AAPL,HL,compression_ratio,185,435,0.054280009982530575,65,370,0.14942528735632185,0.14594594594594595,27,-0.9384615384615385,-1.0,ALERTA
AAPL,HL,vwap_spread_tide_wave,185,375,0.04679311205390566,56,319,0.14933333333333335,0.11351351351351352,21,-1.0,-1.0,ALERTA
AAPL,HL,kf_price_pred_val,185,383,0.04779136511105565,56,327,0.1462140992167102,0.22162162162162163,41,-0.7857142857142857,0.0,DETECTION
AAPL,HL,vwap_spread_tide_current,185,369,0.046044422261043175,51,318,0.13821138211382114,0.0972972972972973,18,-1.0,-1.0,ALERTA
AAPL,HL,tide_slope,185,422,0.05265784876466184,57,365,0.13507109004739337,0.11891891891891893,22,-1.0,-1.0,ALERTA
AAPL,HL,tension_current,185,312,0.03893186922884952,41,271,0.13141025641025642,0.11891891891891893,22,-0.926829268292683,-1.0,ALERTA
AAPL,HL,kf_conj_filt_vel,185,336,0.041926628400299475,41,295,0.12202380952380952,0.0972972972972973,18,-1.0,-1.0,ALERTA
AAPL,HL,current_slope,185,326,0.04067881207886199,38,288,0.1165644171779141,0.07567567567567568,14,-1.0789473684210527,-1.0,ALERTA
AAPL,HL,wave_accel,185,336,0.041926628400299475,38,298,0.1130952380952381,0.12972972972972974,24,-1.1842105263157894,-1.0,ALERTA
AAPL,HL,conj_current_tide,185,402,0.050162216121786875,41,361,0.10199004975124377,0.08108108108108109,15,-1.024390243902439,-1.0,ALERTA
AAPL,HL,kf_price_innovation,185,402,0.050162216121786875,41,361,0.10199004975124377,0.17297297297297298,32,-1.2682926829268293,-1.0,ALERTA
AAPL,HL,tension_wave,185,216,0.026952832543049664,22,194,0.10185185185185185,0.07567567567567568,14,-1.0,-1.0,ALERTA
AAPL,HL,kf_rvol_pred_val,185,295,0.03681058148240579,30,265,0.1016949152542373,0.11891891891891893,22,-1.1333333333333333,-1.0,ALERTA
AAPL,HL,tide_accel,185,326,0.04067881207886199,33,293,0.10122699386503067,0.08648648648648649,16,-1.0909090909090908,-1.0,ALERTA
AAPL,HL,kf_rvol_filt_vel,185,360,0.04492138757174944,36,324,0.1,0.14594594594594595,27,-0.9444444444444444,-1.0,ALERTA
AAPL,HL,vwap_sigma_wave,185,153,0.01909158971799351,15,138,0.09803921568627451,0.05405405405405406,10,-0.8,-1.0,ALERTA
AAPL,HL,current_accel,185,349,0.04354878961816821,34,315,0.09742120343839542,0.08648648648648649,16,-1.0,-1.0,ALERTA
AAPL,HL,conj_wave_tide,185,308,0.03843274270027452,29,279,0.09415584415584416,0.07027027027027027,13,-1.103448275862069,-1.0,ALERTA
AAPL,HL,conj_wave_current,185,312,0.03893186922884952,28,284,0.08974358974358974,0.07567567567567568,14,-1.1071428571428572,-1.0,ALERTA
AAPL,HL,wave_slope,185,299,0.03730970801098078,25,274,0.08361204013377926,0.06486486486486487,12,-1.16,-1.0,ALERTA
AAPL,HL,kf_conj_pred_val,185,313,0.03905665086099326,25,288,0.07987220447284345,0.06486486486486487,12,-1.04,-1.0,ALERTA
AAPL,HL,kf_tension_pred_val,185,338,0.04217619166458697,24,314,0.07100591715976332,0.07027027027027027,13,-0.875,-1.0,ALERTA
AAPL,HL,tension_tide,185,336,0.041926628400299475,21,315,0.0625,0.05945945945945946,11,-0.8571428571428571,-1.0,ALERTA
AAPL,HL,kf_rsi_pred_val,185,277,0.03456451210381832,12,265,0.04332129963898917,0.04864864864864865,9,-0.9166666666666666,-1.0,ALERTA
AAPL,HL,vwap_sigma_tide,185,181,0.022585475418018468,7,174,0.03867403314917127,0.016216216216216217,3,-1.0,-1.0,ALERTA
AAPL,HL,vwap_sigma_current,185,171,0.021337659096580985,6,165,0.03508771929824561,0.02702702702702703,5,-0.6666666666666666,-0.5,DETECTION
AAPL,HL,sigma_tide,185,290,0.03618667332168705,10,280,0.034482758620689655,0.03783783783783784,7,-0.9,-1.0,ALERTA
AAPL,HL,rsi_value,185,295,0.03681058148240579,6,289,0.020338983050847456,0.02702702702702703,5,-0.8333333333333334,-0.5,DETECTION
AAPL,HH,kf_price_pred_val,180,383,0.04779136511105565,65,318,0.16971279373368145,0.2611111111111111,47,-0.6307692307692307,0.0,DETECTION
AAPL,HH,wave_accel,180,336,0.041926628400299475,53,283,0.15773809523809523,0.17222222222222222,31,-0.8113207547169812,-1.0,ALERTA
AAPL,HH,vwap_spread_tide_wave,180,375,0.04679311205390566,58,317,0.15466666666666667,0.12222222222222222,22,-1.0172413793103448,-1.0,ALERTA
AAPL,HH,current_accel,180,349,0.04354878961816821,51,298,0.14613180515759314,0.1388888888888889,25,-0.9019607843137255,-1.0,ALERTA
AAPL,HH,tide_slope,180,422,0.05265784876466184,61,361,0.14454976303317535,0.1388888888888889,25,-1.0327868852459017,-1.0,ALERTA
AAPL,HH,kf_price_filt_vel,180,384,0.0479161467431994,54,330,0.140625,0.22777777777777777,41,-0.7037037037037037,0.0,DETECTION
AAPL,HH,sigma_wave,180,251,0.03132018966808086,35,216,0.1394422310756972,0.15555555555555556,28,-0.5142857142857142,0.0,DETECTION
AAPL,HH,kf_rvol_pred_val,180,295,0.03681058148240579,41,254,0.13898305084745763,0.18333333333333332,33,-0.6341463414634146,0.0,DETECTION
AAPL,HH,vwap_spread_tide_current,180,369,0.046044422261043175,51,318,0.13821138211382114,0.10555555555555556,19,-1.0,-1.0,ALERTA
AAPL,HH,kf_conj_filt_vel,180,336,0.041926628400299475,44,292,0.13095238095238096,0.11666666666666667,21,-0.9318181818181818,-1.0,ALERTA
AAPL,HH,sigma_current,180,270,0.03369104067881208,32,238,0.11851851851851852,0.12222222222222222,22,-0.5625,0.0,DETECTION
AAPL,HH,kf_tension_filt_vel,180,481,0.060019965061143,57,424,0.11850311850311851,0.17777777777777778,32,-0.8245614035087719,-1.0,ALERTA
AAPL,HH,kf_rvol_filt_vel,180,360,0.04492138757174944,42,318,0.11666666666666667,0.2,36,-0.6904761904761905,-0.5,DETECTION
AAPL,HH,tide_accel,180,326,0.04067881207886199,38,288,0.1165644171779141,0.09444444444444444,17,-0.9473684210526315,-1.0,ALERTA
AAPL,HH,vwap_spread_current_wave,180,390,0.04866483653606189,44,346,0.11282051282051282,0.08333333333333333,15,-0.9772727272727273,-1.0,ALERTA
AAPL,HH,tension_current,180,312,0.03893186922884952,35,277,0.11217948717948718,0.09444444444444444,17,-0.8571428571428571,-1.0,ALERTA
AAPL,HH,wave_slope,180,299,0.03730970801098078,33,266,0.11036789297658862,0.08888888888888889,16,-0.9090909090909091,-1.0,ALERTA
AAPL,HH,conj_current_tide,180,402,0.050162216121786875,40,362,0.09950248756218906,0.08333333333333333,15,-1.0,-1.0,ALERTA
